galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_effective_radius,galaxies_source_bulge_intensity,galaxies_lens_bulge_intensity,galaxies_lens_mass_einstein_radius,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
-0.03646336043497766,0.009104954478145785,2.281712204634274,-0.1670291495815462,-0.03246289002231245,5.681087488549925,380547.4355292213,-0.007258964706201507,0.5177989985062685,-2.5060971844645508,0.45993156624495724,1.2143709659756317,-169076827987968.78,4.409598107169308,-169076827987964.38,0.0
0.3519576252885525,0.05569784132026851,3.1469142093716975,-0.14529373216939448,0.0033289367055949343,5.327553929077812,97269.55888823683,0.13403742672368427,1.1414718684561418,0.5764923964207167,-1.171684483376157,2.590960140724724,-132076883344963.39,3.7171575648164086,-132076883344959.67,0.0
-0.3729548002127722,0.1887647517409255,4.42512450297302,-0.12615360611919296,-0.025197588865307423,2.1916887656980433,673347.2818306073,0.04945208729484103,1.7405989585185062,2.652129774079093,-2.106919830514009,0.9547082478920038,-3809280286950.986,5.962524768424055,-3809280286945.0234,0.0
0.07848842727844976,0.04991119178630863,1.098394798174123,-0.10812109716307332,-0.07913184104909925,0.8926516416951378,25958.184392861658,0.2561522129024809,1.0776367733055856,0.7315042087306787,-2.92773793223232,2.1256959128536157,-987626468683.0505,2.914347438114244,-987626468680.1362,0.0
-0.09746648169577185,0.24476736361150325,1.656045496519177,-0.06813764576753216,-0.075760614628311,1.1038151046430182,10446.471522589178,0.24772086258055864,0.958828750766429,-1.3239991469899934,-2.9543359711547406,2.967932307060292,-385470765949.2786,2.8079902098800806,-385470765946.47064,0.0
0.34261859912652054,0.028995679056866886,5.013705114818186,-0.056595656408394424,-0.14083975319669922,0.6217154279040842,12141.673786592084,0.1459576481762137,1.0239029540211542,-2.839997260932046,-0.6356642504864682,2.296506894805459,-366023300339.38043,3.262374388024599,-366023300336.11804,0.0
-0.0430822046546695,0.41636292801742714,4.715067554536333,-0.045899957047428476,-0.10338722116442672,3.747115465171602,3811.298965955916,0.1715031070667687,1.280567571609428,-1.0401339454753094,2.2180070887736854,2.9392655668435417,-111247071409.14975,3.152072407509783,-111247071405.99768,0.0
-0.15018791804899917,-0.017975389531983174,2.967012868211095,-0.08707140856863858,-0.1419896085414914,3.5272471179558256,4538.434982485518,0.17996935827763827,1.0437824343862159,2.1809597342663425,0.24944014072816056,1.524878426649626,-40711308477.69411,1.7575690205092311,-40711308475.93654,0.0
0.24328306594442878,-0.04568554718959478,4.058812744587089,-0.28505392868620993,-0.0788381936669649,5.302974685348849,791.5221136344584,0.1779841978316562,0.8634660194353557,1.4877813036596619,-0.8053122194678153,2.99961401067015,-8114490135.255461,9.359365273505906,-8114490125.896095,0.0
-0.19544628322072372,0.06255276629751613,1.8552284856100985,-0.21377479452276882,-0.11459645517977074,7.73862090489208,590.1242609907371,0.012953917343401622,1.3163457222963062,-1.488509850038634,-0.37093690093639786,2.932367507124678,-6057004120.80163,6.8605532338874085,-6057004113.941077,0.0
-0.07045481269956785,0.056630311495622365,5.140358106018846,-0.08225313253882913,-0.10770954787878115,0.5194367698031059,608.9109421793287,0.12428943148620612,1.1334713806307761,-1.6193851887623418,0.3309770333193103,1.6118240059474847,-1858676434.3259647,1.337648083332925,-1858676432.9883165,0.0
0.30876856187917817,0.013134204969020138,1.5400142496475409,-0.053347378337977695,-0.034992413033287074,2.2227841579083485,380.6145550057597,0.06091363636143356,1.4999728648702924,0.831349633022445,-1.3946696492991204,2.485256917720315,-1500126564.3645058,3.741131934844637,-1500126560.6233737,0.0
0.11874825834068511,0.08050635118793625,2.36050837373588,-0.07698408255810653,-0.07658951276417376,2.636222931033403,186.54201468716943,0.10534984907079947,1.270544293407259,0.523372645663871,-1.4634365355656096,1.8044351777462224,-240170213.36388978,0.768670448980631,-240170212.59521934,0.0
0.06374335689245034,-0.056252847681461216,6.471238130582147,-0.16318961478424182,-0.053751108379725514,0.11915751735111346,716.0113370251075,0.2638846981936949,1.2525025947038715,1.0277472653041055,1.9293492607956262,0.8151080323699963,-136078965.21245885,5.387326777812005,-136078959.82513207,0.0
-0.050795749857679234,0.31243025401325825,3.829304454777102,-0.14567443426936416,-0.04369826974126176,1.8630787694141182,196.38162817971275,0.0009964929673807604,1.050677621286532,1.5069682922259453,1.671391218640796,1.9781888832092256,-135306216.01895958,2.355315102137491,-135306213.6636445,0.0
-0.22630788422678816,0.09036762549917787,4.460484614144846,-0.041550397201531517,-0.10338913388199096,8.176397720764093,602.2855287442299,0.0715232616651752,0.9231417474702344,-2.883369256585209,2.8311422295130786,1.5350573368898355,-30358728.1354434,3.259335715636371,-30358724.876107685,0.0
-0.06784843337878704,-0.16923693612234025,4.6090656640626655,-0.07219536996681353,-0.11369253311297714,5.538631356809073,23.44696443260954,0.07998767709362432,1.2752307221192924,0.6302527491816408,0.7645510320003845,2.9818251456288767,-12613036.634723801,2.1034409217424073,-12613034.53128288,0.0
0.2950094192878909,-0.056946870732729374,5.074241840283978,-0.17414910919315824,-0.09197211237911912,5.285440590255778,24.604304297076762,0.06643597925478928,1.2963708904434104,0.6674872429210073,-2.1690647413078623,2.364417160240269,-2829366.7478585746,3.951807666518938,-2829362.796050908,0.0
0.0881888282547823,-0.05154326719339693,7.89874766471527,-0.04399081400433632,0.02047739296188278,0.9473031054319192,54.26506663327858,0.03826871871086326,0.6098272250201873,-2.0313412440334546,-1.4379732131821623,1.0245243475735877,-2439757.6535848677,7.984019115835443,-2439749.6695657517,0.0
-0.0835501692400929,0.16192487787518794,5.397278252261488,-0.0975959188183241,-0.05041977529013609,5.317087425499744,10.89860007330716,0.20793385025129613,1.2482858591734254,-2.229625226900821,2.9108266577187614,2.529465611751084,-215769.4470141638,2.45137858107691,-215766.99563558272,0.0
-0.08158506426385322,0.2649278925070782,2.925275548504762,-0.136200265851761,-0.016077606756993837,5.299907286062721,6.951752926159753,-0.010078185720329008,1.255664679934709,-2.3091880572487575,-1.7531720648521272,2.3659638931476836,-99181.46582208443,3.2718048340915735,-99178.19401725034,0.0
0.2572838455423331,-0.19142498619699155,2.8882696583365473,-0.10933644633928821,-0.03919989388686636,1.210176540091993,151.52477335717916,0.1802349849931838,1.1666213098245317,-1.5790888197368707,2.2573198675107253,0.5225986465517742,-80215.48650878614,2.472666426475805,-80213.01384235967,0.0
-0.04003636820143494,-0.2604956147001586,2.7244339386570444,-0.011589570477771594,-0.10906136400805945,4.566001062955472,7.155196823425367,0.04318342183598962,0.5722666959435125,0.855619979347825,2.30539980511554,1.345825264905402,-74301.22153481648,4.369025294234948,-74296.85250952224,0.0
0.5471101948444188,-0.24218717712358034,6.424225082923746,-0.09385949524650017,-0.04250447817175447,9.774373003938873,2.2483025288991812e-05,0.11501221154559278,0.4395252818749473,-1.4348694194411586,0.28003820912123745,0.8905865656919455,-43997.09336027892,44489.132558095735,492.0391978168118,0.0
-0.3994252376088511,0.04652289557441855,3.497434098319014,-0.034935824934921145,-0.09261059983918368,5.297238475814788,1.5362919321108879,0.258622024644768,1.4500251863570057,2.0942277093814674,0.4871364218752001,1.70176977085088,-28127.610523188883,6.007664464942411,-28121.60285872394,0.0
-0.16635716293305383,0.10008898456193585,3.4849623075962866,-0.15642388306742708,0.010745842981507575,4.998913345203045,2.1962002253908617,0.2564727985124665,1.1403749678658486,-2.2903315683769367,-1.7927563019514068,1.1419679856286926,-15076.406239023392,4.865669704369185,-15071.540569319022,0.0
