galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,galaxies_source_bulge_intensity,log_likelihood,log_prior,log_posterior,weights
0.0016030687758957815,0.05863959920705062,0.2050372680017308,666048675762556.8,0.2068662018916405,0.008979857735472052,3.7353524684273505,1.632129028807901,-301657.0597872019,626.0774983740058,-301030.98228882795,0.0
2.468203851842234e-05,-0.011989133596158823,-0.1939345646532599,431637255839636.6,0.8574054979182741,-0.8946214847734391,3.6834631230039654,2.042947392211461,-246690.53855565115,40517.17980973961,-206173.35874591154,0.0
0.4884958010714861,0.13078259617068652,-0.07666899898956235,520987905737703.94,1.6563701653263836,-0.24546597829135663,4.703874100301962,2.076892730150375,-243238.06874050328,3.196211646182577,-243234.8725288571,0.0
0.0025354265639966106,-0.09616726184526207,0.023736323496631073,518627754088043.75,0.03940069632661336,-0.21916108544334012,4.257214060084442,1.3061254036736027,-184428.04956936397,394.901527859407,-184033.14804150455,0.0
0.353783443446529,0.09315465082823352,-0.1561748472910874,331934455089878.7,-0.5562634970450908,0.7964969282249781,4.303988577465786,1.5836107835049613,-179467.0102504518,4.4800064935482125,-179462.53024395826,0.0
0.6349508508984698,-0.03655043093743032,0.01041025219336857,294226550974653.44,-1.8441787567972125,-1.4566362787785727,4.635776598030196,2.2472231420555255,-161371.8593839347,1.6471404166789843,-161370.21224351804,0.0
7.289304463628772e-05,-0.02002105250912763,0.14461678433256575,529636999802703.0,-1.3953321335496067,0.3813616275342837,3.0345891329461865,2.0429035460795935,-155036.55926671173,13719.79576694406,-141316.76349976767,0.0
0.9097753976913104,-0.012052352044707249,0.15610132179554137,123238756.46521747,0.010748546222025368,1.409210094129234,3.220315930895346,1.7805611740226144,-121324.71783961041,2.3248164928511983,-121322.39302311756,0.0
1.7022307709664906e-06,0.04705061983518831,-0.10736222518384274,874518628997655.6,1.1174547043122338,0.24711821274894863,3.9819951941130975,1.3544301375290513,-119365.50589932293,587465.099634819,468099.59373549605,0.0
6.932218089173012e-06,0.004890969564080555,0.014462605431776538,461850651312821.75,0.2255962796599884,0.3541894840633635,1.1689773976932605,1.9228404762615814,-118377.69422953007,144253.98450069907,25876.290271168997,0.0
0.49566523521687067,-0.10291098930439628,0.16977781100909492,71433412262313.5,-0.8745887018684595,-0.0532447965363847,2.8655262011709444,1.4528134022960377,-114360.18628442113,3.988249536764455,-114356.19803488436,0.0
0.054455587022694936,-0.028537123491024077,0.01297342406737505,613484362190673.6,1.1753021543781,1.2930369062236409,2.780423565405972,2.3168265313016003,-114206.81710895088,18.41272251151616,-114188.40438643936,0.0
0.0002743537600073924,-0.024207644166631164,-0.15879006585360306,436163243481890.4,2.364108412142743,-0.9757165228357092,4.076090489669435,2.2794906064587703,-113783.83687100204,3646.219101829906,-110137.61776917214,0.0
0.04579424545054936,-0.09896434145499713,-0.06617177774382832,508353428399576.44,-1.1988711449007945,0.8660352868102237,4.414538299778391,1.3942469691567683,-108915.90116413041,22.54543707721253,-108893.3557270532,0.0
0.6588966086074908,-0.004385480533881892,0.027393027268864098,234934999335718.75,-0.47942530336949885,-0.9542018927185891,4.099786943701293,1.261500364141446,-107333.57496836515,1.5561693142035955,-107332.01879905094,0.0
0.00046061354866537855,-0.06273739763282811,0.051372474763066944,864976404166233.0,-0.7340230272384769,-0.46853771288443724,1.7420810756503728,1.7619522123605713,-105672.00091631532,2171.3460930245474,-103500.65482329077,0.0
0.2144203213655067,-0.03772741899365858,-0.03679655233390385,134759408926249.12,1.0991034622172782,-0.6698423827902196,2.631648725364897,1.7558496808434454,-103621.00027062147,4.802604284252838,-103616.19766633722,0.0
2.246317124625112e-05,0.15808554139831046,0.055856808783306844,374461225728111.44,0.06608543583121129,0.9138518574794312,2.0265037801016863,1.6145230319747756,-99271.21509651793,44518.71742291835,-54752.49767359958,0.0
0.8495864959187591,-0.04410080610957026,0.0011721916655196207,6504002621429.406,0.44454175153314246,-2.2561624422616013,3.9695400007929065,1.9640158768873928,-98705.85469794687,1.2743559474211017,-98704.58034199945,0.0
1.292942941485735,0.05673542416180744,-0.03482751563072617,27471408597.62163,-1.4632387895811585,1.588439049968887,3.1809554270455633,2.2614666027576837,-96703.76358307748,0.9950225454715859,-96702.76856053201,0.0
1.2479456875602595e-05,0.10285150704125905,0.10516939221901378,416425552456137.06,-0.9741291785426469,-0.601197822592602,4.617286709151606,1.1613504057802984,-90086.83371923064,80132.77437773265,-9954.059341497981,0.0
0.7670341405825283,-0.06328081801467698,0.09730045287964734,69693522056007.69,1.399673935050589,0.9184779359271933,2.6602351308265737,1.9024974841362667,-79790.63439828552,1.9773149366487346,-79788.65708334887,0.0
0.011557905148096284,0.10193250274406555,0.20701271766844187,381267842450061.1,0.28448101046331775,0.9021000469418645,2.3491718363939142,1.2179899411370978,-72396.92646497808,89.18309425902213,-72307.74337071906,0.0
0.00542033143198977,-0.0304557487442894,0.11236361793886132,374139567582764.1,-0.947155819998553,0.9492674709550597,3.221561804673277,1.2703225898941544,-72240.97191689978,185.16822021827628,-72055.80369668151,0.0
2.8638983980965725e-06,0.09338366602667829,0.23975448961850582,505299846018152.1,1.8784832225543644,0.019202397173072594,4.072336662636783,1.3503665764582597,-69251.63160103257,349177.7084544788,279926.07685344625,0.0
