galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
0.08711427522906162,-0.2336862027623299,0.0432383237111771,29282539670349.797,0.0452099338465419,1.5638608856451315,0.2853124830233176,0.2708829063024454,-394.56777344684696,36.422147167930646,-358.1456262789163,3.287916107763328e-279
0.6096738951706682,-0.24639773611948415,-0.07583198979471718,10598894861354.836,0.02062726525788976,-0.5631806328758353,1.0139572257787561,1.1499385599248422,-387.28880471482245,53.442861818908234,-333.8459428959142,4.7296834255567234e-276
0.5405190954883987,0.22374865671078992,0.08119935131212647,334842910.3159384,0.0001085276639822694,-1.3718195653051701,0.5807154073408332,1.3795522989466502,-348.40204874091313,9218.923442358795,8870.521393617882,3.624365369894452e-259
1.571125111948979e-05,-0.20362824835305782,0.09368900467153046,431736782452575.1,0.0014301337554829625,0.014341581952698412,0.5431282875512555,3.3213239519065567,-332.347714915988,64350.40226566034,64018.05455074435,3.3723798441550033e-252
0.0002885720493841306,-0.19253418904601918,-0.11919262228143403,741062490138761.6,0.0006006298666656023,-1.834843130199232,2.8086759431159507,3.866686559748391,-309.94349126939454,5132.821766155634,4822.8782748862395,1.7962344254513192e-242
0.01265513350204574,0.039792280623221016,0.1813718406730021,84248153347926.0,0.0022433524101465193,-0.4524939933842669,1.523826501326579,0.447676831347516,-295.9646837843474,526.5047146998496,230.5400309155022,2.0973852737555002e-236
0.5657986267901346,-0.13535241036533133,0.12540440433090802,21840861974219.574,0.01221503864555845,-2.4525684996069077,2.596807137961987,1.845313436668516,-284.08006556370987,85.33603875325012,-198.74402681045973,3.016482629400727e-231
0.4909170689139302,-0.1411504737654954,0.01656807499593573,764467234926837.0,0.1678466059906676,2.5293951676528525,-0.7383669700842135,4.333558390574498,-277.08343277045986,9.004722598082434,-268.07871017237744,3.272577221065744e-228
5.1124362336668936e-05,-0.03810321879429789,0.15834976615821217,96829720334511.22,0.00011369924829775793,2.4973807629995823,-0.18298693913871977,0.1750225470007448,-269.54786494625745,28356.605397386906,28087.05753244065,6.07821236769183e-225
1.1077965786960207,0.22900458838507465,-0.06794728980899284,2162638068035.8784,1.8518789621551673e-06,1.9353138622180674,1.2770422634668623,4.87757277767736,-245.02021173377096,539995.8504408714,539750.8302291377,2.7049823987228532e-214
0.8651858987919487,-0.10907494347478507,0.1307394429592759,252053712087.7393,3.0318797715865455e-06,2.8480768529656197,2.6019671814854544,3.240555767185231,-241.2060557098095,329830.9874994338,329589.781443724,1.2430885388256202e-212
0.00262951532211041,0.2096408558888514,-0.14875203646409982,70751740772086.06,0.004488735912756011,0.9901556264519078,-2.353879125900756,2.6158535560688505,-237.75247569380048,606.3819134938312,368.62943780003076,3.933858531543492e-211
