galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_dark_mass_at_200,log_likelihood,log_prior,log_posterior,weights
0.00014401485503000874,-0.022243550944670273,-0.08340786718988288,965899175295617.2,-2796.5175587802046,6944.100712325732,4147.583153545527,0.0
2.3837767705398146e-05,-0.09191199067681093,6.535424452161504e-05,955496985298545.5,-2793.105784715352,41950.65918987282,39157.55340515747,0.0
0.10687420285530624,-0.09232303246575851,0.04426757596514204,849787716809887.6,-2789.487207660757,9.880952965661669,-2779.6062546950952,0.0
1.973834603543962e-05,-0.02320822424694213,-0.05690073174470759,935496978592616.1,-2767.4134324474417,50662.995020711445,47895.581588264,0.0
0.009152926438132473,0.14865525439500685,0.04567477937058313,929116666766600.0,-2761.458895916787,110.46390314626936,-2650.9949927705175,0.0
0.2380406522638024,0.028733558954389553,-0.17638916806135,905110690030659.0,-2718.4601235827085,5.797900915848744,-2712.6622226668596,0.0
1.3806889245740654e-06,0.08265573734541332,-0.09349557895678284,988894478186854.8,-2663.09340970198,724276.886199503,721613.792789801,0.0
2.2973739127127575e-06,0.032603769797808727,-0.08013711417452796,940494347164684.8,-2653.1388415378533,435279.9752161864,432626.8363746485,0.0
0.0018276073546766916,-0.09904782945060255,0.062409471590099935,926181347322892.0,-2635.687344242763,547.8487505917136,-2087.8385936510495,0.0
0.00013859813901137918,0.0999469313718034,0.053686987916215415,966524041441115.8,-2630.9153470696424,7215.7476766322225,4584.83232956258,0.0
0.0006559423947109771,-0.10534963309008814,-0.011389542661512118,893196611014325.5,-2587.9100589074897,1525.085530191843,-1062.8245287156467,0.0
0.000318528203682008,0.054458132362270234,-0.011104381607991199,904990020369256.5,-2567.9439508825353,3139.593872846808,571.6499219642728,0.0
0.00017327499854055724,-0.10943771434903672,0.09031262241463846,918988999428618.4,-2547.593464273328,5772.17968867371,3224.586224400382,0.0
0.0077928736771816585,-0.11380669418446192,-0.08162562639477859,875002779041969.1,-2537.1547837700637,129.3031028411133,-2407.8516809289504,0.0
0.0023560228122349036,-0.19443565391211642,-0.05913965861288562,899127707097422.2,-2524.8653715871333,426.50924372634597,-2098.356127860787,0.0
