galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_effective_radius,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,log_likelihood,log_prior,log_posterior,weights
-0.4509700347733693,0.003102485703560312,0.1802594635036654,0.33820087455842324,1.3864643714369709,0.0006849250378071298,2.1358513884225307,19298.468329831736,50781606204827.67,862920.4498387374,25.253396342956485,-1.8352062156524898,-0.3636137877661141,-1.0281513258144411e+17,1462.7205719044239,-1.0281513258144266e+17,0.0
-0.007117642157971634,-0.5426368435007727,0.36239073513924697,0.3172395497299079,14196.393212942896,0.00018158117800464842,0.9507690365329986,0.36714367018597693,877482508583982.4,396190.9666829574,16.954812916512434,-0.8813890666352204,-0.6218463229804732,-2.349751465006623e+16,5512.886357739354,-2.349751465006072e+16,0.0
0.3048580326887015,-0.0896139922996109,-0.47178136416824706,-0.1969396173978063,10.893430173280398,0.002099482494440561,1.7917127565924504,1439.753843372185,236551746113080.84,353256.7452923591,0.7394746828153789,0.14993566048469464,-0.4101685545381981,-1692776428638451.5,479.7656158120108,-1692776428637971.8,0.0
-0.348851934011352,-0.07657053633351578,0.10605972801696065,-0.12017520161508832,8.901105327862906e-05,0.03537493556355326,7.484173751271184,54.913373133775494,355581006624999.9,214217.82259792657,0.8741777311982225,-0.5912578524974599,-0.6806825147388946,-619476909900016.2,11264.841936722687,-619476909888751.4,0.0
-0.050531806351893666,0.00012320526803285252,0.08320721758551666,-0.06231770670098721,0.0007202023474629436,0.00017480292620403092,0.7840308599513839,0.20173234242987836,130558044818986.53,125131.0064801691,6.012676294918745,-2.2305183636457615,-2.1761970718789607,-519776347964704.8,7114.4243108990095,-519776347957590.4,0.0
-0.21495191520200344,-0.289369585908313,0.13728787983682395,0.27868168794469034,32666.05767470435,5.941064726678466,1.7098202712330284,4.228472506624899e-06,207082267.07179433,10607.431613245664,0.001353703158490304,-2.7844395152785624,1.392027467588509,-170876412947958.72,237232.15980186232,-170876412710726.56,0.0
0.12446841044140769,-0.4675814070414787,0.015070130634717427,0.0636862399002809,2.236634343650694,0.006842248127458152,3.838881776868716,1475.219099067238,520913989.9628073,89289.2192659233,3.0148291187563006,2.6730007232362993,-2.2812014953591917,-52068635110918.266,148.25476547331596,-52068635110770.01,0.0
0.5021218140183829,-0.13110451815148602,-0.09171049579192123,-0.29616277205285735,322.08640945663694,28.600983081659,6.701810818218392,1.2409462961891775e-05,45755293367.64167,0.0029659976399402633,0.08466932708033571,0.19754418736536206,0.10165764462353177,-13217595888836.844,80934.69812105391,-13217595807902.146,0.0
-0.4328101531193992,-0.1803461669260321,-0.28111185484438256,0.1267467158591476,0.04800200929655366,1.3455104746794917,4.35675351490451,1.4967955771565358,7366290227533.834,590825.2553283395,0.36090583445312624,2.6847401295456157,-0.24958267598787964,-10474414372852.701,26.764230489519896,-10474414372825.938,0.0
-0.447179180942404,-0.10290482772544131,0.22089802419650792,0.017622437183177384,87325.47797424438,0.32279210416160903,7.671510900669755,5.501383518773282e-06,32197979055958.53,0.00134733329129278,24.042245204232543,-1.0138567410542034,0.3052107243228708,-3884034963719.8784,182519.24617189835,-3884034781200.6323,0.0
-0.15932872091701789,-0.044980066671391775,0.3008994218453159,-0.08383570099088662,2.3296568052901445e-05,0.003459460971675429,7.604783182955776,3975.0907890250824,196673015395668.03,9055.715741037358,4.3908715265549,-1.8619541879058825,1.3122567170327741,-2833747641894.53,43214.76229368926,-2833747598679.7676,0.0
-0.2423186426604607,-0.3276619951160952,0.35692835437965914,0.37471374600496543,2.488494763323515e-06,0.017701165019479062,2.978272791610808,0.0948889647259267,171257318126705.2,6873.568078117412,4.310988330452826,1.4216322162807895,0.47407147368394487,-2352336793689.623,401919.02344125125,-2352336391770.5996,0.0
0.21321598537331446,-0.023703787375613482,-0.5120352731835589,-0.14741271023797428,999.3854278039895,22.893939919396498,2.4227854582885535,2.2978300609081968e-05,16317160922.308489,7438.819028239629,0.08519271593382072,0.32804080461942764,-2.729610174484195,-2155213305855.7966,43532.93512038412,-2155213262322.8616,0.0
