galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_dark_mass_at_200,galaxies_lens_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
-0.05398895548851694,-0.16677393411701916,0.318838098844463,5.16938318896395,0.23851229562734622,0.12885415500605052,0.021155072979381816,-2.783503511147253,0.0007917075975478148,369604364610999.2,1394.6015956661975,-1e+300,1274.0370653041514,-1e+300,0.0
0.09059456083403042,0.29530655179653853,0.3961853712075331,3.0355318744082624,0.08002855089126615,0.07450108357231108,0.09234235555674451,-0.258943975828859,0.0019840037862652376,373934235078266.6,929.218007503361,-1e+300,509.08960139091096,-1e+300,0.0
0.025195831449913136,-0.45810546219771375,0.13863298944867636,2.6440030102721175,0.02222826064471739,-0.01649956397564814,-0.05798505245183033,-0.26235810887362754,0.008988922280165896,368092997991545.3,2652.6923921915204,-1e+300,121.05895351586861,-1e+300,0.0
-0.27198327224196317,0.025480241442094508,0.2554471118699435,0.9176702756252935,-0.003721848530611249,0.0063331381019402794,-0.01205472055484709,-0.8114511061754461,0.048490569294253695,871712276321378.8,6102.488018692039,-1e+300,28.09968029292822,-1e+300,0.0
-0.35320296050187544,0.20906562793746494,0.3328877268066508,2.061386234892538,0.15492411315613047,-0.008620646147096045,0.0616269365423432,-1.147420659685122,0.029601116557714916,177872528317903.12,939.0457641665822,-1e+300,37.48046982232542,-1e+300,0.0
-0.030624720551254994,0.246386163520297,0.20311663613483394,3.6762428272178767,0.13524776755295703,0.019280423224027905,0.06427367998979754,-0.07909102520805678,2.688208201876124e-05,577130705511666.9,1516.8588106670288,-1e+300,37201.16207144836,-1e+300,0.0
-0.009324238867707557,0.2951604233465828,0.3377249385930158,3.8341974322291144,0.16291117390415494,-0.0031185320183383866,0.11936963031721254,-1.4385228338017368,0.0001451185953661848,322597324678697.06,279.42662407310064,-1e+300,6895.6754239312395,-1e+300,0.0
-0.003623026392018641,0.030689719682081965,0.29097921763726364,4.7202672765370375,0.16500693729696747,-0.05994810631686414,0.1453973778428291,-0.09876835513531113,0.0004224572488094439,584489048157984.5,1894.957073573067,-1e+300,2371.3729913851594,-1e+300,0.0
0.006332838229066412,-0.29471424289637593,0.27955517953715314,1.4876568042342018,0.037860641870830214,-0.0879018067954354,-0.0034142459311711226,-0.6354975036008725,0.005510724656250114,302797611357732.94,4573.070682954167,-1e+300,190.22849767953966,-1e+300,0.0
-0.4695465137054815,0.07568177611432664,0.11315974858768046,1.09681032205145,0.5429152725211963,-0.038745854449384096,0.04321499759942016,-0.6877336409648842,0.001221596696300267,369729776801612.75,1758.7488250045558,-1e+300,827.5175627722621,-1e+300,0.0
-0.10892226321234262,0.13687781474134358,0.4305143514220957,4.130345364432695,0.29816179220671074,0.018412217008899577,-0.019478082989866127,-0.33276516319681115,0.0010243567833173517,334926397178446.9,3460.269008903819,-1e+300,981.2053549035553,-1e+300,0.0
-0.3177664995704267,0.1508180916926647,0.10472726351475939,3.557531010115044,0.052481746315720224,-0.02307758333183514,0.0827696059865713,-0.016403280409881704,0.007041684169855018,331988515843487.2,3608.627090964572,-1e+300,145.6866397803979,-1e+300,0.0
0.0069851352933893995,0.01572172597137892,0.186613909591238,4.189060447435006,0.16384408182139823,0.039173253782480516,0.12754798104653559,-0.6150878663697894,0.0019674177835691626,260924808859522.94,2444.665268819287,-1e+300,511.47939408486644,-1e+300,0.0
0.010111558579740276,0.5408442120982749,0.19854662666881215,1.8424263513214725,0.1752876121891327,0.00398155844307073,0.0657143114888089,-0.1785301140282134,0.08129381793933531,164996459365388.28,215.72826546154516,-1e+300,16.5026773715012,-1e+300,0.0
-0.5054564208560112,0.008623819908645282,0.30301228361541943,3.518489346899547,0.08620216985294171,0.027810707642242548,0.08009571577384758,-1.0901754560973602,6.957861428414358e-05,897563210254671.5,825.2058016556141,-1e+300,14376.965947888828,-1e+300,0.0
-0.5706568471636472,0.2859595379252072,0.1686543094542835,3.2022279088115173,0.17139892854518682,0.005574441612623401,0.06266683821135018,-0.4052952623702222,0.0037440384911142516,952922659792219.6,5215.239618531897,-1e+300,272.3578065092263,-1e+300,0.0
-0.054783854441096,0.15011996565529906,0.4285242541895919,2.2333736402005666,0.11437323093497212,-0.06550192117517929,0.1296502801359053,-0.9771158496804149,2.0247511271729463e-05,537617713992526.75,1184.3808090026878,-1e+300,49394.929737631486,-1e+300,0.0
-0.40893576675572574,-0.027406158690741825,0.2084888474362479,3.4000454221706518,0.20128027853098407,0.0599119225932515,0.04499536137487102,-0.2826098388649152,0.008163767832238262,415308765205088.75,1043.7922712216405,-1e+300,124.9423781185019,-1e+300,0.0
-0.374854469392486,0.3470947885819188,0.404114175265868,3.1983887424356454,0.2178884750413456,0.004716519835586792,0.09029929938092995,-0.17145295385000026,2.373711455674224e-05,342447807062961.0,287.75194904272445,-1e+300,42131.89643373503,-1e+300,0.0
0.17951425759528286,-0.11308948101216892,0.6058857759602023,2.7300200286004483,0.2175741901947303,-0.06008889124673022,0.09187249040848888,-0.42532484100746304,1.1682687387547582e-06,855896901373227.1,1794.8518515941118,-1e+300,855977.0270363684,-1e+300,0.0
-0.4086342166901318,0.09162103202431633,0.09621150773968207,3.9755005306393425,0.3227177926248922,0.017950512135503922,0.10374358204350181,-0.33176895281188523,1.3381008582457684e-06,352339267105556.6,198.12303338557268,-1e+300,747331.2039832482,-1e+300,0.0
-0.10986308724057615,-0.008237277937910015,0.27053832734867983,0.6788027100468588,0.3134287735422647,-0.009322312569800003,0.057544161217936915,-0.01558839579623661,0.038111829013541515,484287331013000.94,2508.083924943756,-1e+300,28.827717112334337,-1e+300,0.0
-0.125232564574766,-0.005550411032044428,0.22106570370361497,3.594912969635927,0.19928455509607712,0.015865257549205456,0.03862414854700686,-0.22832991119660018,0.009412668522402919,406321399159529.25,1981.4271405234756,-1e+300,107.40445616861648,-1e+300,0.0
-0.2898414251746356,-0.008543375498144753,0.15554296152291308,3.588435804540308,0.1618456333062782,-0.01666767838697425,0.06354194597717859,-0.09688383130233036,3.558790595428697e-05,897749009602811.6,1768.1762308937332,-1e+300,28101.057724336097,-1e+300,0.0
-0.3068576483160565,0.42495898214059635,0.10709812757544543,1.4948038725296175,0.43013433898439607,0.061059698405175895,0.06377266602034075,-0.032025369630912515,0.04374636064602831,441162498392190.94,2706.558699463413,-1e+300,29.085327824676003,-1e+300,0.0
