galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_intensity,galaxies_lens_mass_einstein_radius,log_likelihood,log_prior,log_posterior,weights
-0.23452891174586163,0.29149370001236585,6.723594163233596,-0.0379143572120429,-0.0655648774711684,11.468621457973684,0.3171971804454713,1.3821835336454764,-1510033.9681670966,7.016645580637415,-1510026.951521516,0.0
-0.3452515686678006,-0.21843696692677167,7.616206309969014,0.039467900877804454,-0.16533391510984904,10.211437402175022,0.18127371968525033,1.0895389866510619,-431122.46971268504,10.331276220931805,-431112.1384364641,0.0
0.12037338161625542,-0.3566525512155214,5.184317992213287,-0.1207622096403956,-0.14079699570736817,9.35688173392953,0.250682709426173,0.6275174018433163,-226436.9315227393,5.598831796001827,-226431.3326909433,0.0
-0.2700199327800653,-0.10711417260309883,5.819801965584299,-0.12426115134007737,-0.06891676348755567,9.041061906289066,0.17968616038143195,0.9473597053312092,-133799.43345711648,2.7204236302428733,-133796.71303348624,0.0
-0.3029581220514138,0.21190553664259057,5.8946630337191905,-0.0581908332555745,-0.05751772548729821,8.126539507957016,0.1879191373346885,0.7360551841439307,-118182.23247796603,3.384885999916934,-118178.84759196611,0.0
0.23612205571925296,-0.10883812427973302,6.1529049216518175,-0.11818975548825894,-0.23693515711942795,7.489381704677837,0.19728191156435415,1.1879019355299707,-116020.13406003891,7.253328526384375,-116012.88073151253,0.0
0.08447339464041145,-0.14418868466755821,4.801369162774522,-0.038658521398575355,-0.1323050400188644,7.913616428965785,0.24739957303872637,1.134762510145071,-111900.46279267909,2.9082909790595517,-111897.55450170003,0.0
0.1694821959145981,0.37574047752459055,5.943638413728151,-0.011091614914301648,-0.10094089156973753,4.9614503660916975,0.34778365769806796,1.119003414576632,-107534.63008026003,6.373876445810411,-107528.25620381422,0.0
0.180235520540011,0.38080009694363187,5.164752177332081,-0.07525982536517767,-0.0804947894304637,8.540293105358796,0.20418190992563845,0.4041575423142899,-99166.55603921314,4.613241107359148,-99161.94279810578,0.0
0.1462514342858277,-0.08179796432635478,4.425392231058528,-0.08241085831279249,-0.013602896354561259,9.58181254022308,0.21290651300946684,1.259364040578773,-96007.64496603476,2.647560785604543,-96004.99740524916,0.0
-0.1306741599712789,0.1873587133472611,8.470280204139996,-0.13735205133359613,-0.07943529104467645,4.281182511923118,0.2374963753266598,1.100478488361895,-75815.16758861112,5.317711146987111,-75809.84987746413,0.0
0.40046702988766747,-0.024066450364239003,6.054126252049107,-0.04883092745581497,-0.07570948461839258,3.8126757252667427,0.36650680319927365,1.0024117436675128,-57470.31038411919,6.185068640875214,-57464.12531547832,0.0
-0.20169224039844938,-0.2192437986309308,4.787308553622062,0.021829485357068037,-0.11207445445112574,8.21168229142341,0.18700082306114169,1.7366790779132086,-56526.99545049685,7.452671498521259,-56519.54277899833,0.0
-0.0002968556056700822,0.22618769105308711,4.570535368126735,-0.14641638217059333,-0.16296975304064606,8.73265724339765,0.16127794093845021,1.0697358024765828,-40936.865924962156,2.9321690176543127,-40933.933755944505,0.0
0.3359982405543551,-0.017339796921445896,3.8951048821778764,-0.09150187472054064,-0.10098351267590519,9.029506993379886,-0.07764833570963756,0.7228991599427697,-40728.490158059816,3.869153715013138,-40724.6210043448,0.0
0.1055262110670843,-0.18189777682096875,7.073881672229022,-0.03747500886693939,-0.06750850752721621,8.939652275013525,0.08927789356111268,0.6263485064672818,-40140.79790737453,3.855683677933687,-40136.9422236966,0.0
0.22015453100071253,0.1241574421310178,4.760662201262209,-0.09274574028271834,-0.059192243970205324,4.8789850990580055,-0.1152724302151758,1.1216679956516014,-39588.717630991814,2.987395068271331,-39585.73023592354,0.0
0.47681513040071843,0.08627325212447727,4.22316445044494,-0.13732879302106982,-0.08745749816405768,9.633961005860364,0.16378962671885017,1.1254736743099019,-38027.27422140629,3.7641278514328875,-38023.510093554854,0.0
-0.16053757296922194,0.07005831839402835,5.94276684662529,0.0003909794765931396,-0.0842241008943398,11.899234892484206,0.0753532293257862,0.8519849176917509,-31130.111398796424,3.6242960383437723,-31126.48710275808,0.0
-0.1475956853658157,0.2867802039714669,8.24795758242882,-0.050546795150982274,-0.07423759912767562,4.706582496579805,0.1385805208468301,0.9298652723106569,-26002.340025151763,4.449875201380857,-25997.89014995038,0.0
0.05253259236257091,0.005461100479709678,5.069669541552859,0.005902885724164503,-0.1260756359638447,10.82265949426776,-0.026106280672148763,0.8408864004776887,-24201.745783298622,3.9943947559170474,-24197.751388542703,0.0
0.1038581539518899,0.24677309850167198,5.193017927934928,-0.1059647854310415,-0.09268970224130951,7.125963084670569,0.14162501761695692,1.065512942284746,-19814.63457712071,0.9118772392670136,-19813.72269988144,0.0
0.20267811108008704,0.3138466968902213,4.436003322629863,-0.0783521527476772,-0.03159934224163152,6.215407177079123,-0.04251644017948733,0.6058496698422706,-18869.752549861958,3.7271306034684653,-18866.02541925849,0.0
-0.34261374835184033,0.14281037578372913,3.6240700456658357,-0.10363841641922124,-0.03727652682330431,4.301118065399547,-0.0744782092511834,0.9236693000793263,-17976.78939933792,4.019981603321077,-17972.7694177346,0.0
0.14969833666457022,0.11202692053935263,4.995745271721363,-0.052452037992439936,-0.05048960394352464,6.080741524424091,0.1453689606457931,0.8203662881866493,-16013.289058672835,1.0615355776310273,-16012.227523095204,0.0
-0.2560665936184793,-0.11984004681377047,4.650300283473292,-0.011611698563179937,-0.127484995497265,16.15650855615771,0.06040675366096614,1.2137695737602998,-14430.61180534479,5.851534940081236,-14424.76027040471,0.0
