galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_mass_intensity,galaxies_lens_mass_effective_radius,galaxies_lens_mass_sersic_index,galaxies_lens_mass_mass_to_light_ratio,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
-0.02056330757421861,-0.06002780347515892,0.4579495437792469,-0.10664079239355552,0.016310236344128624,0.10669474701794332,5.260816196913026,1716.8648143772318,672700.7191725922,1.8110486271862385,-2.418619040952884,3.5365945761376167,-3559746199661631.0,72.11389398632602,-3559746199661559.0,0.0
0.16635790010361182,-0.20660145996085222,-0.05019557362220268,0.2656984494685843,0.035459778306543475,0.015782030183039808,3.463659311732542,46600.05506355735,359913.8895328121,2.326944173369597,0.24061191869459453,4.544778376827044,-2741175695721188.0,95.48834590291938,-2741175695721092.5,0.0
0.09046624231967137,-0.019627304580552254,0.059733804395300245,-0.15256720090565215,4.469357982156857e-05,12.58875006316063,1.4118438081310534,3011.862942915601,708345.6368781233,-2.1727566776995557,2.0655845331093072,3.352598606020633,-2622926106892002.5,22375.235648843918,-2622926106869627.5,0.0
-0.09692006565132333,-0.0021045193707300352,0.2342075411447346,0.19739984265159505,0.1686889588018965,0.2809765284087522,1.7609119088422451,32.201072226428884,354735.3771941012,-0.43650010221333035,1.7265155592419532,2.358979364678684,-1240824830544595.8,10.509261995410986,-1240824830544585.2,0.0
0.19491727941346335,-0.003319777799020191,0.3073279218555874,-0.2193144278577469,3.9619084594477583,0.09366778844390189,3.8612706823672025,9.511890665615757,826263.3683883058,-1.2500610839646153,-2.3992921142840347,1.8891321391732356,-1157205605525169.0,13.725693840372886,-1157205605525155.2,0.0
0.03716529216652441,-0.11188342674152083,-0.12698554406187865,-0.3908652635658613,0.025350294189943032,0.11131474562571178,0.8155004470516293,1663.8191872163486,222258.77546016296,-1.1185318747852813,2.052266196570872,2.8309376624722695,-382240762473401.94,50.06471206805426,-382240762473351.9,0.0
0.0934324220529611,0.07963303087346577,-0.19636070322281393,-0.5400381981842933,0.0024545505024140307,1.5947023312910167,6.7429071439312,70.09014178408205,181496.3623003058,0.6680556696845716,0.7849093740185489,1.3065560891423322,-285146806059037.5,410.63590821633437,-285146806058626.9,0.0
-0.08208185047849348,-0.09457196981583149,0.005595444087860533,-0.011070281403763345,7.050543984274422e-05,0.08623771330267126,7.315603376817788,448898.4845737554,120370.58127856531,-1.710088399796567,-0.6417572805594913,1.9174735134121057,-92159263224566.7,14195.68355133236,-92159263210371.02,0.0
0.03881179114893791,0.1289010308806409,-0.17490308673622446,-0.2845702836453132,0.015238790206472704,2.800062659326146,0.7884939817545462,22.116386225091667,125738.1567710064,2.493555770146795,2.9668977396622545,4.276039297512638,-90597407475486.9,67.55029761977273,-90597407475419.36,0.0
-0.16394094635575554,0.018593501593871378,0.2102514238383001,0.08557306073616226,0.0556057312463691,22.45118215021174,6.542268992518816,0.13131363025147005,63794.375394489354,-2.442220381107087,-0.4750932856953458,4.657655388228088,-80088172251730.77,27.291056739242496,-80088172251703.47,0.0
-0.22524628971410562,0.04744589350181739,0.572939069013176,-0.3900207541368978,3.353215685928545,2.9538336055785543,0.61271920468435,0.16837913001281293,535587.9304069411,-2.458898501439294,1.7642979823392526,1.4963263315532234,-67293499966646.625,11.893846696619095,-67293499966634.734,0.0
0.2208850553799148,0.026488087218577195,0.20867793338026536,-0.48289376233756653,0.0002713768176228558,1.298262621446638,2.711337418337272,1317.6751266192434,51111.03696946387,-0.36060259581521237,2.1583233215721673,4.359537572587163,-52066906797695.02,3689.696170551737,-52066906794005.33,0.0
-0.08385684872565877,-0.055511860470114485,0.09092565185509353,0.15071247650321584,0.2874170865440263,11.884094550345527,5.634853284125386,0.06047904157977698,93223.41800932203,0.8020919966825115,-2.3947804768767393,2.092348519781195,-21986641366173.24,20.77587221693522,-21986641366152.46,0.0
0.059059079842933924,-0.10273439461643417,0.10359573819322408,-0.03628811960563945,0.7332520119603959,0.013896468052571876,4.933122556623714,1666.837368190332,155539.7613436886,-1.9616597191746292,-2.098504276489817,1.5422936384958446,-15275028896522.332,74.09417990646544,-15275028896448.238,0.0
0.13228405340057428,0.04327450154924337,0.15394606909377423,0.33419649960667264,0.08562316993805721,1.035562230161246,0.8650981975590364,9.250549323802078,273841.21354936296,0.720595149403243,1.7360694174222981,0.6093385718341815,-12828595578054.967,14.47358204099748,-12828595578040.494,0.0
0.12609553078078023,-0.017070562974675966,-0.00046523575389034434,-0.5705146537879846,6.541334075012448e-05,0.5469596632139636,7.48052662712331,18330.699088186993,13790.00694646505,0.13734740725255623,-0.6930344564690096,4.614269188066924,-10430743872079.18,15291.847698395066,-10430743856787.332,0.0
0.10977484841185851,-0.05883910317741128,0.7437776454532564,-0.5001071841408445,1.6543557648890287e-06,0.9969642248355859,4.795476572615218,378236.9187911402,32448.38926744367,-0.40948242369192744,-2.7802871389065946,2.933671827645814,-5968156838036.975,604471.1463958457,-5968156233565.828,0.0
0.04201779842292832,-0.15359722989377633,0.4257033641865873,-0.2760308172488151,0.016012098271122936,0.34377168961188315,3.6171299105660477,258.3198500537684,42552.307053866636,2.957580258638405,-1.04548979484056,2.6299857034799556,-5261918592775.143,68.06355001666913,-5261918592707.079,0.0
-0.1353460471033202,-0.09448715847415638,0.25052157604146663,-0.06463932695871108,0.006967818709957658,0.03552760174105133,2.7571511294153095,36123.13383996327,14030.548887500365,-0.2628743988940019,-2.0844454463790303,4.31371439617743,-4611291814650.682,173.3983692208718,-4611291814477.283,0.0
0.04683264371243721,-0.18096108768218372,0.36065855939088465,-0.035662852751554265,0.015125532449273319,0.04153070872303729,4.505507771755689,11042.54224419738,133002.05603821986,-2.8212199127499957,-0.31098171775662653,1.1217042156942747,-2197011139049.3345,92.66875430155095,-2197011138956.6658,0.0
-0.06598298158787548,0.1250241289677167,0.21000001340450303,-0.15089245103002277,0.9712879727519095,0.05475601323670828,6.682998933697852,67.68956239544501,184975.32316961538,-2.8105309207444207,2.8596861740088606,1.3587788587961425,-620484229139.36,20.677905079084095,-620484229118.6821,0.0
-0.22519608174699038,-0.174104451986958,0.22114348155023014,0.22252494569247344,0.1545166874859594,0.029106499128381598,5.358047016239115,1622.1387984120215,9686.423124791707,-1.331736053145876,0.24658186557914652,1.3217171148945335,-511652517307.6621,45.42717014527834,-511652517262.2349,0.0
0.14410031735690748,-0.002700900702248515,0.0928037402450072,-0.37307783392635685,0.3632289665037453,3.8992318523915634,1.6734558747604409,0.4950579575915698,258044.56244091043,2.496686148836189,1.889964036637748,0.9535611981983444,-468212563606.5759,6.889233280805621,-468212563599.6867,0.0
-0.10241314421260704,-0.042835862349577675,0.6227029258031034,0.21577305264813237,9.433887342169413,0.581703299272029,7.6344495700437545,0.09288423708982194,5297.917756243999,-1.5350557145379333,-2.2591692876709635,4.525365665975522,-457372590921.1849,15.620408505033447,-457372590905.56445,0.0
