galaxies_lens_mass_intensity,galaxies_lens_mass_effective_radius,galaxies_lens_mass_sersic_index,galaxies_lens_mass_mass_to_light_ratio,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
7.959572144438565e-05,0.08528635743370026,1.433892437428564,655082.4609980688,786362.8045663122,2.131851810856978,1.0620119393903202,4.191183742745701,-1.640588205294054e+17,12575.21457419259,-1.6405882052939283e+17,0.0
0.9078910102925849,2.120643812919221,0.7153329854307493,0.485992316359848,574274.8072318641,0.7561952317151635,1.7101049285613454,4.5047439248601195,-1.3347021074404075e+17,3.6306561466358045,-1.3347021074404075e+17,0.0
0.8599877267847084,0.05462856347009246,2.1309477597197386,118.83556374210518,602160.2611235798,-2.4915665869755754,-0.30521672785377163,3.752762793740432,-6.459349405710378e+16,19.47666593966098,-6.459349405710376e+16,0.0
0.043032438106649785,4.629066757662513,4.946296324505563,0.9479209476844569,390576.5737982614,-1.1123599489533769,0.26551561351982667,2.9244506510550172,-5.760479314375232e+16,24.509252698675397,-5.7604793143752296e+16,0.0
9.57309459221346e-06,11.22120381705614,3.1353218486262358,3894.0441051458597,558665.667339583,-2.518780473477726,2.029637793133505,4.82107394534962,-5.166325370773154e+16,104459.51891192645,-5.166325370762708e+16,0.0
3.586092257541641e-06,6.688310232587779,0.740196688761942,136214.70245467513,636003.6146282334,1.5681928200133548,0.14795115688907678,1.596736198986752,-4.691700030329547e+16,278855.2174311949,-4.6917000303016616e+16,0.0
1.3176496447200372,0.0024687103836225806,1.805216248322271,42117.73870297335,428728.918038257,-1.3302701059851525,0.6991094319015487,1.7346244015702494,-1.938489854283014e+16,405.8287445084487,-1.9384898542829736e+16,0.0
0.31892639971045517,17.851366720789127,3.6700000289669976,0.0584160711694096,311853.6602860121,-0.9602716056622107,-2.84705374078261,3.365941715098539,-8172983172517095.0,20.310117786359523,-8172983172517075.0,0.0
2.3941812351204137e-05,0.6466570780790509,4.116539584413999,31521.21151242741,192792.06148732966,2.199539522752678,-0.5942011493777395,2.6198265527304865,-4733739297184997.0,41769.47885917153,-4733739297143228.0,0.0
6.365361538078898e-06,3.35566082846479,4.674546865594143,11352.365442725108,364905.78478956217,-2.6939740168558135,2.0164315325532085,2.6306426325889207,-3249678869969917.5,157100.56553716114,-3249678869812817.0,0.0
5.221210114940334,26.957624136426965,2.234212891436029,0.009938875333927785,90655.81075104198,1.4053306492005442,1.7644852527000214,3.8622154880592827,-2073174224747946.8,100.84363863245123,-2073174224747846.0,0.0
1.0923843138361376e-06,16.091676053575206,4.279365569841531,12399.467657290668,81086.70670889069,1.9428114439881154,-1.7519882321361215,4.497835347975003,-1698951226950752.0,915428.8058887583,-1698951226035323.2,0.0
2.801255816903471e-05,28.53549826472975,0.6709696674178468,12376.26068611429,92145.67230809024,-2.9989298907513344,1.4002689418000118,4.6343540261832015,-1213075855795007.8,35698.309958241254,-1213075855759309.5,0.0
0.2978206841626663,10.681697299375921,5.310819780607064,0.055180692025168086,38847.76322160375,0.06268182049471394,-0.58775514100709,3.7389543247598085,-1177635965378073.2,21.573649846920592,-1177635965378051.8,0.0
2.0074174134839784,0.6478194732737794,5.956822446496122,0.3578043616888417,223725.68613452406,-1.4138980991843213,2.5200022032903497,2.001785693101148,-899384406907383.2,4.836620280923798,-899384406907378.4,0.0
0.006273010163881179,1.429414420729564,7.166793366490162,28.47350229119506,87427.43903710539,0.5838669393539462,0.029444131842485177,0.9092093203833457,-813621137571066.0,160.14781953681253,-813621137570905.9,0.0
5.100048445463475e-05,3.798964570633242,6.335638873443411,895.674478094445,28158.42294834158,-0.5069071875708877,0.2771956373090685,3.968831828801144,-570477964737887.8,19607.92126356614,-570477964718279.9,0.0
0.005369114423398864,1.2381159428062618,3.6758453789550374,57.36104004104614,50036.547273078555,-0.652001570579817,1.7013171942726713,2.922317073741756,-510308607231294.9,187.07558642005904,-510308607231107.8,0.0
2.2715068008554287,0.0010025493742799455,1.5862789806257678,163578.5137444064,101546.93115001211,-1.9398824700172828,0.3011339298566198,1.5013950444471236,-398090293960687.2,997.8973608734799,-398090293959689.3,0.0
3.3288983540569496e-06,1.7169426868781523,0.580023943431467,204474.16455023014,35040.915187599756,-2.19556019413815,-0.16138479013911589,3.668915316083833,-250979737950777.9,300400.26237055764,-250979737650377.66,0.0
0.7631859617824075,0.3081287642542003,2.2786421150867926,4.7369338285020515,49476.08948286915,1.893697380245455,-2.3045795202439336,2.9799192118314783,-199915121255838.75,4.766820330817896,-199915121255833.97,0.0
4.718900484707982e-05,0.5784120541317073,2.7604274800195188,24289.90413593171,20860.32681583807,0.452490888079911,1.3390392646550122,3.6610601320075786,-180671948061533.4,21193.106130589,-180671948040340.3,0.0
0.00011805008600306933,1.1080201684389641,6.757336229607595,2298.021393666904,34408.63297812519,1.015725595942599,-0.8778361535061832,1.3560607701488103,-124277683986797.61,8471.883673466642,-124277683978325.72,0.0
0.012487150767825294,0.18556673725082273,0.6093703257963738,1677.6313304200585,12979.70955154913,-0.26997004037790306,0.8342173761678362,4.904729061149016,-113651623165558.02,85.47188964591675,-113651623165472.55,0.0
4.294324545409793e-05,0.8221246098870648,2.638507661422404,15347.192000764622,144311.1003971815,-1.7488261786907358,1.3474276637952212,1.0398965507868656,-112494086772016.7,23287.765677545332,-112494086748728.94,0.0
0.49392727797336106,22.36591786873687,1.938648365753471,0.12800614271717595,30619.666535510885,-0.7566831637540106,-2.0719015231683504,2.8785930846410124,-111978245461835.66,9.881458179830393,-111978245461825.78,0.0
0.3122764113762956,2.2188412224603655,7.04446264103389,0.3457275422339765,27423.286775731674,-2.1620500362186412,0.7586896021126774,3.1090067514064756,-102859945378051.98,6.545464419428699,-102859945378045.44,0.0
1.3562093093694843,0.3686012881460664,4.290103366133348,1.4950154121744275,26221.05477779086,0.9300818624280605,-1.2680678331897781,1.6197891229084094,-76821022052799.7,4.119235379807761,-76821022052795.58,0.0
0.00016335938931130918,0.06500856517738367,6.380453670019067,289565.98721596674,15141.991850901772,0.6519619466087407,1.7424007418422018,3.9381793886638543,-74831798959648.08,6136.855101041923,-74831798953511.22,0.0
1.4337994629937013e-05,14.441423075197351,6.820116775305424,686.2569903284901,676521.1658667988,-0.9633878852108761,-1.2654998880158426,0.27399055847208376,-61351290957593.336,69744.83109823133,-61351290887848.51,0.0
0.07930261601459923,27.150653559230555,5.941186717255084,0.06354709791381992,63132.3797464346,-0.8425686986228689,0.7778885380053744,0.42942702579845615,-34915803936407.11,28.383131705048534,-34915803936378.727,0.0
0.3189692330471171,1.0782813149914385,2.743676799395948,1.1936481676948607,22855.824193038727,-2.2616730461227768,2.3157522847180907,3.2219415039477113,-31425673812214.38,4.900311935569101,-31425673812209.48,0.0
0.14525952534367004,19.63020546599784,2.6308696709572654,0.17903957065204057,6569.850285092323,0.05099866814305276,-0.12559511986558736,2.3018235839300694,-31214146569621.285,12.520681686344682,-31214146569608.766,0.0
0.00046977375518898404,1.251842359650261,5.421045355722443,589.0583509441344,8065.524286111974,1.432971690579845,0.17690206497055794,3.9191781842810203,-31061872022171.227,2129.484907572357,-31061872020041.742,0.0
0.3265093625435157,5.579329962338556,3.226537909378824,0.1487389878638135,8210.062052757237,-0.4158534901730917,0.14446897564446282,1.9753903909861692,-29320492518861.01,9.965240906237208,-29320492518851.047,0.0
8.859954349623218,0.0049350616467981195,5.468540785847522,991.5107769771378,41277.26564152357,-1.5926362341095293,0.06002419094904621,0.7717612801610502,-24291910314804.66,202.74561414924952,-24291910314601.914,0.0
0.29282943402479417,1.8978528517964053,1.0801423370790175,1.6443749847522118,33537.081461589725,0.7506677951261151,2.7619293331244386,2.171639762585097,-24106201909814.176,4.550032107403969,-24106201909809.625,0.0
0.0007563911745721226,0.4244047922168031,5.338304539418997,2093.036217758708,10213.086557613467,-1.0685050772936764,1.108264795573449,2.616764762700818,-22691982533760.316,1324.4240666342537,-22691982532435.89,0.0
3.827087087432315e-06,27.856140714146925,2.4816029069279573,8897.114805348005,104073.84026271908,-1.462586818955327,2.441615377827736,1.3246773619365237,-14489622784745.016,261295.37034533545,-14489622523449.645,0.0
0.0034184913653297305,0.020805961855499926,3.6132817782501108,182324.19039716086,250142.80925857075,1.1743772045753236,2.244703426249157,0.5153959687883369,-9139827192002.547,340.5898568937834,-9139827191661.957,0.0
0.04227436924138598,2.4266901477121885,4.65226238111485,2.4030357473376203,4935.526784786146,0.0323875162267,-2.3232159807280874,4.4536020060826935,-7440707044578.479,24.4834219950828,-7440707044553.995,0.0
