galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_effective_radius,galaxies_lens_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,log_likelihood,log_prior,log_posterior,weights
-0.40934439572384196,0.22569266730778736,17.43050614114804,8.947630701760886,0.0432243170886365,-0.05867170624489195,0.014749554735401097,8223296209206.175,681580.2656606218,15.620285065121509,0.18235162137865502,-0.2653407727682744,-1.7816595703797167,-5.481445181076749e+16,70.20729348025642,-5.4814451810767416e+16,0.0
-0.1280703387405998,-0.119244968527798,8.994377777011074,5.1851152936829505,0.023986588373779212,0.03397912575562348,0.04699092486599358,443965579105340.5,288344.77751577995,3.812905344702506,0.11258058223873903,-1.928281462726925,2.6596352739996902,-860797029393186.5,23.796735041837678,-860797029393162.8,0.0
-0.05371100625823491,-0.10803193711923031,0.7384435164945033,10.082431308182468,0.09947062364195222,-0.14385484968863055,5.7408537747202395,5380477006130.81,91816.33338748591,17.022282087306632,0.04824870649215175,2.3688825233513047,2.403013721189782,-769330375332976.6,5.671112539398353,-769330375332971.0,0.0
-0.4038079299536844,0.16081135720258083,0.34341127798636073,2.969154025915371,0.03201794465499504,0.0036168911931625247,38.50444532464269,697318282153313.6,99691.31826504259,1.984765294711929,0.03777508277973842,-0.6542768206164951,-0.4762827908886149,-432222845193015.8,2.2440234231777594,-432222845193013.56,0.0
-0.5668256803799694,0.28079111402414936,24.585989057749405,5.176775390942933,0.06251477580308717,0.006150814647653789,1.4569764040465914e-06,132031574925245.72,83408.04871836484,1.3456219499091193,-0.040383976680963246,1.3908817095157575,0.3061259674502912,-77561880895449.11,686358.2623484641,-77561880209090.84,0.0
-0.08691536484924059,0.0953643089810374,11.781774906978939,2.031012113790738,-0.004146290972226643,-0.10200895260959086,0.002820578953525561,64323187329587.59,87588.48715438289,0.9416107179572111,0.09753060643706375,1.60778699782428,-0.8753420994923067,-27466706303159.168,357.3322030303981,-27466706302801.836,0.0
-0.007721344082591564,0.3708110897546041,17.27961338250797,0.6199623020181741,-0.027057095377074104,-0.01816587975680012,0.13117980209449875,376965275989897.25,415269.12691241933,0.5488007262317457,0.09272875525802582,-1.3674467704546844,-1.739196229271289,-1335856843166.7505,13.114846318840224,-1335856843153.6357,0.0
-0.04484651492304853,0.22502052713307918,2.9101714994452696,2.3627954086993106,0.044221227412726695,-0.14753610817758023,0.0006909928425517496,42596898749646.72,2160.942561452945,26.98653290395629,0.3525651865792381,-2.2758173986858865,-1.6452834112833297,-583836131078.2839,1453.2998878929973,-583836129624.984,0.0
0.05973844214221266,0.09835762235127055,10.51070235661696,9.578840845600894,0.042588550939572575,0.013983704692923246,4.995261198497191e-06,156726469428264.38,47361.51336617129,0.07313896205060245,0.1426455285267128,-0.26521835036371844,0.7969238629737991,-18682570890.798573,200206.3950009092,-18682370684.403572,0.0
-0.16495543045263975,0.13828148697351478,9.936120283599298,6.0360217634398285,0.05678547602988485,-0.023190846227893764,4.298913251569954e-06,734183337244426.2,145.2586136263065,12.509466572963102,0.1815888533392787,-1.7045325134751956,-2.1026777909560237,-1855687334.827845,232617.6720352037,-1855454717.1558099,0.0
0.11784038726883989,-0.08278317282753864,1.8712840193433289,3.9969954929062497,0.0066947696872644465,-0.045138477738185655,1.0654316018994258e-05,65358345705512.625,77.37434827825533,16.50861413726836,0.12979259444720592,-0.24170127428379118,0.37323793878672884,-824696131.8592391,93860.82734611747,-824602271.031893,0.0
-0.16735127889515064,0.25344781425181984,15.899122778786666,3.712425659562108,-0.03239341117838166,0.005561534988991,0.059170727195222185,11393479064790.08,1253.460103631352,1.5732121816935754,0.16128130029489485,2.868350162816296,1.9537057294271705,-452245877.3976054,19.727806122022724,-452245857.66979927,0.0
-0.19344887074165532,0.25523218947838716,14.254750424191787,5.086186392131842,0.05935005933708559,-0.028465825491706714,3.0310427356732233e-05,46290662051151.26,2588.3603805557864,0.17312555492816747,0.13267325887947956,1.3514274006696505,0.44994524707049965,-412145889.8090042,32998.322662757244,-412112891.4863414,0.0
0.027011738559705206,0.2947723778276905,21.77256507732281,7.760592996653607,0.01653824016328106,-0.06903438280768726,3.81539525762612e-05,318198515407009.5,29.29029838192872,27.14846153262099,0.08096714656527226,-1.8293067320217924,-0.22265154683848465,-133657520.67553048,26211.752004135767,-133631308.92352635,0.0
-0.013160372832824618,0.08514794459931904,18.86209564874059,10.05317529676823,-0.001210391362331656,0.011101883498854527,0.00021873247935669628,820034853667616.2,29.85084297886706,14.198203597219091,0.12509636553843284,2.6366024774292995,-0.20032815620592936,-104603816.63335814,4575.248698944778,-104599241.38465919,0.0
0.01179870394712948,0.5534380164229278,22.683536218084832,8.13372818403731,0.18073331213855448,-0.024216029278198683,0.020582249905721956,502407837404782.56,126.30793558322607,2.019586485031733,0.14126396200417707,2.509675706609853,-1.9247730606983111,-32533621.250873692,57.503126627641855,-32533563.747747064,0.0
-0.1749328482290992,-0.022408129244932712,8.338111704273473,4.664404831917476,0.011806751400847998,-0.12498723352988125,0.00041662724049762456,999739414681147.2,186.26862883020104,1.4946293489030549,0.046581710205638775,-1.853019446821856,1.409813440714462,-31540514.912726622,2402.6614988304173,-31538112.251227792,0.0
-0.26293154445354594,0.094556912951754,29.21945999489604,9.830057576776353,0.08352170821331754,-0.17542693615070754,0.022253831531566286,416419586344.52014,199441.5842652533,0.052939817842322615,0.1846402521099147,0.5341107625922032,2.9682203082893404,-16514208.355758402,70.6805951822001,-16514137.67516322,0.0
0.11063667535313482,0.14515763076458793,25.614488013120372,2.4010530197271573,0.007569362786335455,-0.058594400964173635,0.14190468167571885,22067043507728.418,12.091375285107986,7.463170136914462,0.17577926874063154,-2.39521395835785,2.7680445922232453,-6109906.035220495,10.206608918737814,-6109895.828611577,0.0
-0.014392618862558326,-0.1166951193077446,25.634141670154378,10.195635056873726,0.06217042455939906,-0.09455492838573666,0.005227214980967493,28408013849125.13,0.03246575014937783,0.23598560084139125,0.10554321193760166,-0.29858573785173625,0.5434591115641929,-4125383.2978955903,230.6582478537696,-4125152.6396477367,0.0
-0.2681400245402705,0.00316039220308717,19.653966630679744,7.876116675158109,0.024739594399457446,-0.03820262843570598,0.004052475343688202,18185920770497.08,0.0033485935346722253,0.09174858082414994,0.20481479209594844,0.649048337283733,0.1137758392715269,-3821473.5876228316,558.0984968068204,-3820915.489126025,0.0
