galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_mass_intensity,galaxies_lens_mass_effective_radius,galaxies_lens_mass_sersic_index,galaxies_lens_mass_mass_to_light_ratio,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
-0.042201058101829385,-0.08763475229635785,-0.22196929678024083,0.052051709433855994,0.012482203608636019,0.04283525563866846,4.14165416940002,12457.377444271819,311999.70711005526,-0.11661814165310957,0.6052546711922813,4.972530153421517,-5432848925906392.0,104.22121390775689,-5432848925906288.0,0.0
-0.15025316165465294,0.016857586542981418,-0.12798465595232367,-0.22115522073754046,0.00024841294164878504,6.197648988067067,1.49255241856524,487.554628135037,817817.8452677109,1.0413372526922533,-0.7585678574124888,1.0689890724637414,-4210483474771500.5,4027.2242976623675,-4210483474767473.5,0.0
-0.1846597769984196,-0.06054597040141202,-0.14553079705254443,-0.4458330070058335,0.005455224959387678,0.9920557350439839,2.8262761072258433,116.9072096870789,550885.3924332327,0.3247171012241643,-1.7591503783909077,0.9961019318447095,-469473447978422.75,187.43723693797904,-469473447978235.3,0.0
-0.18683186336813973,-0.027086774775616926,0.45660588851737105,-0.4443280526413795,1.4636125443188377,0.0027040007303269515,3.9731650866235344,24804.224991195475,91262.81618285691,-1.6201456655094872,0.847692285527784,3.664374582153431,-181467610989730.38,374.54276031951616,-181467610989355.84,0.0
-0.01290731898011584,0.040865497580351934,0.16454812568198757,-0.3967456711205344,0.15564020315958163,4.297642856504196,6.441451585980723,0.23421681121274868,340428.60881545104,1.9384759684069328,-1.3322667578797753,1.3328040193326196,-168777349510945.5,12.044048247829657,-168777349510933.47,0.0
0.0013103621151979022,-0.008353548426440635,0.02900351101539337,0.1265885725458122,2.8036732009183287e-05,27.484351421002298,6.815308312993545,182.88853800186212,53726.99092658425,0.7635781439640734,-0.30830793170397897,2.1400287037590324,-91272676977230.98,35667.63418943086,-91272676941563.34,0.0
0.029142117374987665,-0.09438011966452566,-0.01868412871685666,-0.29955890579190836,4.796652283331857,0.041286803482231176,6.057678515479896,32.560806554975414,103595.21949490217,1.0335100156677113,2.2019487389104864,2.562229534062215,-67941091057550.2,25.448328145846837,-67941091057524.76,0.0
-0.11731161432844431,0.014572354722412263,-0.06674342026658318,0.05119221301423832,0.00018082161075720347,0.045348778913745356,4.388434927715058,589927.002783472,49366.98245238739,-2.0847695695633135,2.0309623617355523,2.602755686470686,-8986650481286.127,5553.101779384297,-8986650475733.025,0.0
0.13243276510125293,-0.013563961573801084,0.24593754913904042,-0.23258100670798124,8.525338603228286e-05,2.3512597787341565,4.875488383780642,1901.2326661377556,28598.44729203091,2.317892870114953,0.10791904325921742,2.653980086333509,-6812345175608.991,11731.687923692913,-6812345163877.304,0.0
-0.13023689931598115,-0.006012091725960039,-0.23940132796400546,-0.0785441918904182,0.13438299317354738,0.1480873662415624,5.563528819394704,78.50625577275227,55952.425267104365,-1.8083386349538062,-0.9549981295204599,0.8199859402121659,-1986749812999.9946,15.409512612372096,-1986749812984.5852,0.0
-0.12915345004718515,-0.1308050444938755,-0.8111412021854565,-0.08533119886763557,0.03152044246223227,0.004026245405743024,4.1470665160397475,579343.1632074862,5139.485025734777,1.5570326814008997,-0.04663769989471023,4.8946738440169195,-1051096864441.1095,285.48125311101427,-1051096864155.6283,0.0
-0.18474557976258732,-0.0018890439659272245,0.12032454171273534,-0.24261237448477896,1.2204153176930552,0.597119967080799,4.412652727118193,0.8285762755892899,5329.826519969901,-0.043400656839226226,-1.441279355446318,3.2981237752217707,-794796923734.3722,5.81533808866742,-794796923728.5569,0.0
-0.037490459650536094,-0.005978271017249459,0.32496398485123185,-0.3708128321811212,7.251143485915838e-05,1.9074538822239837,7.220111236623142,1660.9058570026634,29351.63357779477,2.5750695722817714,1.5908654748269235,1.6225853863518336,-632379392910.5378,13792.875848100923,-632379379117.662,0.0
0.06415717709134842,0.0009687246597952457,-0.34255795777288683,0.10698649570872118,0.7935984888879746,0.04213163437801605,5.049258700089232,167.35407586317186,48670.55585901044,-1.1696553672189953,-2.888489250714498,1.2641671777395391,-534566810292.07434,25.922578800552778,-534566810266.15173,0.0
-0.025348363429335313,-0.09346253110853382,0.09580431389678332,-0.1404665722728245,0.00043142089963596876,0.11372894381836228,3.1064495884998387,56672.85487416216,4231.710826442597,-0.7413132589992397,1.4009880859584065,3.807686641415089,-483483716344.487,2327.344599642131,-483483714017.1424,0.0
