9.263398969702081069e-25,1.405399153037668556e-22,1.256744438950962616e-20,6.623876451069384883e-19,2.057763412366069782e-17,3.767876203611043232e-16,4.066453177049166249e-15,2.586740681358818055e-14,9.698576080384515249e-14,2.143290441875054487e-13,2.791721196103232438e-13,2.143290441875054487e-13,9.698576080384515249e-14,2.586740681358818055e-14,4.066453177049166249e-15,3.767876203611043232e-16,2.057763412366069782e-17,6.623876451069384883e-19,1.256744438950962616e-20,1.405399153037668556e-22,9.263398969702081069e-25
1.405399153037668556e-22,2.132205236780957405e-20,1.906673323542814745e-18,1.004943259445785151e-16,3.121941488593992826e-15,5.716443869712814743e-14,6.169430756015525123e-13,3.924480824587322830e-12,1.471422169510869449e-11,3.251699059467171841e-11,4.235467583069010580e-11,3.251699059467171841e-11,1.471422169510869449e-11,3.924480824587322830e-12,6.169430756015525123e-13,5.716443869712814743e-14,3.121941488593992826e-15,1.004943259445785151e-16,1.906673323542814745e-18,2.132205236780957405e-20,1.405399153037668556e-22
1.256744438950962616e-20,1.906673323542814745e-18,1.704996826758682731e-16,8.986463739073347782e-15,2.791721196103232438e-13,5.111792637919960041e-12,5.516865281551585286e-11,3.509372722624383593e-10,1.315783935748808799e-09,2.907753787452234643e-09,3.787465162387475995e-09,2.907753787452234643e-09,1.315783935748808799e-09,3.509372722624383593e-10,5.516865281551585286e-11,5.111792637919960041e-12,2.791721196103232438e-13,8.986463739073347782e-15,1.704996826758682731e-16,1.906673323542814745e-18,1.256744438950962616e-20
6.623876451069384883e-19,1.004943259445785151e-16,8.986463739073347782e-15,4.736462218947565569e-13,1.471422169510869449e-11,2.694253646774168287e-10,2.907753787452234643e-09,1.849672106352876197e-08,6.935053744082652966e-08,1.532579038447148038e-07,1.996245260438589064e-07,1.532579038447148038e-07,6.935053744082652966e-08,1.849672106352876197e-08,2.907753787452234643e-09,2.694253646774168287e-10,1.471422169510869449e-11,4.736462218947565569e-13,8.986463739073347782e-15,1.004943259445785151e-16,6.623876451069384883e-19
2.057763412366069782e-17,3.121941488593992826e-15,2.791721196103232438e-13,1.471422169510869449e-11,4.571097795875910509e-10,8.369927517399049244e-09,9.033183816437362470e-08,5.746163313043875610e-07,2.154433278274934912e-06,4.761086797394234015e-06,6.201505250564434834e-06,4.761086797394234015e-06,2.154433278274934912e-06,5.746163313043875610e-07,9.033183816437362470e-08,8.369927517399049244e-09,4.571097795875910509e-10,1.471422169510869449e-11,2.791721196103232438e-13,3.121941488593992826e-15,2.057763412366069782e-17
3.767876203611043232e-16,5.716443869712814743e-14,5.111792637919960041e-12,2.694253646774168287e-10,8.369927517399049244e-09,1.532579038447148038e-07,1.654024857292184465e-06,1.052153609067532690e-05,3.944883961245081221e-05,8.717807664099492626e-05,1.135529182788961190e-04,8.717807664099492626e-05,3.944883961245081221e-05,1.052153609067532690e-05,1.654024857292184465e-06,1.532579038447148038e-07,8.369927517399049244e-09,2.694253646774168287e-10,5.111792637919960041e-12,5.716443869712814743e-14,3.767876203611043232e-16
4.066453177049166249e-15,6.169430756015525123e-13,5.516865281551585286e-11,2.907753787452234643e-09,9.033183816437362470e-08,1.654024857292184465e-06,1.785094380066960931e-05,1.135529182788961190e-04,4.257487520933256504e-04,9.408630951995197158e-04,1.225511668498781162e-03,9.408630951995197158e-04,4.257487520933256504e-04,1.135529182788961190e-04,1.785094380066960931e-05,1.654024857292184465e-06,9.033183816437362470e-08,2.907753787452234643e-09,5.516865281551585286e-11,6.169430756015525123e-13,4.066453177049166249e-15
2.586740681358818055e-14,3.924480824587322830e-12,3.509372722624383593e-10,1.849672106352876197e-08,5.746163313043875610e-07,1.052153609067532690e-05,1.135529182788961190e-04,7.223296086546399965e-04,2.708260907301827947e-03,5.984991681885896975e-03,7.795690126908339825e-03,5.984991681885896975e-03,2.708260907301827947e-03,7.223296086546399965e-04,1.135529182788961190e-04,1.052153609067532690e-05,5.746163313043875610e-07,1.849672106352876197e-08,3.509372722624383593e-10,3.924480824587322830e-12,2.586740681358818055e-14
9.698576080384515249e-14,1.471422169510869449e-11,1.315783935748808799e-09,6.935053744082652966e-08,2.154433278274934912e-06,3.944883961245081221e-05,4.257487520933256504e-04,2.708260907301827947e-03,1.015419699557984848e-02,2.243978207229767666e-02,2.922871022201042890e-02,2.243978207229767666e-02,1.015419699557984848e-02,2.708260907301827947e-03,4.257487520933256504e-04,3.944883961245081221e-05,2.154433278274934912e-06,6.935053744082652966e-08,1.315783935748808799e-09,1.471422169510869449e-11,9.698576080384515249e-14
2.143290441875054487e-13,3.251699059467171841e-11,2.907753787452234643e-09,1.532579038447148038e-07,4.761086797394234015e-06,8.717807664099492626e-05,9.408630951995197158e-04,5.984991681885896975e-03,2.243978207229767666e-02,4.958972331060803457e-02,6.459259042559077624e-02,4.958972331060803457e-02,2.243978207229767666e-02,5.984991681885896975e-03,9.408630951995197158e-04,8.717807664099492626e-05,4.761086797394234015e-06,1.532579038447148038e-07,2.907753787452234643e-09,3.251699059467171841e-11,2.143290441875054487e-13
2.791721196103232438e-13,4.235467583069010580e-11,3.787465162387475995e-09,1.996245260438589064e-07,6.201505250564434834e-06,1.135529182788961190e-04,1.225511668498781162e-03,7.795690126908339825e-03,2.922871022201042890e-02,6.459259042559077624e-02,8.413442260516945659e-02,6.459259042559077624e-02,2.922871022201042890e-02,7.795690126908339825e-03,1.225511668498781162e-03,1.135529182788961190e-04,6.201505250564434834e-06,1.996245260438589064e-07,3.787465162387475995e-09,4.235467583069010580e-11,2.791721196103232438e-13
2.143290441875054487e-13,3.251699059467171841e-11,2.907753787452234643e-09,1.532579038447148038e-07,4.761086797394234015e-06,8.717807664099492626e-05,9.408630951995197158e-04,5.984991681885896975e-03,2.243978207229767666e-02,4.958972331060803457e-02,6.459259042559077624e-02,4.958972331060803457e-02,2.243978207229767666e-02,5.984991681885896975e-03,9.408630951995197158e-04,8.717807664099492626e-05,4.761086797394234015e-06,1.532579038447148038e-07,2.907753787452234643e-09,3.251699059467171841e-11,2.143290441875054487e-13
9.698576080384515249e-14,1.471422169510869449e-11,1.315783935748808799e-09,6.935053744082652966e-08,2.154433278274934912e-06,3.944883961245081221e-05,4.257487520933256504e-04,2.708260907301827947e-03,1.015419699557984848e-02,2.243978207229767666e-02,2.922871022201042890e-02,2.243978207229767666e-02,1.015419699557984848e-02,2.708260907301827947e-03,4.257487520933256504e-04,3.944883961245081221e-05,2.154433278274934912e-06,6.935053744082652966e-08,1.315783935748808799e-09,1.471422169510869449e-11,9.698576080384515249e-14
2.586740681358818055e-14,3.924480824587322830e-12,3.509372722624383593e-10,1.849672106352876197e-08,5.746163313043875610e-07,1.052153609067532690e-05,1.135529182788961190e-04,7.223296086546399965e-04,2.708260907301827947e-03,5.984991681885896975e-03,7.795690126908339825e-03,5.984991681885896975e-03,2.708260907301827947e-03,7.223296086546399965e-04,1.135529182788961190e-04,1.052153609067532690e-05,5.746163313043875610e-07,1.849672106352876197e-08,3.509372722624383593e-10,3.924480824587322830e-12,2.586740681358818055e-14
4.066453177049166249e-15,6.169430756015525123e-13,5.516865281551585286e-11,2.907753787452234643e-09,9.033183816437362470e-08,1.654024857292184465e-06,1.785094380066960931e-05,1.135529182788961190e-04,4.257487520933256504e-04,9.408630951995197158e-04,1.225511668498781162e-03,9.408630951995197158e-04,4.257487520933256504e-04,1.135529182788961190e-04,1.785094380066960931e-05,1.654024857292184465e-06,9.033183816437362470e-08,2.907753787452234643e-09,5.516865281551585286e-11,6.169430756015525123e-13,4.066453177049166249e-15
3.767876203611043232e-16,5.716443869712814743e-14,5.111792637919960041e-12,2.694253646774168287e-10,8.369927517399049244e-09,1.532579038447148038e-07,1.654024857292184465e-06,1.052153609067532690e-05,3.944883961245081221e-05,8.717807664099492626e-05,1.135529182788961190e-04,8.717807664099492626e-05,3.944883961245081221e-05,1.052153609067532690e-05,1.654024857292184465e-06,1.532579038447148038e-07,8.369927517399049244e-09,2.694253646774168287e-10,5.111792637919960041e-12,5.716443869712814743e-14,3.767876203611043232e-16
2.057763412366069782e-17,3.121941488593992826e-15,2.791721196103232438e-13,1.471422169510869449e-11,4.571097795875910509e-10,8.369927517399049244e-09,9.033183816437362470e-08,5.746163313043875610e-07,2.154433278274934912e-06,4.761086797394234015e-06,6.201505250564434834e-06,4.761086797394234015e-06,2.154433278274934912e-06,5.746163313043875610e-07,9.033183816437362470e-08,8.369927517399049244e-09,4.571097795875910509e-10,1.471422169510869449e-11,2.791721196103232438e-13,3.121941488593992826e-15,2.057763412366069782e-17
