galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_effective_radius,galaxies_lens_mass_intensity,galaxies_lens_mass_effective_radius,galaxies_lens_mass_sersic_index,galaxies_lens_mass_mass_to_light_ratio,galaxies_lens_dark_kappa_s,galaxies_lens_dark_scale_radius,galaxies_source_bulge_intensity,galaxies_lens_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
0.03494915198408848,-0.09664493455608993,-1.272646012103321,-0.09043451184099768,-0.10554944089855425,3.6406202871688773,0.020481430831340644,0.03197886008929205,3.666090799922192,4.434156942086598,0.3087836021488515,11.50659225882134,0.000591435885284012,0.3110900876673238,1.57887738279633,-2.761470172160765,2.413169413518521,-6.794018602816078e+54,1778.9855533610355,-6.794018602816078e+54,0.0
-0.09136617252192053,-0.11075910736405693,4.318110124033024,-0.10583032376827743,-0.06891488395506827,6.549783679779482,0.000413348163243616,0.8274621403854621,2.954239982760873,2.031054475025973e-06,0.4362971686704412,21.056641981642624,665989.3343477047,0.17455922913676358,0.44885140174336824,0.7678288473932748,0.8963980573798521,-104396815763553.88,494777.30451531016,-104396815268776.58,0.0
0.2784391936904039,0.03918508977077475,1.1883050115782101,-0.0853652662184738,-0.12318017718938458,1.2876880871493377,0.0020522601853295457,0.0004112083287148562,3.961609053178695,205834.34351241408,0.6823851498972782,27.014364291857117,161454.90970880125,0.10587937043944837,-1.8409868852728368,1.961769500501453,2.88147994351041,-28500799068103.12,2921.752822006775,-28500799065181.367,0.0
0.2345096609163302,0.2811989915701344,3.2693084737454488,-0.024997459984646545,-0.1066408836486578,0.6571253373640875,7.24909251576237e-05,0.029995941374409068,4.663996197928308,918.211959122673,0.8758916225912362,1.1093986735249872,8504.407215242907,0.10423529829673739,0.5954209007697857,-2.445541559934142,2.115807287340743,-209274045557.8595,13830.665380114386,-209274031727.19412,0.0
0.14713872303847428,0.01676494018541834,2.983376649914912,-0.09690734512654049,-0.061784015620271616,4.2727262420518635,2.3270835978739096e-05,4.037686007786987,4.804086552026485,0.0004577540720363365,0.5388796179416703,29.75570056871495,29145.168394591343,0.06843744103020355,1.823353510382848,1.2653999328648116,0.7141779009670097,-33130837994.808117,45157.55108253159,-33130792837.257034,0.0
0.13085562789123534,-0.2997339975691949,4.684998871299315,-0.01802920422746447,0.004666281930742103,9.708881682551235,3.995589913543002e-05,0.004753812273153157,0.7807467137066483,175.7729737330345,0.3454404572203046,6.48438161787769,309.8325745335557,0.10899041216882675,1.8046908663941466,-0.09532007552326771,2.2638369333340105,-612021940.4574306,25244.86018218186,-611996695.5972484,0.0
-0.020442512348869374,0.09145360513045142,3.358998432047049,-0.08201960204168084,-0.059049540399988484,2.5651690504866975,0.0006122555765023443,0.002087113892946859,3.1709282908162395,55.291237285318736,0.17433425815901515,28.8423013845619,50.5925479797808,0.11995422472249592,-2.8480933891409634,-0.11171452042414654,1.9480620216340316,-2004844.692773848,2112.6278759030524,-2002732.064897945,0.0
-0.07360970292500761,0.22677799938048704,4.03270759660391,-0.07764202164224226,-0.0730704492100746,8.48900171948641,0.1794959195244038,0.011009694122015409,3.088030431861103,2.134849583451626e-06,0.9666580559328011,16.381022750861582,1.581548122753407e-06,0.2519813866265517,-0.49892066961269066,-2.796383964473126,2.514210340403611,-57112.599247640486,1100808.8856652614,1043696.286417621,0.0
-0.16752218999920698,0.33384293488281624,5.246410616239485,-0.10962054548312289,-0.09938191271635327,9.445509032736087,0.0009455275188509795,1.6753445209372722,7.285065169832464,361268.7263302748,0.2317338963039749,23.56272303505299,71.45687309925336,0.121454172999187,0.8309494969732416,-2.7475065883765155,1.0322985214548306,-29375.41569631804,1063.04814545532,-28312.36755086272,0.0
0.13332017250198527,-0.5607447556513774,1.7159123852479368,-0.16000850571780414,-0.09093645092196884,6.76071157293453,4.884844067246297e-05,0.8782415103988731,1.1296247220622777,0.003496317438104579,0.49127930133337283,10.104844569577986,2.904602023787582,0.04291463148052568,2.011306727010089,-0.9891846838541829,1.7263720565453682,-24151.125310971893,20766.622149373106,-3384.5031615987864,0.0
