galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,log_likelihood,log_prior,log_posterior,weights
0.16234684551338646,-0.6418964573705901,694744.971501027,7.1018428184165305,2.250990501291304,-0.2609594587532801,0.005582257585710116,-7.134639334698575e+16,2.4837556334037023,-7.134639334698575e+16,0.0
-0.1759714718730586,-0.07217118195564243,637843.4975584713,5.335802275273551,2.1034909517736,-0.2277991498520976,0.3029121807612376,-4.578084732028106e+16,0.3172816629032783,-4.578084732028106e+16,0.0
-0.46494765959490547,-0.08319154602246494,586117.3432429984,3.2506029215057572,2.1687856301372315,-0.11636267522543259,0.37817425316285114,-1.9792665685557584e+16,1.2480449707497425,-1.9792665685557584e+16,0.0
-0.2295238670151497,0.46606800344468496,365464.6325981236,5.643045063581303,2.2239870168066918,-0.3266043918367208,0.06224311211762279,-1.7583874554814202e+16,1.5131491542618807,-1.75838745548142e+16,0.0
0.0965567904082282,-0.46467473852807406,460819.98162011383,4.21155140852947,1.976744241743462,-0.07760203482682243,0.22026872298138267,-1.3643576636273654e+16,1.9285140059593564,-1.3643576636273652e+16,0.0
-0.07667181186049676,-0.4794607968524954,454163.7122597439,3.0666784410641403,2.211268251699221,-0.2747627190689663,0.1772153055697194,-1.1478127431776442e+16,1.3145049713914658,-1.147812743177644e+16,0.0
-0.38661955599620085,-0.08925858578624556,226840.90707922835,5.980108876147646,2.327569760325386,-0.07193497323497178,0.040390511939539714,-8948570777839358.0,1.1356248741385802,-8948570777839357.0,0.0
-0.16041604087423136,-0.5047741779603844,155855.84598426032,7.5861157003427495,2.3487419013666297,-0.08168542382451166,0.15276782764736918,-7686536562840214.0,1.9081622943672616,-7686536562840212.0,0.0
0.04886343082526822,-0.7001825100641729,355320.29060228664,2.852102719034857,2.3576374226404133,-0.2053895289109191,0.30478279078801834,-6255599582024373.0,3.127701178766982,-6255599582024370.0,0.0
0.25690319873520645,0.12111907753477391,227350.82189139555,5.842672661820662,1.9877287977368223,-0.30714803105128474,0.17014752800557625,-5516371506542100.0,1.0583292196695406,-5516371506542099.0,0.0
0.27797601135748695,0.32476748287371154,169902.38035812063,7.137665082308923,2.238145792427364,-0.08507407149457041,0.1702229034120155,-5280698374709819.0,1.044449479284476,-5280698374709818.0,0.0
-0.3083137419929763,0.03581019566116305,326156.4260605124,2.6257783795900895,2.1233507656428947,-0.34621616869936866,0.1067904071641125,-4595588479773733.0,0.6057365199081637,-4595588479773732.0,0.0
-0.09306346580359139,-0.5327928925032354,244793.145712567,3.8192937482504083,2.201268665361262,-0.03651314233099606,0.02150809791318267,-4337910284858355.0,1.6261065214750188,-4337910284858353.5,0.0
0.2241165402886952,0.34842093236562466,402045.72639478045,1.8282042193818322,1.9661963640436466,-0.22899440143049854,0.25036173371651854,-3611949760616799.5,1.6982254446448501,-3611949760616798.0,0.0
0.08267757504302335,-0.23643626977654142,116346.6124352719,4.692918784508434,2.3607670448137146,-0.08707731548914177,0.19227117737731714,-1715749414129936.0,0.7543600078741977,-1715749414129935.2,0.0
-0.07590990591749355,-0.18291395189732243,111240.83399454945,5.027514469847236,2.113040978616512,-0.1721860830456292,0.16397690592439984,-1409359728983081.8,0.3107612505233497,-1409359728983081.5,0.0
0.15767634721735294,0.04018040602418367,81871.99118922422,6.979370714670003,2.2529736515765246,-0.20359253414982448,0.13303540057360416,-1310245485470165.5,0.19874006441796568,-1310245485470165.2,0.0
0.19659760917979804,0.3647174188579347,65502.4924659356,4.214332059473734,2.3778057116943554,-0.19779710706668616,0.10991715241269491,-455143659642707.1,1.4462661645161554,-455143659642705.7,0.0
-0.5148585799431271,0.013565039356493338,60619.20512312486,4.804025819790939,2.266159185362346,-0.2086077846599142,0.14838467469780547,-397906510376126.3,1.5506333487630384,-397906510376124.75,0.0
0.19569846767438526,0.30940598341155257,42412.3224518267,6.5488868142848125,2.280327687425621,-0.1275557371633087,0.3652101474633141,-347949345386542.94,0.8543470226786839,-347949345386542.06,0.0
0.08063718484264353,0.5043028651015723,50712.53176846862,6.63330079632634,1.8893949692256358,-0.25411962701469337,0.08782989934662605,-328400858815271.25,2.782973537125155,-328400858815268.44,0.0
0.3053086643238652,-0.5788195256961807,63660.621656378185,5.5821065950447295,1.8663039535463926,-0.09983059595802696,0.16552821519339492,-320674927549661.1,3.923569964721472,-320674927549657.2,0.0
-0.5493281889518872,-0.0008591219784585241,40106.933226979934,7.798231908177228,2.151935171268085,-0.2745385056754297,0.09866948942755892,-290507167347985.7,1.7010911652791258,-290507167347984.0,0.0
0.22605566664410628,-0.47415512865640885,24968.246227157935,5.694354506428405,2.262086657724633,-0.2823692847593862,0.2186904857765685,-84737488634906.86,1.6015352163036098,-84737488634905.27,0.0
0.5278690316870401,0.02185146688173625,24063.195519793535,4.466371182948633,2.349643916812468,-0.22633155452678705,0.3971821272463382,-63348040121702.29,1.9044475240609056,-63348040121700.38,0.0
