galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
-0.43471822576926566,-0.0258755519864936,0.0831196032363627,4.067012257110966,402233333281032.75,0.24177814765546587,0.05219121016700885,-0.011151884702588093,-0.008840032185349567,0.5124753348272312,1.3085055320392243,-1e+300,6.0437521072516045,-1e+300,0.0
-0.3736542270884344,0.1312764981522811,0.042316227459646305,4.865297842507982,290955416540094.94,0.3766950602222618,0.006740400607234888,0.06883024419424176,-0.1625655900371571,0.25915175592729417,1.3534966679711087,-1e+300,7.574725154489355,-1e+300,0.0
0.0873216860016307,-0.12013022235895285,0.06318503853528262,2.601642794604447,328418865566551.8,0.07924270059084099,0.09352133972934529,0.12110150888887411,-0.310539181191718,0.03435865733257352,1.2866701774886857,-1e+300,35.40018033207601,-1e+300,0.0
-0.3349378817072322,0.09001194531360521,0.4115225186966007,3.452437153055519,584112360074047.8,0.42161369161979934,0.039153907380881516,0.05203161619020234,-0.6411534073683676,9.583445940362743e-06,1.3031779455180559,-1e+300,104351.86276893357,-1e+300,0.0
-0.019046561053577965,0.049542268884910104,0.04840596982799522,0.8859215739459616,460761233232193.4,0.20846399156460285,0.0028114702129497238,0.1801410235957173,-0.1124065984908793,0.0009941048140761988,1.3838139305435215,-1e+300,1013.2092767800166,-1e+300,0.0
-0.4629981850077365,0.1427758216352706,0.34102936327938055,5.573999378211383,399570158592016.44,0.3750279675153983,-0.019672316378786615,0.1363040001654241,-0.04070566903408834,0.008315128869734293,1.3152235290517222,-1e+300,126.22722203343892,-1e+300,0.0
-0.3719040820851371,0.24925352380692048,0.3596383698909732,2.9855680627214607,217594578050126.9,0.46850652952391547,0.0383781706234534,0.04630449769937422,-0.005025863874461911,0.08555236205204958,1.493136331325017,-1e+300,15.367083037581562,-1e+300,0.0
-0.31882877881130817,-0.013183420275765766,0.29367593281029064,1.3833189202309253,322008875672593.06,0.5286571375030078,-0.0016782846474209558,0.05368003854987694,-0.05563132761591394,0.02421437734394343,1.4763150529588884,-1e+300,44.53956009375552,-1e+300,0.0
-0.45801459165789493,0.07712702051137671,0.16358013618884581,0.8459473947630083,462978669333086.1,0.27006605854364124,0.024664500718984565,0.06815374939846819,-0.6363437169774426,1.5904919477345354,1.288487743036619,-1e+300,5.422904774122369,-1e+300,0.0
-0.39021678704477614,0.07967797913879343,0.3944501666994717,2.6730091871173887,441527730617242.9,0.003228043163180483,-0.04385017287191476,0.0856883406521725,-0.3371859377317128,2.416124251813384e-06,1.3324787235821016,-1e+300,413892.41954659356,-1e+300,0.0
-0.20265398064329074,0.09039638950802942,0.0677761380616316,2.4578964417087033,488870592748091.5,0.4344068642422322,0.029059778938631018,0.06306741419094103,-0.1332935939122738,0.0014573824191540855,1.2192844038781216,-1e+300,689.3859938859844,-1e+300,0.0
0.025831628437002013,-0.051412593394184254,0.2380389892443334,4.396104545512825,431988091535910.06,0.1941404550369628,0.07078533106194199,-0.035906318374808864,-1.1321371706002425,9.308568894580334e-05,1.6207486415570211,-1e+300,10752.161748276696,-1e+300,0.0
0.10095510894503301,-0.14918224583632786,0.17196433931062502,2.348180606090348,518711206517390.9,0.3999479345400788,0.04394710691145698,-0.02759314764967575,-0.6810644644100106,0.0008541212018884112,1.0231634162831158,-1e+300,1180.1907704683767,-1e+300,0.0
-0.19898571860266556,0.4114559096756532,0.17721595236818782,3.506895409577857,407138959800430.94,0.49515485166495865,0.0001570756451478271,0.040730151531465336,-0.027764114925774463,0.001741227906296037,1.466996598611615,-1e+300,577.9012160118315,-1e+300,0.0
-0.23774947470803137,0.1421621702930042,0.1991759559307994,4.063234887505582,343408904082822.94,0.2727775290548814,-0.027694672600710284,0.012491445681439096,-0.24170736561007522,3.0119542135617205e-05,1.443240796157109,-1e+300,33203.69697417482,-1e+300,0.0
0.09152516822933793,0.18635578058156205,0.28483230362957973,0.5418040198382665,346098005736716.44,0.19475828422302996,0.003744604130113568,-0.10088152613056844,-0.2309252838859479,1.4547346164229875e-06,1.3405812875831313,-1e+300,687418.915994329,-1e+300,0.0
-0.27203477367629986,-0.02726894670919374,0.17382889963526574,3.968321076416466,488166624649248.25,0.36202399907959515,-0.029140376597510967,0.07698532788960794,-0.3883251907125429,0.33958602149307626,1.3009367611098164,-1e+300,6.11714805737446,-1e+300,0.0
