galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
571143129886466.0,194.13375111244397,-2.988410204185895,0.22443374516454817,4.219207532011858,-2098520463.982591,0.005151087815848833,-2098520463.9774399,0.0
958956848904279.9,340.3409523923758,-1.2484791754623767,2.154283801761327,2.3375297031842828,-2026297408.455192,0.0029382300101442526,-2026297408.4522538,0.0
840571038226791.1,89.60820090015389,-0.2155127606165559,-0.8724082330639753,2.961109574293947,-1838270963.7473764,0.011159692862424039,-1838270963.7362168,0.0
493395153895177.0,102.98169045769079,-0.4406923762777626,-0.2005262943040078,1.5212042129608028,-1754261245.5910597,0.009710464020893605,-1754261245.5813491,0.0
975299314966209.9,4926.216216891565,1.870056338393451,-1.1734640183574478,0.7828005089918877,-1684051343.0380425,0.00020299555601642868,-1684051343.0378397,0.0
444174242944347.8,100.48898746593578,-0.5755984288717007,-1.6578306240072547,3.44018040580612,-1199816512.4808176,0.009951339198628216,-1199816512.4708662,0.0
415430446470266.3,186.94287136685043,-0.5089467157423724,-1.2939253290900132,1.4933249479910753,-1148585554.2420309,0.005349227775784418,-1148585554.2366817,0.0
499243864200342.06,126.37326640679409,-2.4333144659240937,-2.6964731819926433,4.741407570037408,-768577401.0135592,0.00791306601810279,-768577401.0056461,0.0
872592670943712.1,62.93888233197078,-0.21018876731957548,-1.690985910528943,4.523603332574008,-717499403.3080386,0.015888429583569307,-717499403.2921501,0.0
642147649063009.8,113.8108165606553,2.347965029866714,0.2859429928642885,3.089513368030599,-694577515.5349264,0.008786511073551861,-694577515.5261399,0.0
510029016234247.7,75.02380703856242,1.2315324403477526,-2.048853143226957,4.437671963932327,-642776460.0539731,0.013329102313964747,-642776460.0406439,0.0
880410156290343.6,165.57035362589588,1.1637750192038112,-2.4331044339892536,2.462687200851917,-474765953.0334847,0.0060397285993582855,-474765953.02744496,0.0
958829656921026.4,63.24316735152851,2.491756733669134,0.2634150631364691,4.648332421227627,-442281892.27589285,0.015811984786304308,-442281892.2600809,0.0
313437849247205.5,321.25931790096064,2.8865897836830863,-1.3000692562120186,1.9627835316152042,-429495063.54174805,0.003112750181177032,-429495063.5386353,0.0
372074952760066.4,89.8277283528071,1.4384781770725272,-1.348796730087722,1.786009195454572,-192931481.42619047,0.011132420003683545,-192931481.41505805,0.0
643356054279805.2,123.1354501271009,-0.8302359029723831,2.011912937663615,1.5298140142463112,-83103231.96044447,0.008121138136645356,-83103231.95232333,0.0
777741207717110.0,55.11136451206903,-2.8024275552001594,-0.25038302866130024,2.8619997683485385,-64935656.948259376,0.018145077859233142,-64935656.9301143,0.0
933476324515933.9,129.7757618220518,1.8291365450338946,-1.7755600729930663,1.6073875969503815,-59181037.25705734,0.007705599150104289,-59181037.24935174,0.0
868244167300283.6,36.77050149575744,1.7785574808570903,-2.9145832065223316,4.138195751031961,-55614985.47217178,0.02719571284920935,-55614985.44497607,0.0
936169119254118.4,56.43318345267685,-0.5978292313972915,-2.570186273229395,2.316516309870986,-42978989.35665097,0.017720070689236058,-42978989.3389309,0.0
428658737326927.5,57534.38971778171,1.4720815230590159,-2.609707768009105,0.4814167506961953,-40048334.03086199,1.7380909140418973e-05,-40048334.03084461,0.0
414683693345833.9,15.21176475302546,1.0276067750713187,-1.277478056047177,3.601757280441114,-35786194.4273254,0.06573859221699753,-35786194.36158681,0.0
477149095584691.1,38.66970630348476,-1.0593655952431924,1.5392372940042085,1.6406699625479237,-21088687.494367678,0.02586003607454254,-21088687.46850764,0.0
413099057607278.7,3495.3199221228933,-2.0733333301270847,1.1971002484024709,0.5857626523645254,-18428718.850976374,0.00028609684443451695,-18428718.850690275,0.0
388058211835811.56,121.18662004698095,2.632720958631964,-2.71298664588007,1.8992430290127427,-16896746.44481056,0.008251736038290679,-16896746.436558824,0.0
914479931135738.9,321.83401685907063,1.9097172247275518,-1.0680502659056328,0.8536712214441494,-16473286.303360505,0.0031071917436193406,-16473286.300253313,0.0
358530451142549.5,15.42351269277919,2.1470972033136864,-1.5821439897553449,3.0084627724687953,-8953760.513605742,0.06483607333290632,-8953760.448769668,0.0
454548389654596.25,7.0218115875095135,1.2634045348489096,-1.3153459139676262,3.560689853690339,-5973394.478299108,0.1424133911224317,-5973394.3358857175,0.0
858716168721210.2,18.77778732380553,-2.5140813640665494,2.2963363026875117,3.19659189381941,-5592623.202586468,0.05325441079696714,-5592623.149332058,0.0
454738527363614.25,6.145646350878673,1.797018147468311,-0.11215149792371903,4.013162174868659,-5344194.646632166,0.16271681494608595,-5344194.48391535,0.0
307498431775046.75,66627.2967437643,1.3960472636780086,-2.8098342382386843,0.4195770231795315,-5292616.3761484185,1.5008863470215248e-05,-5292616.376133409,0.0
680813771640467.1,51.29310388198206,1.5787116833516626,-0.3434372423952805,0.8646552246191103,-4793243.270404263,0.01949579815448348,-4793243.250908465,0.0
652316924337061.6,603.1649556513142,-2.691437918090706,-0.9338925482145624,0.8895615831660875,-3838449.891577802,0.0016579212545946025,-3838449.889919881,0.0
333325719344273.1,23.94980192294556,0.17663688850154857,2.9204722562508616,2.1106229698959162,-3578529.5345933773,0.041753998768649644,-3578529.4928393783,0.0
617032461273178.4,14.495917947206737,-1.5740778717875294,-2.8493590461003846,3.0272194031896333,-3276553.2097254735,0.06898493794197536,-3276553.1407405357,0.0
400467012120071.94,62.91270611024773,2.059979561139418,-0.0635338210270393,0.9416985638655018,-2891625.5081888232,0.015895040315826902,-2891625.492293783,0.0
388577152969734.0,12.903822355982959,0.8793905133753825,-2.7851611505831904,2.5553862370161937,-2585583.547471076,0.07749641714002481,-2585583.4699746585,0.0
468397616640726.75,11.187378743868887,-0.41318978426070796,-1.6869925424722272,1.527222818470588,-1893629.6883215678,0.08938644367860187,-1893629.5989351242,0.0
850588982262080.0,5.281637642750557,1.9584492161752767,2.5864866576671863,4.924315968258821,-1755182.642798196,0.18933521525706729,-1755182.4534629807,0.0
558248257602766.06,64.17525148754473,2.9773457368760345,0.755153266014879,1.3817998487602956,-1680555.4402272718,0.015582330833470862,-1680555.424644941,0.0
386317390348694.6,6.217864725983566,1.8980533478920192,2.5596903288818478,4.0391980625069,-1555297.547550151,0.16082691471578003,-1555297.3867232362,0.0
614547882954767.4,15.319457943966976,-0.880467130995374,1.2038538304981783,1.1131128889725246,-1530323.8725175362,0.06527646106393989,-1530323.8072410752,0.0
491334968294390.94,3.5029093365439055,2.137636388499879,0.8596358980798495,4.577006065730779,-1288143.6456155058,0.28547698610625266,-1288143.3601385197,0.0
555163857254618.3,29.30784714799512,1.4920344395958312,2.704225293721671,1.7063374075505906,-1197264.0422910925,0.034120554640208724,-1197264.0081705379,0.0
674831952033586.5,7.136700207720385,-2.293014056976607,-1.2854511102121307,2.860387774648122,-1169375.87287286,0.14012078003756193,-1169375.7327520798,0.0
333790801970008.3,2.2663883857794875,0.5960621945371147,0.15527271207141746,2.216166403503768,-995842.214342112,0.44123064090626857,-995841.7731114711,0.0
446299302438105.2,4.149489015309573,-1.8238614361375363,1.6729020772222647,3.7537098308829107,-949289.1244039098,0.24099352867557938,-949288.8834103812,0.0
521304460676322.9,5.499259237314969,1.6797647056664546,1.631407416567292,2.625151201021238,-844808.4372209207,0.18184267313942154,-844808.2553782476,0.0
515955965178760.6,13.037792949500167,0.016655916544073612,2.5097293934401366,1.6868899603025398,-649856.9915818746,0.07670009823544273,-649856.9148817763,0.0
319593508924062.94,2.0223826087026286,-1.580546585377733,0.19772663773148613,4.910802944121033,-642992.0796148898,0.4944662773981787,-642991.5851486124,0.0
710744585164518.4,1.2788822180756503,0.3423800775467738,0.20849139614750545,4.421618350942639,-610336.2325235757,0.7819328362425072,-610335.4505907394,0.0
715135386484724.1,1.4833057682888084,-0.38109609895601215,-0.5814850688307871,3.1370119883546903,-486952.944870346,0.674169831587479,-486952.27070051443,0.0
679098272134540.6,1.590160347622591,-1.344379273841892,-0.5713043285446053,4.135995787898183,-339501.89277258434,0.6288673978665594,-339501.2639051865,0.0
445116348964614.4,8.147491619292724,-1.1270147798894241,-2.6483336824244783,2.0372274231913883,-295888.7522597843,0.12273716215087403,-295888.62952262216,0.0
982200034170679.9,283.1929590728285,-1.4500209161684334,-1.7800896028870712,0.6619708039955097,-266547.79302622733,0.003531161238168775,-266547.7894950661,0.0
813101865003366.5,834398.2691785977,-2.8871116812825557,2.03612860961091,0.4207019358453265,-204059.0874428129,1.1984684508161986e-06,-204059.08744161442,0.0
487403962469439.5,11.877460328657172,-1.3669855483657114,1.547886269432654,1.1024423962671384,-123783.26623549347,0.08419308272386217,-123783.18204241074,0.0
461457395416109.0,2.983274628506286,-0.24764210646779405,1.6461776412247193,1.5663155913192994,-110605.34793366567,0.3352021266981721,-110605.01273153898,0.0
652769785262211.0,27.187284316299678,-1.4219502547542466,-0.45840488773697396,0.6506815769129154,-102297.60388881603,0.03678190099334447,-102297.56710691503,0.0
861637954654197.9,1625.1834955805905,-2.7749802427754977,2.235997863720903,0.743584522224442,-92978.78402467872,0.0006153151337810257,-92978.78340936359,0.0
532285860697956.94,1.4502338821265626,-1.8086690944556683,-2.5495246542266026,4.7434401698753295,-80697.7772324894,0.6895439503410611,-80697.08768853906,0.0
403045732578271.56,4.312950771557765,-1.3944558285235198,-2.081456484274291,1.8609853548253068,-78112.57431491531,0.2318598224200986,-78112.34245509289,0.0
338969992129183.56,43.42036806203991,2.2438261999897904,2.6551240952531323,1.236499357013357,-77870.93446501871,0.023030666128193746,-77870.91143435259,0.0
713054638755437.9,0.8891031668907766,0.6352624294233622,-0.8156774251791283,2.365211124384165,-71489.63913432613,1.1247288697632631,-71488.51440545637,0.0
567806826519911.0,284.3839275677246,-2.791407930227757,2.7008805749963063,1.0008227626189838,-70550.59592325296,0.0035163731247166066,-70550.59240687983,0.0
326116536527947.6,1.0479159215542233,0.23742329009135732,-2.647273910147059,4.8205645533527965,-63474.33305873827,0.9542750324060797,-63473.37878370587,0.0
397471036684052.94,244820.9625947298,1.3906944470966973,1.217749040821916,0.18244487248039842,-60275.358393490824,4.084617550790863e-06,-60275.3583894062,0.0
599237397700378.5,5.557102307011341,2.56686910906975,-0.4665367017874318,1.5962741769615953,-54213.9084437945,0.1799498992016611,-54213.728493895294,0.0
768241548194676.5,1.6754081344269653,2.3776323158267694,-2.605531449902805,4.091284396285129,-52508.65428113835,0.5968694907536838,-52508.05741164759,0.0
351372211596778.5,0.985405733348116,-2.4893457604574625,-0.1305374777953956,4.582876763617206,-43081.19470593922,1.0148104137798142,-43080.17989552544,0.0
987953563067303.6,0.5491710718116459,-0.6264738073742513,0.24487124233717505,1.97024633908317,-19826.33424671294,1.8209262128486248,-19824.513320500093,0.0
815921793628016.5,6.428861908226895,-2.4302406294205543,-0.5900588595405996,1.3609549776180758,-15429.433027995536,0.15554852698271937,-15429.277479468554,0.0
423823369323291.56,2.7430003250308768e-05,-2.44093259414627,0.41979714559714365,0.03971578562810607,-13503.671192676235,36456.430240807334,22952.759048131098,0.0
306833643890229.8,351332.78963823925,1.7140578003262998,-2.3049355201064667,0.0037484050301200833,-13503.671192676235,2.846304218216319e-06,-13503.67118982993,0.0
570917452522211.1,188387.70805369638,-2.3114636789714664,2.5541828286106245,0.017307868166309137,-13503.671192676235,5.308201955750438e-06,-13503.671187368032,0.0
628399599501279.5,0.029657540741702425,-0.5806467301530303,-2.6390793721268815,0.0035699058963206687,-13503.671192676235,33.718237419256674,-13469.952955256978,0.0
741715008819911.1,7.283616786709282,-2.1707113085429413,1.7898165653812033,0.0013240042766027305,-13503.671192676235,0.13729442793101793,-13503.533898248303,0.0
314031153691758.6,0.008734619578315624,-2.531173229227923,-1.618479708018787,0.06352197212146804,-13503.671192676235,114.4869551597391,-13389.184237516496,0.0
664381653166331.0,92.05938010886936,0.015875975560144973,2.8943169797102932,0.018880576858941733,-13503.671192676235,0.01086255413427224,-13503.6603301221,0.0
891327162512475.4,162565.77648932897,-1.2833592324392393,-1.5283292693362835,0.055256247161499794,-13503.671192676235,6.151356218865829e-06,-13503.671186524878,0.0
361585574060355.3,3.154372112422803,-1.7057672884836506,-2.97677415287352,0.06360652687604773,-13503.671192676235,0.31702030209490123,-13503.35417237414,0.0
911591760650493.6,0.00542669453996206,-2.998924812216787,2.9251767797322232,0.10469551439158009,-13503.671192676235,184.2742377769786,-13319.396954899255,0.0
828174188164254.9,2.058614968620057e-06,0.2579285672955969,-2.220982725312017,0.0021038868768358254,-13503.671192676235,485763.49402060645,472259.8228279302,0.0
525344541581614.44,7.241223697261825e-06,-0.6727146818626935,1.5985664272893931,0.08480042143087702,-13503.671192676225,138098.20574637642,124594.5345537002,0.0
