galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_lens_bulge_effective_radius,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
-0.15062016481549187,0.4260810929028627,0.0959761338428291,3.6570530391887988,0.0003209939347669241,7719253710370.62,664280.7677860163,1.8574688462946172,1.4538200741864626,0.3131779617518977,4.358040046050714,-1.20447028629426e+16,3116.5314270604977,-1.2044702862939484e+16,0.0
-0.06263443677533988,-0.23311899267630135,0.1846740051045799,3.007127558095342,0.009816034225875132,100194722.55971044,632343.5194702178,1.7235776775068055,1.146925962793321,0.7458553637316294,3.7836481276180773,-7607324566577022.0,104.55235336844652,-7607324566576917.0,0.0
-0.01081814126217126,0.13696388110565522,0.2556741260054126,2.926090743064867,0.0026417991340013693,1804955293.6597285,847472.486659146,1.9716848545185186,0.5204114550824586,-0.7124952161007938,2.5927270422354747,-7577842668598437.0,379.35434541104246,-7577842668598058.0,0.0
-0.39675302188945283,-0.052101163317357285,0.17937185382289383,4.070822534329555,0.056220429177715664,3950288754.1894193,602696.4620022274,1.995900910411203,-1.4760540090831464,1.829435591856317,4.509021091829911,-7571665081923776.0,19.489663538076304,-7571665081923757.0,0.0
0.06397046721860075,0.29950532121089124,0.17374074324141447,3.035981505451296,1.2425335636448465e-05,156569830308.36203,633718.0290563611,1.9319031754279168,-0.6083279633089473,2.366543935850851,3.3897455287476186,-5354522723208224.0,80481.43860684059,-5354522723127743.0,0.0
-0.11578542389694947,0.21734502227217764,0.16132365137921528,3.2530101539705805,6.736396094882469e-05,2430273912.810847,781667.6189377328,1.694707396448975,2.8892009034967927,-2.9436226906519516,3.976597285747946,-4350783879596452.5,14845.377478339833,-4350783879581607.0,0.0
0.13601256883834748,0.21927738784080503,0.13418738934740526,4.702218067179301,0.0032874816490840305,756089516091284.2,297698.0683004071,1.7982919832207627,0.21551654663686115,0.6706967684439169,2.1986460889455417,-4244097325691518.5,305.65397939288914,-4244097325691213.0,0.0
-0.13645791022669507,0.023638116662574343,0.054278301565232084,5.983566015915499,9.474891009015602e-05,3659593071724.7456,741952.4434606622,2.0569985110727775,-0.32401079598013727,1.3301925518125692,1.9543130937443753,-4200355760298013.5,10557.033861557002,-4200355760287456.5,0.0
0.08345686490870799,0.29785677835630053,0.1632291385313425,2.9076670063607652,0.22133551291585504,41646861619.43157,540012.7436927726,1.5173161877461947,0.317064135543641,2.546043655504586,3.2560107435685346,-3585894737326199.5,7.322666787204121,-3585894737326192.0,0.0
-0.11570105861084283,0.3514925090070295,0.02138971580630486,4.44945749862771,0.00013493260796559482,590046696124417.2,345513.4969259714,2.086318970360197,1.2369811742996042,-0.9402490050568648,3.183272446025301,-2519035086045963.5,7413.585197445708,-2519035086038550.0,0.0
-0.21042330988181066,0.14565464290543736,0.20181771057436326,3.836642230009232,0.8214216633034507,14840292797219.342,261261.9663059873,1.8906575098630927,1.7575727582651908,-0.06228929153822005,4.749601431856737,-2273309468807770.5,1.4096207380785968,-2273309468807769.0,0.0
-0.4546931857316001,0.04883294533377888,0.07892374686803533,1.8175412038273213,0.00044395976198942887,637795982.403515,335530.135014637,1.7512489448001334,-2.3188962479565878,-0.4567389000032449,3.8526081958547387,-1833912725463100.8,2255.530802865726,-1833912725460845.2,0.0
0.004343258091740215,-0.0387296039825947,0.1955413795388615,2.437817695016385,0.006539506244945562,8831382659.530977,307124.01862349967,2.0261366767043576,2.9794711284254465,1.7126648362083197,4.716479404603907,-1379889573989610.2,154.1837364836623,-1379889573989456.0,0.0
0.12978367094642781,0.34418811689668966,0.10340332959460206,2.772591820220166,0.2244066577171352,6117083550.863799,836455.950597438,1.9870216800980605,-1.8371458192456325,-2.7663229002623027,1.5454868207024353,-1354937847691813.5,6.147928282573972,-1354937847691807.2,0.0
-0.295960455434466,0.29782884435639667,0.28813371287298417,4.298918110209135,0.3554352658525503,174713214775.65753,417122.6283946235,1.497386180879803,-2.048552958137397,2.29363955113916,2.71008159280824,-1139997082395126.0,6.612275459851292,-1139997082395119.5,0.0
-0.4426344104794615,0.115120258042496,0.21101298922639689,2.446346830054142,8.176832954904523e-05,2702455240.7968206,197926.44871286803,1.878080366133587,-1.382510954834242,0.7988968494510642,4.549069979443858,-936077793225192.1,12231.33510666965,-936077793212960.8,0.0
-0.18781198653512293,0.42191697609595513,0.17157113588228823,3.9988944151347496,0.02154348003694196,270717800.0220861,295037.6445419263,2.0243708909061633,2.0672093494640027,-1.1730162104856405,2.86618131270258,-892741847248488.1,47.41773549453162,-892741847248440.8,0.0
-0.23891207247618357,0.4385552224503285,0.16611742840036858,3.4305635333489555,0.0010636574543390828,65426472331.73223,769323.7595786148,1.8176299327573875,-1.387311871814679,2.7349096764560024,1.0549552116327865,-684123844093529.8,941.2792790476616,-684123844092588.5,0.0
-0.026613587259787824,-0.0657074940288346,0.10862596375830395,5.420952512489276,4.1732782642979025,96936451227186.44,168037.88280798512,1.9669335516229827,1.384220331252692,0.4600095345026607,4.180204563235877,-673868295029765.8,2.2024627356424116,-673868295029763.5,0.0
-0.14581447638928102,0.25001612583457133,0.07697902001149076,4.523864661609836,0.37095666996079496,141473705483.93845,161224.77730674783,2.045190885796001,-1.444533198476905,1.150457379190998,3.6088582631677397,-479358814435125.3,3.8051652849461672,-479358814435121.5,0.0
0.10051508795828037,0.5268651422007965,0.042420075712163996,3.6723144542492587,0.05721551655456803,171926725878.16428,161369.3939886804,1.8464501288722557,-1.567582101308876,2.527941975114672,4.743029648682408,-472412556156056.4,20.863024592870072,-472412556156035.5,0.0
0.3332563183838586,-0.01090691686899134,0.009736866512920911,4.147807249959225,15.112660823242724,357555452.48282385,110174.47145238721,2.0252820228299484,0.4662490224409832,-1.6816359713370976,4.821395995830041,-371565722646387.8,5.202609695252538,-371565722646382.6,0.0
-0.2662654353915516,0.15018596810452808,0.15074179310831923,3.6341909921287283,0.0033339446993841467,28404767306006.805,320659.431357078,1.8804879895722733,2.5209007528157583,2.3980482567552563,2.558186002057602,-336486681577702.2,300.2294427365158,-336486681577401.94,0.0
-0.1737050807421857,0.39821570359654024,0.2979262597139489,4.2093824787367895,0.04941485880167603,132697862616.00638,107899.18620751741,1.7111072646658554,-0.22472031440888696,1.4191787438929895,4.6123437566585785,-308857942094805.1,22.62718615667663,-308857942094782.5,0.0
-0.07866637551308622,0.16918121154219457,0.31996331227397523,2.241462797825701,0.00025147722696738635,111820953641657.19,101679.900250484,1.941282095892845,-1.4867470054989287,1.90597389002376,4.799665469527088,-272296468982742.34,3978.4660336115708,-272296468978763.88,0.0
0.004118489308553547,-0.11713110911067395,0.1766525292222261,1.2095952625741546,0.049223929023320505,25208626324590.043,316500.57525956776,1.940329162656219,1.6098086498146857,0.45557747303021845,0.9590994928536056,-213983666140912.88,22.81559919651839,-213983666140890.06,0.0
-0.18727424886231586,0.3139944838321129,0.2117516656579424,5.257353838337369,0.03281709575027525,36100909245593.29,354823.4663078415,2.0652167171885663,2.122719204981607,2.6453414854834065,1.9107243896325288,-183507569343023.44,31.827467278093188,-183507569342991.62,0.0
0.11883398582100918,-0.011643801390250619,0.13198520733877137,4.5013670511255786,0.04565158423044068,71111916351.84224,215292.86700925778,2.0479569309789185,-1.6445259174802613,-2.2571231998253034,1.8134825825459426,-183193840898114.5,23.657124717942164,-183193840898090.84,0.0
-0.16803804903375005,0.11856483187463282,0.20255459757995217,5.247678774121197,0.002797591504738171,48507222915899.086,97497.15976300872,1.9135338383558882,-1.4575949675591773,-2.9229343439579454,4.859015050630784,-142510095292728.22,358.2458761772394,-142510095292369.97,0.0
0.29119991815022717,0.3500288251735687,0.15607919189462957,1.5428816941731207,0.001636609143873019,281252750.7075809,136988.07123279263,2.0881165232565233,-1.583382765588399,2.3503891379797732,2.350321948590209,-117045444913535.92,614.8737082894525,-117045444912921.05,0.0
0.15236117110592076,-0.038480392203238206,0.16488104832074774,3.136630143013766,0.0038644846063555197,779817510758259.2,183376.88918992816,2.0383680882705995,2.228916958425473,-1.8817915386138555,2.8071041350449417,-107329023602896.84,260.56663487642635,-107329023602636.28,0.0
-0.04002771848848445,0.28506394473684143,0.28517108264512936,3.969081069206001,4.5921746967553454e-05,31357359050367.105,124594.88456808148,1.9479787024728303,2.8041294500810094,-1.9502660984654034,3.2505744818850877,-91664773096784.81,21777.39978709666,-91664773075007.4,0.0
-0.07708774226906312,0.24033855743892601,0.03228795954339597,2.413275276727625,4.603135207201697e-05,215774087024.8725,285053.2282817761,1.803303110302479,-0.4659664546998883,-1.2999699731128527,0.8285164310820531,-73607191688322.8,21726.147423747665,-73607191666596.66,0.0
-0.36024628844715934,0.2603055137186043,0.1949206088520103,3.5757679070624313,3.219963354372584,929299151739.5986,672358.317329199,1.9213091420061263,-0.42819392351305563,2.8349874618170166,0.9501207227247593,-55927286511901.93,1.1080598452442483,-55927286511900.82,0.0
-0.18036447574137884,0.11308576706638297,0.14502310073163435,5.164511835877793,0.0004477983891590248,58526910125.519394,74739.42656411827,1.8587372901900148,1.0402544213015155,0.180562907378226,2.407470597839811,-51898367385567.27,2233.9108708391273,-51898367383333.36,0.0
0.11890824815263776,0.0648706535455043,0.10286759192442224,4.289392891509335,0.0064369073358728,52800168878.997635,242438.42731343524,1.655798707798464,1.9000270487093092,-1.810765456039936,0.8439002065842671,-49411930603767.59,157.55644827920656,-49411930603610.04,0.0
-0.2758381253640405,0.34426988083872145,0.2453177238868855,3.007147706429218,0.00046495468852570526,89622076710.69202,143744.90466351114,1.8161207906422725,0.9450510015009419,0.0106434379547653,1.1745573179848505,-43106718136523.09,2151.937401107982,-43106718134371.16,0.0
-0.044519161212316874,0.04777384887589009,0.1570839147245007,3.2334093219964437,0.0004799026112196969,217147042140094.84,289762.20914812264,1.698098725272152,-2.7948561511433043,1.0635214244348745,1.326309831564065,-29109970291837.984,2084.6649698661417,-29109970289753.32,0.0
-0.257469239895306,0.32704696061166305,0.25563267424720904,4.138982042230898,1.1563784363165576e-06,48069156738.67532,34202.8602443719,1.778393048957453,0.3588833751682379,-2.6864915212718214,4.759673196429429,-23286559205331.016,864770.115589535,-23286558340560.9,0.0
0.21807301418374217,0.06513729681393285,0.11650596560113965,3.5310442110820035,0.006041243691858557,15359513256.246943,155630.3271650348,1.8735476981362764,-1.5196001810430244,2.8238872884317505,0.9246824673701831,-18731885867803.22,167.41250081581924,-18731885867635.805,0.0
-0.2328598774138907,0.11652649515267158,0.06387253203811105,3.2613651915215622,0.0003161635501465295,297687918.57322764,61249.745945235525,1.9826028194164964,0.8158910170359528,1.9360711570066087,1.7629231965459828,-17004973495221.076,3163.9520888996485,-17004973492057.125,0.0
-0.01535854498847572,0.2559864777671918,0.13087942465167618,3.4454551505606887,0.05068775941722944,70430576565.63628,79177.47774822291,2.054697329743001,-2.871519132530131,0.43022480791407514,1.4853896384786531,-16033176907714.975,20.326885453401864,-16033176907694.648,0.0
8.765351484033013e-05,0.34130640762887643,0.1290176709599626,3.861917507298465,0.00023632285660552443,66743880238991.56,78541.74209984152,1.772925012867203,-1.243627795744966,2.1647128167146565,1.369772003588832,-15039178148704.22,4232.439366388513,-15039178144471.781,0.0
0.26821230064978907,0.06456365023872448,0.1843351452258468,2.825066678539156,0.0005131482312875642,102573522332868.25,21747.493344124887,1.8802493573048658,1.3984963035845528,-1.365902051745353,4.657974822900417,-13803521774101.346,1951.0249408546895,-13803521772150.32,0.0
-0.012096222433090442,0.21339879725798463,0.11196761525511495,2.3218582438121658,2.237720870834602e-06,331380528.2269667,59476.56558110232,1.9308362523011657,-2.191183538479401,-2.8422515363937215,2.3543260177541465,-13296465342033.713,446884.00738641195,-13296464895149.705,0.0
-0.3499715662497471,0.40311971080345876,0.14100071565378586,5.203592190620126,1.353666895607206e-06,15676455908.904497,27506.79891444512,1.960889380858276,-2.8007335266219595,-1.368610805186203,4.520388600743432,-12018590502565.781,738736.1414589873,-12018589763829.64,0.0
-0.22681362372521047,0.4291117691692181,0.14371541168848004,3.7637392530757894,0.012369708062900088,112870126.63229862,154225.89004913325,1.8235869855361313,0.35462882092075265,2.0998522865492797,0.6092003492200726,-9022082252406.805,81.92169161571725,-9022082252324.883,0.0
-0.11464773015535093,0.013765000887909301,0.12927826637960732,2.8079068242781027,3.6863401962884193e-06,3676170145.216553,139376.39383498626,2.090093470186736,-1.4262952881912223,2.728617313501368,0.6889576993773694,-8347792189224.316,271272.7126231084,-8347791917951.604,0.0
0.14689172730951047,0.005339200840939501,0.07779340087789649,5.225974440840555,5.183262513312582e-06,6579174342712.035,40521.97053276198,2.0957038781790636,-0.2678959934757681,1.541586127338193,1.546053118062517,-8228646876097.763,192931.65044527798,-8228646683166.112,0.0
