galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,log_likelihood,log_prior,log_posterior,weights
-0.4028117645712942,0.13102970591645288,491054.5880143344,29.126368150294496,5.6831832669806435,0.0218221499181009,-0.09401683756500877,-1.7041078636796678e+19,1.0311468626314528,-1.7041078636796678e+19,0.0
0.16124923011013645,0.0613163197223903,260648.83156714484,17.909895981362144,4.607584699237081,0.09682963351954996,-0.0021193292601786873,-9.472297683079991e+17,0.2211778082596785,-9.472297683079991e+17,0.0
-0.3318692425335224,0.38400474008275015,181980.0508853151,11.38972265885896,3.3030323688634615,0.07638628055184837,0.041724199695680725,-6.777871967036795e+16,1.5188974707680607,-6.777871967036795e+16,0.0
-0.6578207186510459,0.08078710715345631,11881.61950862818,3.5649092021577014,0.9914460592479108,-0.04922079897275558,0.03194104121832447,-3593216331666.982,2.7208998533689934,-3593216331664.261,0.0
0.22365774713040326,-0.05250737640591915,99950.11839530253,0.14945796651445528,7.126507754989815,-0.06005364145890016,-0.04613772923024837,-1597149548836.9893,6.9840755965993795,-1597149548830.0051,0.0
-0.061228803987046464,0.12713864650856987,86059.48607762453,0.19519160021160847,6.512474971114379,-0.03897895911705121,0.062416717533501725,-1432046465175.1643,5.233811797624058,-1432046465169.9304,0.0
0.09766921501214788,0.2560232204902782,122611.75984806223,0.07595588417013346,7.2138218596288795,-0.02838200202861861,-0.03408933773894611,-50044141959.42611,13.582696027553592,-50044141945.843414,0.0
0.016990296038034414,0.27897365252672635,53032.28445629824,0.06888496469340995,1.8119181579831385,0.05013068989817257,0.02636390231127861,-5842515362.6190605,14.95094688423128,-5842515347.668114,0.0
-0.24784357792118888,-0.42746200835099557,24.90245503935209,1.3349810681600198,7.526215462176595,-0.0827325766406548,0.013452443725732025,-29092558.57980841,2.1456210192123057,-29092556.43418739,0.0
-0.31880876611150244,0.20938457010332598,12.641053848657227,1.6151621011843298,0.5633022638398906,0.010789089080516387,-0.0161088899802454,-722845.2963002289,1.5064676064855376,-722843.7898326224,0.0
0.2100393081477652,0.19378996451341998,0.1948575814755873,20.154638325280235,2.961676159105419,-0.06365486605671607,0.06423421927218675,-112869.49212348719,5.6352977462748015,-112863.8568257409,0.0
-0.32665676789180603,-0.22628735738162015,577.926856247235,0.06162771678014163,0.5177309282111549,-0.0036870170523964074,-0.06529873674612216,-62267.97003872327,17.10547667382098,-62250.86456204945,0.0
-0.13405485086501182,0.008885893745903884,159.21945565629088,0.0797604561119845,1.1978939741434478,0.018233730875471796,-0.09721872167387846,-15061.60606210732,12.644097682198993,-15048.96196442512,0.0
-0.0636562589041935,0.026360424154428228,1.50593198777248e-06,0.0001451151321309175,3.1928608046020526,-0.09781232756262451,-0.09511765474480521,-3801.288048178013,670931.7192803854,667130.4312322075,0.0
-0.4500484084294996,-0.03397606131182144,0.001204723198394866,0.0003235222649558195,1.0089378398558662,0.05668610182668754,0.0767248214165788,-3801.288048178013,3922.1752201628133,120.88717198480026,0.0
0.00019756965965299605,-0.3088324389540644,740655.7467460966,0.00014685704151091888,0.654516761201583,0.02254495751119498,-0.07895311443762781,-3801.288048178013,6809.873096963687,3008.585048785674,0.0
-0.3751882669578011,0.33003006296995435,68859.16843866419,0.000688938666949122,0.7937959284243572,-0.05957488190758309,0.08128183766593677,-3801.288048178013,1452.895178871425,-2348.392869306588,0.0
0.22601405214244183,-0.3395637751129327,6596.058482347139,0.00016375405643985456,0.5489280938707728,-0.055381032762632336,0.0600273052897847,-3801.288048178013,6107.643470206394,2306.3554220283813,0.0
0.044639287528601544,0.09597585911404828,228116.6748664947,0.0006425169794929755,1.0438928033844002,0.048034351496679756,-0.016400936742725775,-3801.288048178013,1556.4413516833893,-2244.8466964946238,0.0
0.188230845578787,-0.4210546394275129,0.28373224400956876,0.0001610364508670992,2.471222677457858,0.05731180166681585,0.0920970520993831,-3801.288048178013,6214.480428839434,2413.1923806614213,0.0
-0.30038136127721116,0.010887745584591105,403552.1407971725,0.0002920517987423104,0.9795169574393556,0.03085420140568304,-0.05330157361851347,-3801.288048178013,3424.5520649445334,-376.7359832334796,0.0
-0.317752158980607,0.000803632867578663,2.062934926813551e-06,0.00025321883127833565,7.133159986513476,0.06775171195895663,-0.042603864566045035,-3801.288048177912,488695.9789500938,484894.6909019159,0.0
0.19730888058463703,0.7922024895903553,0.0004802048557727083,0.0032471931725761094,2.2192670556807634,0.09793223990928215,0.09472298731034398,-3801.2880481719512,2394.1057185371233,-1407.182329634828,0.0
-0.5008293075712319,0.3428994849098709,4.717800514365521,0.0005119199993561567,2.6437007542624236,0.09296182157130078,0.08740493157564624,-3801.288048137105,1955.6889116208515,-1845.5991365162533,0.0
0.30337423244862866,-0.05259120697537813,0.044347940002819705,0.005245445088942898,0.6500018583032564,0.08607693651906387,0.05673330758737344,-3801.2880481340617,213.71722965328547,-3587.5708184807763,0.0
0.08388858867042032,-0.04742484439429344,7.93802726047101e-05,0.0006333321865768983,7.887442188728608,0.06484056403776703,0.0673808520625292,-3801.288047970077,14176.590201492683,10375.302153522607,0.0
-0.21665687154926283,-0.2949269999185187,0.01893365132589791,0.0009577028432043676,4.384213040823783,-0.055696373153260925,0.08625209586166879,-3801.288046605604,1097.7252462381814,-2703.562800367423,0.0
