galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,log_likelihood,log_prior,log_posterior,weights
-0.1044941193866129,-0.4199536506799657,957703.5172736812,5.254269086134189,1.2269038458986725,0.026134408647297647,-0.03610601557320442,-2.6421302514113652e+16,1.149203292184329,-2.6421302514113652e+16,0.0
-0.4081734983180069,-0.32781111830312754,355687.502614014,7.360692076647255,1.4473136676437135,0.003180536682878543,-0.09466122011236519,-6846808551990863.0,1.6088084433532646,-6846808551990861.0,0.0
-0.08094239658208709,-0.40018591576565676,259971.50792615124,5.531582061972012,1.8309122764729269,0.08757002670020253,-0.049754077269948654,-6326673261950328.0,2.8266832131922586,-6326673261950325.0,0.0
0.044417791349272664,0.13770337257265688,326329.86279715766,2.1812661951301155,1.7041750460780791,0.08275977934581683,-0.011997841317162916,-1626138047856253.2,1.1570014142148732,-1626138047856252.0,0.0
-0.3534353633792143,-0.31362015210067395,212463.86892814274,5.657403666256003,0.9539953955251668,0.09392049662165095,-0.0587691875866461,-625640600436057.2,2.4541273791096554,-625640600436054.8,0.0
0.12258241224822751,0.17251509924853536,84675.57666603029,4.542137493394893,1.2672696794768135,0.0365037008017335,-0.020332342535806694,-177356313246304.6,0.2953220109247163,-177356313246304.3,0.0
-0.030139862741078792,0.11799538609067614,46831.071891512525,6.663097354328824,1.3303857932624206,0.08204347351536505,-0.04626993324437745,-100740223639726.02,0.0837934486063198,-100740223639725.94,0.0
-0.6449840112423189,-0.3137404781218279,148733.22005953063,1.9058272940155172,0.952727883357168,0.09443944032269047,-0.0515524172362829,-54959713447829.6,4.079615402669147,-54959713447825.52,0.0
0.07111640003910531,-0.49243439621422647,38401.155963351535,3.3159061972872257,1.3704687440757213,0.03144221046829556,-0.00934400808572941,-23047287035266.13,1.3811177513022144,-23047287035264.746,0.0
-0.1130647027722241,0.3537218588976175,30199.96264987557,3.4711213988931133,1.0067887803311701,0.05332157812635237,-0.09589535298291911,-8514086482202.704,1.6731552344249092,-8514086482201.031,0.0
0.036372408888679736,0.4747064496962313,54807.523102589446,0.8526179326077563,1.3024167786880387,0.03279613091995424,-0.036119902051684166,-6152878630415.619,1.2727940359882266,-6152878630414.347,0.0
-0.16575454471598747,-0.39545704267232024,7326.656779834385,7.969602829925366,1.611674961537001,0.09874445270340015,-0.0659201932329559,-5520583496283.111,1.5969280883807158,-5520583496281.515,0.0
-0.21243077438636104,-0.22773522451220612,16131.273632546077,3.9009226650846736,1.203757803081597,0.03220244509015718,-0.02601804001190082,-4446270938115.391,0.6951193019043072,-4446270938114.695,0.0
0.0632453539333031,-0.5291623283018049,16462.37979767807,1.8235028862901235,1.2112362253058624,0.07160988177340906,-0.04166795246597273,-1377196214048.1826,1.7178589738182108,-1377196214046.4648,0.0
0.29598374851672554,-0.3968989530901344,8341.663174803942,2.601180600268888,1.2671577750294076,0.06754132612960784,-0.03995031748693745,-694050529658.6252,1.4086069535113965,-694050529657.2167,0.0
-0.2633634104162523,-0.2679088987875557,5532.683279762021,3.491175334061042,1.3922342701848218,0.07863411899241879,-0.020064991943607696,-596991481072.0627,0.803266887935774,-596991481071.2595,0.0
0.11825947604610577,-0.010492209642668601,12775.924997571132,1.335583623809748,1.0189248124770371,0.05399257005754901,-0.08129740475693881,-477695537108.17523,0.9211784140518344,-477695537107.254,0.0
-0.17916323449945204,-0.02313901399791689,3114.8161125274337,5.877693053028596,1.409918116779479,0.026902237427829746,-0.09556980773938628,-423529188718.95984,0.21691685704909924,-423529188718.7429,0.0
0.07081362539002639,0.32991596786000876,2623.7746018664125,7.274151946531899,1.1332391950512222,0.04098417426136787,-0.053159300083953955,-416772634164.4361,0.986608620136147,-416772634163.44946,0.0
0.08358357968587057,-0.14500495658782614,1845.9693853518272,7.457774140748149,1.6885927932485267,0.021688900085314745,-0.007120505205842315,-331932490967.3672,1.1088798541218483,-331932490966.2583,0.0
-0.437882088046759,0.018773278272318394,10972.362374417668,0.7362568859800035,1.501206917139908,0.045579904123410564,-0.019339321186702438,-243867634543.98138,1.2662471285047767,-243867634542.71515,0.0
-0.10477622189083803,-0.1549561750451982,735.0495925299527,4.622253652759541,1.7683825576379593,0.09940515613493539,-0.025269301904194436,-31398518094.76932,1.6399479150281042,-31398518093.12937,0.0
-0.21799478236789174,-0.10048983229250869,528.0493352518343,7.539637007704335,1.5921601195173256,0.04880979673612993,-0.07469449655025343,-27094115421.120445,0.8166593334949123,-27094115420.303787,0.0
-0.5870367575080027,0.07019843795890357,453.2935335743,5.582323852257703,0.8205912982276824,0.004556564661972906,-0.017939360783282426,-1656870678.31034,4.131562911131393,-1656870674.178777,0.0
0.5324386826847685,0.0743935414834836,77.01997334631066,2.9695728255126705,1.6439164391923957,0.0016584602576793395,-0.04328690741610989,-115383214.02353236,2.340680328566427,-115383211.68285203,0.0
-0.42418614093493434,-0.08222166304939943,31.51334017876691,7.219434515161311,1.788236785183261,0.07322937009919167,-0.09142198723912227,-108634793.34211756,2.6512495246917704,-108634790.69086803,0.0
0.3318887157565744,-0.1307292620100118,200.63401734371573,0.7900693486918962,1.4283726312183807,0.03559904032869012,-0.03802474880756194,-88230011.1043277,0.7695014389622691,-88230010.33482626,0.0
