,GAMA_ID,name,KIDS_ID,RA,DEC,score,type,corrected_stellar_mass,zlens,sigma_lens,zsource,sigma_source,R,dlens,dsource,Z,STELLAR_MASS,f_dm,theta_e_Ang_slide,D1,D2,z1,sigma1,template1,z2,sigma2,template2,sigma3,sigma4,prob,error,mag,mag_err,zphot,z_min,probability,s*p/10,num_0,z_max,rms
0,16104,galaxy_217.6782_0.7445.fits.png,KiDSDR4 J143042.767+004440.22,217.678198,0.744506,4.0,PG + ELG,85319999488.0,0.28655707836151123,11.283794403076172,0.8489437699317932,4.249801158905028,1.5544798374176023,850.8193731495664,1529.2028067960075,0.2865999937057495,85319999488.0,0.5310366097422582,0.9321786148022078,850.9100179563901,1701.8200359127802,0.28655707836151123,11.283794403076172,40,0.8489437699317932,4.249801158905028,43,2.733905553817749,2.733905553817749,1.0,37.65459060668945,18.9703,0.00523834,0.41,0.37,0.998,0.399,1.0,0.44,2.6830000000000003
1,362314,LRG_214.50005_2.6637.fits.png,KiDSDR4 J141800.011+023949.18,214.500046,2.663662,1.2,PG + ELG,244599996416.0,0.3671972751617432,7.7925896644592285,0.3835118710994721,4.9562530517578125,1.2862473726272583,1006.8464322715937,1035.1777241051386,0.3671999871730805,244599996416.0,0.5904993380237801,1.5527561908189211,1006.8512269269162,2013.7024538538324,0.3671972751617432,7.7925896644592285,40,0.3835118710994721,4.9562530517578125,47,3.8532660007476807,3.8532660007476807,0.9957813024520874,58.424476623535156,18.9243,0.00511382,0.47,0.44,0.774,0.093,3.0,0.49,1.47
2,125108,galaxy_182.57383_-2.5036.fits.png,KiDSDR4 J121017.719-023013.12,182.573831,-2.503647,4.8,ELG + PG,63952058861.75112,0.2633907794952393,4.125181198120116,0.3396837115287781,7.7824907302856445,1.369043469429016,800.608187141827,956.6998684795193,0.3397000133991241,91320000512.0,0.5348735676829081,0.9132457027037536,956.7304897273947,1913.460979454789,0.3396837115287781,7.7824907302856445,40,0.2633907794952393,4.125181198120116,47,3.0131850242614746,3.0131850242614746,0.9998441338539124,52.29212951660156,19.1443,0.00510212,0.47,0.43,0.989,0.475,1.0,0.49,2.857
3,261815,LRG_216.3946_2.5116.fits.png,KiDSDR4 J142534.703+023041.84,216.394596,2.511625,1.8,ELG + PG,2933838613.625632,0.03537051752209664,3.800427675247192,0.2967331111431122,8.37186336517334,1.249503493309021,137.8010089616016,872.073771577123,0.29679998755455017,117500002304.0,0.549104923766071,1.1019330145093291,872.211877982291,1744.423755964582,0.2967331111431122,8.37186336517334,40,0.03537051752209664,3.800427675247192,47,3.0415501594543457,3.0415501594543457,0.9999871253967284,48.74389266967773,18.4645,0.00436091,0.37,0.34,0.904,0.163,2.0,0.39,1.47
4,55728,galaxy_183.30933_-0.243.fits.png,KiDSDR4 J121314.238-001434.63,183.309326,-0.2429530000000001,5.4,PG + PG,112598357416.0555,0.26211032271385193,5.176180839538574,0.291467547416687,11.275955200195312,1.219975829124451,797.7569492334674,861.1354856331074,0.2915000021457672,131200000000.0,0.5553313985551535,1.1799968443626,861.2032956319678,1722.4065912639355,0.291467547416687,11.275955200195312,44,0.26211032271385193,5.176180839538574,47,4.242855072021484,4.242855072021484,0.9999717473983764,28.58293914794922,18.5808,0.00328026,0.46,0.42,0.982,0.53,0.0,0.48,1.96
5,39881,galaxy_178.56122_-0.7891.fits.png,KiDSDR4 J115414.693-004720.92,178.561221,-0.789145,2.6,PG + PG,19178518173.243168,0.07998475432395935,6.895601272583008,0.4499274492263794,10.597881317138672,1.6100393533706665,296.02772621005204,1140.5611813696112,0.4499000012874603,284699983872.0,0.5990703675307929,1.5907174774675732,1140.5207354941215,2281.0414709882434,0.4499274492263794,10.597881317138672,45,0.07998475432395935,6.895601272583008,47,4.282877445220946,4.282877445220946,0.9993909597396852,36.62166976928711,19.0313,0.00580331,0.44,0.41,1.0,0.26,2.0,0.59,2.577
6,569641,galaxy_219.72969_-0.5973.fits.png,KiDSDR4 J143855.125-003550.15,219.72969,-0.597266,4.6,PG + PG,169800007680.0,0.3597139120101929,11.78101634979248,0.8263645172119141,6.681199073791504,1.2013747692108154,993.5066839048845,1515.4438108279994,0.3596999943256378,169800007680.0,0.5698919017216215,1.2708231452774876,993.4816690189017,1986.9633380378039,0.3597139120101929,11.78101634979248,47,0.8263645172119141,6.681199073791504,45,5.561294555664063,5.561294555664063,0.9965854287147522,31.87882995605469,18.2356,0.0034342,0.39,0.36,0.998,0.459,0.0,0.41,1.96
7,297460,galaxy_215.90358_1.4075.fits.png,KiDSDR4 J142336.859+012427.08,215.903581,1.407523,2.0,PG + PG,102564997786.09357,0.2983899414539337,5.48946475982666,0.3285200893878937,14.532181739807127,1.2489930391311646,875.4892824397614,935.4696459772115,0.3285000026226044,117100003328.0,0.5489123979639603,1.0620064087421617,935.4309732840325,1870.861946568065,0.3285200893878937,14.532181739807127,46,0.2983899414539337,5.48946475982666,47,4.3951125144958505,4.3951125144958505,0.9999997615814208,26.391441345214844,18.7758,0.00471392,0.63,0.59,0.992,0.198,3.0,0.65,2.757
