,Unnamed: 0,GAMA_ID,name,KIDS_ID,RA,DEC,score,type,corrected_stellar_mass,zlens,sigma_lens,zsource,sigma_source,R,dlens,dsource,Z,STELLAR_MASS,f_dm,theta_e_Ang_slide,D1,D2,z1,sigma1,template1,z2,sigma2,template2,sigma3,sigma4,prob,error,mag,mag_err,zphot,z_min,probability,s*p/10,num_0,z_max,rms
0,0,16104,galaxy_217.6782_0.7445.fits.png,KiDSDR4 J143042.767+004440.22,217.678198,0.744506,4.0,PG + ELG,85319999488.0,0.28655707836151123,11.283794403076172,0.8489437699317932,4.249801158905028,1.5544798374176023,850.8193731495663,1529.2028067960073,0.2865999937057495,85319999488.0,0.5310366097422582,0.9321786148022078,850.9100179563901,1701.8200359127802,0.28655707836151123,11.283794403076172,40,0.8489437699317932,4.249801158905028,43,2.733905553817749,2.733905553817749,1.0,37.65459060668945,18.9703,0.00523834,0.41,0.37,0.998,0.39899999999999997,1.0,0.44,2.6830000000000003
5,5,39881,galaxy_178.56122_-0.7891.fits.png,KiDSDR4 J115414.693-004720.92,178.561221,-0.789145,2.6,PG + PG,19178518173.243168,0.07998475432395935,6.895601272583008,0.4499274492263794,10.597881317138672,1.6100393533706665,296.0277262100521,1140.5611813696112,0.4499000012874603,284699983872.0,0.5990703675307929,1.5907174774675732,1140.5207354941215,2281.0414709882434,0.4499274492263794,10.597881317138672,45,0.07998475432395935,6.895601272583008,47,4.282877445220946,4.282877445220946,0.9993909597396852,36.62166976928711,19.0313,0.00580331,0.44,0.41,1.0,0.26,2.0,0.59,2.577
6,6,569641,galaxy_219.72969_-0.5973.fits.png,KiDSDR4 J143855.125-003550.15,219.72968999999998,-0.597266,4.6,PG + PG,169800007680.0,0.3597139120101929,11.78101634979248,0.8263645172119141,6.681199073791504,1.2013747692108154,993.5066839048843,1515.4438108279996,0.3596999943256378,169800007680.0,0.5698919017216215,1.2708231452774876,993.4816690189017,1986.9633380378039,0.3597139120101929,11.78101634979248,47,0.8263645172119141,6.681199073791504,45,5.561294555664063,5.561294555664063,0.9965854287147522,31.87882995605469,18.2356,0.0034341999999999997,0.39,0.36,0.998,0.45899999999999996,0.0,0.41,1.96
