galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_effective_radius,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,log_likelihood,log_prior,log_posterior,weights
0.12631181671651504,-0.47688884111189417,-0.12265618929946225,0.3915041394976963,0.0015362023442831935,0.29247685819917657,0.5139444919972143,0.0012259634376685295,77770555113588.75,90023.68614755762,25.32443950712138,-2.6147519473120493,-0.41259560734447565,-1008456013149668.4,1472.3867060429166,-1008456013148196.0,0.0
-0.24991467276127777,-0.2479314834683989,0.02137659133002422,0.19132906242495576,0.09681936444229557,2.232073315894153,6.433884171463967,0.18232017366131256,30933723585446.92,835106.5364560967,1.9506043900780878,-2.9444674970103417,2.1846863201005418,-663285886763380.2,17.668440847770807,-663285886763362.6,0.0
0.0016043920754413971,-0.3239550221487415,0.12120830019472194,0.33905086945898566,27442.83017584279,7.1008992144614576,2.6159137934867323,3.207416241570294e-06,233188591004.66733,25.45656210794145,0.14208448264701234,0.31287433489692207,-0.592225401354046,-392184298919017.8,311785.9537901297,-392184298607231.9,0.0
-0.3956924608258436,-0.12471037356230684,0.07815344519981773,0.2355439943652627,40178.67882161303,2.286257541971935,6.882574938499026,1.5301454441810582e-06,176890664475101.47,0.5673326324362166,4.8573786067289655,2.8134257854254265,1.5262906425461988,-377039875665728.25,653536.3497510271,-377039875012191.9,0.0
-0.06690438997515714,0.051201098692700245,0.28333222550375947,-0.07920174113077895,110908.5131529512,0.013278536873007946,2.679476419290329,0.008944466757324031,1149540189.0513527,44476.71842268418,8.59234868004846,0.841897669714113,-1.1290168753838319,-167921523408520.56,187.7471451549751,-167921523408332.8,0.0
-0.6986637580460162,0.09683175911680232,0.23643430329319076,-0.0859615164334366,0.8176260703746464,0.3792534051680299,5.131414984817446,1.696495974496383e-05,121960535427025.73,371890.0318324527,0.29245354521428873,-1.3216167569638535,-1.2070573689332542,-42190809081423.68,58955.421103565466,-42190809022468.26,0.0
0.17084645735474113,-0.28599742687578994,0.17883404804555814,-0.10241658064627616,1136.3408185408823,11.232714272676404,3.4706360359899886,2.2353825378253802e-05,620949188.1618625,0.0017330204241555658,5.498661889997228,-0.8097543646817225,-2.120771133180912,-3211909891421.789,45313.22408083788,-3211909846108.565,0.0
0.18259221921216945,-0.1478576098742544,0.19479596713983052,-0.4781362821257858,405542.3886506465,0.09581896449853614,6.73949044202877,1.452883854127319e-05,111441335410244.39,7.449767470522153,13.278376099737963,-2.3941072682439715,0.18258614630053893,-2752026033266.0347,68841.05985804886,-2752025964424.9746,0.0
0.00640004808267149,-0.09568422790200061,-0.35680162205014215,0.3815812315536184,2.0627689605465353e-05,0.632324777037353,5.087503946310574,0.00036793020592428526,139078445639795.31,64569.272190237636,0.9480178292773495,-1.9644172211314677,-1.2726873233613862,-2679194521877.5493,51200.63699447549,-2679194470676.912,0.0
0.0789728911305736,-0.25519389327230435,0.07607223202938891,-0.01549329495441812,1.012577133540599e-05,0.0011304554714193303,0.8085881070895818,0.0009320295392003233,192926148036757.3,4665.312334650963,7.042347904134356,1.8454939909454016,-0.16731281811657617,-1623261276423.8484,100716.00730191368,-1623261175707.841,0.0
