galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_mass_einstein_radius,galaxies_lens_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
-0.8713776241466362,0.061929873431674,80724.36762694034,7.129065397585382,-0.21232018122772356,0.5715012739966587,0.02071995588035165,0.059096082260061134,-0.02272850833423265,0.09300499340312104,0.9694839650387045,2.1994677428225775,-1.3839007518385254e+40,0.005185878887400147,-1.3839007518385254e+40,0.0
0.9012205114003662,0.6469238945783582,113267.74878966954,6.317227075245117,0.47564853593950196,-0.6915163748620154,0.00022318975104049232,-0.043757759102495845,-0.01887749668601768,0.07102757344599805,0.8799445904440392,2.9290485195790272,-4.5723466590811866e+39,0.08008272510315079,-4.5723466590811866e+39,0.0
0.08369228040004528,0.06465470899927084,613337.7129621631,1.1739848978349872,0.16355643444657075,0.3349772089802212,0.018916458178398307,-0.0524050134283478,0.0071908336662121625,0.05731311252194968,0.7045697522424899,1.023330893991686,-2.241873930839916e+39,0.4848851375901615,-2.241873930839916e+39,0.0
-0.48463694993086515,-0.9470651516262858,375812.11871277465,3.526063153641653,-0.05139428048937966,-0.3283114330144701,0.0288633860046536,0.07267293557842794,0.06286318150270093,0.06934949513941044,1.670574582356155,1.1876217293818394,-1.4218674364945902e+38,2.498170830360368,-1.4218674364945902e+38,0.0
-0.061388511867971784,0.4506778065548753,41330.41038279625,1.8711146960889802,-0.2384186481940318,-0.9586101703065653,0.07583876350037635,0.05743218942817527,0.09596595235383318,-0.07923833111815078,1.1748472819079896,1.9364328684040863,-1.1244084959897942e+38,0.1698662618739033,-1.1244084959897942e+38,0.0
0.28358497712061315,0.6667536356294888,12316.518409448272,5.106526215268145,-0.8217587840413652,0.25619161545748903,0.03543001674769439,0.09994411363616215,-0.05685629124617331,-0.0879915461013156,0.9495029054635159,2.179706215128486,-2.697216370282077e+37,0.01424761709028378,-2.697216370282077e+37,0.0
-0.8991736419192675,0.7262512939866059,443954.8615043667,1.463395370756792,0.8340917712916829,-0.41584730173118123,-0.00666999225661917,-0.0011115885998744385,-0.057935148473831015,0.022749140135472842,1.3812414788246699,1.1655201866144371,-8.82610372627804e+36,0.807474836794698,-8.82610372627804e+36,0.0
0.2531209522855866,-0.5464964728635289,9365.540580573628,0.9228530508885784,-0.22371221835227706,-0.5990030879457866,-0.08547056734737231,0.014857490159044112,-0.09935791593913249,-0.010983344300539669,0.8423593524426138,2.783311318198049,-8.221622017444289e+36,0.13816551752650058,-8.221622017444289e+36,0.0
-0.38626580337991023,0.10893057082546442,13829.602777412909,2.2290504089293757,-0.37842597203865536,-0.1727313006688267,-0.037219728449114836,0.05268160259414839,0.07779496152749593,-0.04794728303539082,1.3899701115735978,0.7205097240595432,-7.191914156444191e+35,0.8449427971052026,-7.191914156444191e+35,0.0
-0.17473389535902673,0.661806335668258,1891.38067872267,7.5918978210347845,0.7701777824657652,-0.06504418026083592,-0.0596968832134398,-0.04746851242354014,-0.06634800646783628,-0.02279251982373051,0.8336409738240824,1.6594013098783211,-3.988138511299165e+35,0.15428052312831755,-3.988138511299165e+35,0.0
0.6031444260449867,-0.13574665220639215,2068.8780809007512,5.3207555208987705,0.2158275646780099,-0.6799688085835365,0.019251643533113122,-0.0003083532882528911,-0.06510821519571605,-0.042389170736071895,0.36924920667690797,1.0942887996523245,-1.5602889603205956e+35,2.2107420386364636,-1.5602889603205956e+35,0.0
0.306199945630087,0.475194749501926,581.5154396859381,7.4565503525226005,-0.02421561044739451,-0.24403040964563005,0.06727041744800419,-0.050588218688561316,-0.057128696527689926,0.07576558101240949,1.37749121788482,2.404649122033235,-1.3277523179769033e+35,0.7933841980197395,-1.3277523179769033e+35,0.0
0.7248951912562063,0.832704649675124,33932.93588539635,1.0705487861347915,0.2707433618754287,-0.4448050585547565,-0.06769087256824424,-0.02229906362985594,0.020983651574269402,-0.02612646517453243,0.901653292085207,1.1900254583739107,-1.0662789790926765e+35,0.05376321965817866,-1.0662789790926765e+35,0.0
-0.7289148926877331,0.6225802226456936,1050.6364290920242,3.8082899435067543,0.49074986015237365,0.1968968962105635,0.05446839425094549,-0.07850524950616158,-0.06778661104514767,-0.006007287039746956,0.7153666708875236,2.5822454449486676,-5.727417371004648e+34,0.45104142649573054,-5.727417371004648e+34,0.0
0.2415782199822354,0.5126847713686544,6196.9948087783705,1.2646600671835753,0.7067497863266312,0.1710519590063555,-0.010961514590820579,0.0806105431222578,-0.0900639927290293,-0.008659854162419406,1.196009056402449,0.5115200389705329,-2.182420913321961e+34,0.21360331404912503,-2.182420913321961e+34,0.0
-0.8496953354256629,0.7965787739848689,1050.693716641761,6.457759613283809,-0.6722988899404974,-0.08952880757325565,0.047207954072885194,0.09706110766483095,-0.03455734648316673,-0.09165967786520064,0.9242048711013242,2.4229186734346064,-1.1556130053348005e+34,0.03286787195063874,-1.1556130053348005e+34,0.0
0.23576382598133971,0.9780756062972997,6785.688146070586,1.7492323745547607,0.8529137526714468,0.9746904295416501,0.08069369187159875,0.0580877230277623,0.029972685442284736,0.059325551857388886,0.7290654505443395,1.0480452498847697,-9.309390491398805e+33,0.40795586948175105,-9.309390491398805e+33,0.0
-0.17519753863773335,-0.6855391336532008,391.9077233232834,3.6081861731042046,0.9484017402131595,0.42855428719204824,-0.002428732981920839,-0.051279025414050584,-0.05569663103318565,0.03883499766228812,1.4109138051038452,1.5446256469495134,-4.774849106160578e+33,0.9406080389751852,-4.774849106160578e+33,0.0
0.3325933767941307,-0.1985890105532715,120.20803062532579,6.979119902416029,0.5559844219653958,0.548345737083241,-0.05027369307837453,0.04508008720806436,-0.05174749520600406,-0.06884330431468555,0.7325520377603634,1.5379036875605667,-1.5204288991050028e+33,0.40569898124172166,-1.5204288991050028e+33,0.0
-0.1360067078433913,0.21644123193506037,463.9225904432023,1.702189307541199,0.6044583475843155,-0.9465060340782601,-0.016313664123404445,0.020992970991755094,0.023495547067456643,0.028715043844662225,0.8562527886352376,0.9900682558854998,-1.436697002007637e+33,0.11695142521848349,-1.436697002007637e+33,0.0
