galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_dark_mass_at_200,galaxies_lens_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
-0.05669567845700428,0.1963035263524263,0.2731631347672323,5.635705162965701,0.11887504512018882,-0.9692013928651261,-0.6243842112582778,4.059603859568615,9.09625897293078e-05,15250958311.61899,2.019542697181344,-4436.453210569846,10996.173695846199,6559.7204852763525,0.0
-0.2219401148488398,0.207287937293763,0.2739156874703962,7.593887232414837,0.07968614203474453,-0.24459460882884498,-5.314020695265463,1.8357128228524908,0.028804662044852422,2426443177265.3125,1.942404663195457,-4123.264919505522,40.27905024087586,-4082.985869264646,0.0
-0.2466348314129465,0.18589741966068374,0.37048006673274825,4.616286778223993,0.17584166154222317,-0.9271561835921568,-6.200005382937177,5.361260650560241,0.024183015851738442,151228560201658.66,1.8657555747696768,-4011.9291179651823,47.323646763846895,-3964.6054712013356,0.0
-0.02165323624514015,0.38267618949525467,0.1705519951011017,3.3208303773781442,0.242350617995652,0.8060359024464366,-1.0938258312393838,7.706537764477224,0.15095941389490417,153433678.15396664,1.916138461146365,-3981.778849326163,11.100143535804088,-3970.678705790359,0.0
-0.263812043570405,0.12656008464868057,0.32332827179637935,5.0874812388069435,0.10677200812773992,-3.6056434361827256,-2.5666733108601463,4.736742165480293,2.854894889643731e-06,4599175241.106235,1.9276788362443953,-3779.3282734769014,350279.4878231888,346500.1595497119,0.0
-0.10268409116833117,0.5114480564309685,0.36719770356576,4.4086117746237745,0.01129943332915465,0.5028031930024592,-1.0588186418046464,6.017210223230562,0.2023803704652029,710192733208.6305,2.0083914856945317,-3725.8967786008766,9.626048642663907,-3716.2707299582125,0.0
-0.0884495664089891,0.0958155807453491,0.3136863092909111,4.616158747018143,0.016317897049584,-3.0551479270171633,2.2101323985152463,1.482737726918128,0.0010168716666956097,5372865028502.663,2.101265149197572,-3476.8622647698494,986.906000138737,-2489.9562646311124,0.0
-0.23086313298708688,0.16712731745177567,0.21026178774087265,7.369822890795719,0.15921486614960007,0.5356350194707751,0.6475079002117656,1.8465950575641612,1.1663760976836954,4015652246.481044,2.044783376529832,-3432.4028828932856,6.0351029181381755,-3426.367779975147,0.0
-0.16573318844579737,0.10088245381800398,0.339665243128747,2.1897660600866953,0.2519650436563233,-2.546059430333625,-4.223015932325469,7.119199683141139,0.0015545071114819277,156109941.83953616,2.0410610374668288,-3297.6738125451775,650.7218647820602,-2646.9519477631175,0.0
0.1340911149930277,-0.03732144820669375,0.33400870190098986,4.852697329711286,0.1367038196788935,0.17588889506694244,-5.045644600643245,7.523297871667903,0.38773323256465786,77375946043.86742,1.736343798229247,-3269.9465869564638,8.672659624651994,-3261.2739273318116,0.0
0.12349631439308581,0.19590746169040849,0.38234801279792296,3.8520018554628805,0.09507887390633839,6.151137017449816,-3.8626036268116275,3.6529221390998012,0.0018582905674098518,17850971458270.39,1.9257373711023127,-3181.1495451855385,544.7418511746253,-2636.4076940109135,0.0
0.009265867791289184,0.2584768403533265,0.3450164759690021,3.6836897755233395,0.013669873286626395,-1.05326359127864,3.039823219413109,6.153387014134668,1.321207737533608e-06,4801334897798.914,2.098663365638213,-3079.4695338667393,756887.1618717681,753807.6923379013,0.0
-0.10197811111961819,0.06810243610023356,0.29203775751102184,4.150400003425909,0.10086713336182455,0.40105161138911083,-2.133319907109221,9.796311794851267,0.23322025521483825,7215542963.803357,1.7916420522123526,-2906.918714926431,7.620256928712001,-2899.298457997719,0.0
-0.16987912723510293,0.1482014015163307,0.21830391473402005,5.661885316438582,0.18877429744642893,-0.12949738930948929,-1.4918453347321172,4.583692124969363,0.011575674833775383,11259233824.794048,1.747850172139152,-2882.319146566257,89.7740885688259,-2792.5450579974313,0.0
-0.18240266863051813,0.5210494352894501,0.2205823268093837,4.5354223971619465,0.1287459145604181,-1.9152619466514516,2.2994377422164423,10.011764429954237,0.7248051387371415,5906696009.510793,2.0363500921968303,-2829.4911873934902,6.450240071454828,-2823.040947322035,0.0
-0.19562950522452766,0.44394542557322547,0.33411871202714355,5.145180639701343,0.03637205967293719,3.6214696578106977,0.024625067969703984,0.8248596251323463,0.028277855350900723,1051935868327.6917,1.8073985897403924,-2651.1374047893587,39.95159744479163,-2611.185807344567,0.0
-0.33043591284732704,0.015344564881280054,0.27117606529600424,6.348778089153622,0.040506981672914284,1.6785752857946874,3.3903552216980017,3.1577517000149307,2.8135413198686536,38160716840.16358,1.8416484116977678,-2612.409656902892,4.6350284599314815,-2607.7746284429604,0.0
-0.3222344682976451,0.10337940651368502,0.24746551589228033,5.026463163670263,0.15375564529015745,2.7127979637996606,1.9801177880011502,6.339403167350252,4.6043229769825e-06,151591411869.85672,1.799182939288438,-2604.820831411108,217190.8908897204,214586.0700583093,0.0
-0.03197386587123957,-0.08615305128877826,0.3119453102995404,4.852620481282565,0.22221489275676812,-0.41776626440230846,-4.384936739950275,0.919784722202067,0.0038684413740070756,627979805177.5066,1.8730106794068613,-2542.5817953112683,264.6127568321995,-2277.969038479069,0.0
-0.20386726688949375,0.19734390945554314,0.27531774558848543,5.461987948975072,0.17406755427268836,2.4143019596619357,2.660285155419417,6.648251945973607,2.0260523511547346,457403227499.998,1.573783119917226,-2524.6404813437007,6.244191584398127,-2518.3962897593024,0.0
