galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_dark_centre_0,galaxies_lens_dark_centre_1,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_lens_mass_einstein_radius,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
0.1201740025742353,-0.4720235847160872,0.06380961853649252,0.10682091849986546,325752636837.64154,561373.8599936093,1.229132572774168,-1.175425017749665,0.16004922164433477,2.7383740676109225,-2.349571771138534e+16,4.150319347781037,-2.3495717711385336e+16,0.0
-0.08681658257210019,0.08384799847855323,-0.15843096995610392,-0.07527812749266413,368918944379.54047,886771.1767921074,1.1887719327214792,2.4418486282329575,0.7589206541065172,2.9619243717114214,-1.1523383677621224e+16,2.0244034814474827,-1.1523383677621222e+16,0.0
-0.010455749850502016,-0.021564557608431633,-0.12109570963716437,0.15918310651230566,5243123827.192375,653072.0200027715,0.42655701764438536,-2.4031525759030847,-0.3609500658230651,1.8029351447021318,-2805715932538528.0,3.368209557096109,-2805715932538524.5,0.0
-0.11378136176160449,0.23242045633960415,-0.10597713211763139,-0.19615957923812166,12563282047.33844,478296.57933947135,1.6941307884370898,1.4253394202320004,-2.0794667298552403,2.6569283012239615,-2396137288168189.5,3.410257078697625,-2396137288168186.0,0.0
-0.14216447939435314,0.15807408193898118,-0.11989372523222247,0.04249729703633814,81131662161.59784,165089.33384809442,1.273530045972386,0.7719850523517557,0.29982861999382493,1.9547394505663123,-1600193266087928.8,1.5122579062242865,-1600193266087927.2,0.0
-0.07764030423735907,-0.39671173066890514,-0.04311412810197932,-0.06435247962491085,25640324067.30634,741360.8379462432,2.0669817771704637,-4.138940586885537,1.4368295824358697,2.116103519290906,-163099120288453.84,1.9682910987622404,-163099120288451.88,0.0
-0.21079711899259504,-0.022667056780495725,-0.07964825508213341,0.12002652070867016,22442694058.98327,209643.89855653959,1.6726611588158191,3.1854326958435912,0.5838853471305647,2.3570983078488914,-120584850271261.9,1.1761390863685826,-120584850271260.73,0.0
-0.14569206819104288,0.016724620317418497,-0.08811975124282212,0.049472753990655934,922141327898.1243,112628.51949541843,1.2641258385562508,-2.7090468797917433,-1.6318178948589779,2.89951928751415,-90523748305641.53,0.7898295095008301,-90523748305640.73,0.0
0.1264106917740087,0.3428822585752223,-0.056689631753881815,0.05942958226728963,1883981910306.4504,49989.12709983107,2.268645849987671,2.2170882448768223,0.19152402504216592,2.646667610917639,-56607455324677.81,2.948526048298576,-56607455324674.87,0.0
-0.08111450329484682,0.3175412020558296,-0.16387397507691676,-0.10879410168336635,8763627967276.266,166301.77924947656,1.547394020347431,3.302084323100507,2.2507376406276602,2.4239741609721555,-31723904488478.53,3.5868717534939667,-31723904488474.945,0.0
0.018419754442443204,0.05538446268774184,-0.06265388066210983,0.07396087356463632,589332031989133.0,20861.011893244962,1.6222949053892595,-0.3783619738713693,1.0892848114922842,2.982944593353294,-31678324314857.973,0.8651630599038962,-31678324314857.11,0.0
-0.0377442333946678,-0.15138664746961958,-0.13875626105446984,-0.06386837524938174,216078289.92326456,485421.45660192537,0.19569540202056346,4.696109257101185,-4.3457819104391815,2.634151291683767,-26829458478948.555,3.0369336555001514,-26829458478945.52,0.0
-0.4609328429684064,0.018107234092720276,-0.14425750523144648,0.13705007206915723,7539272330370.588,640866.6765708867,0.6494459140413722,-4.524478122279402,3.7083794304761337,2.15606765730141,-25255520932700.492,4.341346009582352,-25255520932696.152,0.0
0.10971526924507671,-0.3142647903738266,0.03681716676235986,0.02281171942528157,38873296902.26285,173713.4934624336,1.9747702102003015,0.6846046532078702,3.5783444531928605,2.001352753871074,-24966911343240.3,1.733587021272882,-24966911343238.566,0.0
-0.22158641203024618,-0.04603416568826577,-0.08268871617728968,-0.047798491749276556,23512892557.38717,931083.4988651734,1.833211750445627,2.840943873746987,-2.0344649829499306,1.2137858063112106,-15478754409076.46,0.5895572462461995,-15478754409075.871,0.0
