galaxies_lens_mass_intensity,galaxies_lens_mass_effective_radius,galaxies_lens_mass_sersic_index,galaxies_lens_mass_mass_to_light_ratio,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
0.0008511313516551939,0.005137649672397558,5.9351480076194445,4.804345560405479,782689.426568351,0.31012993095594954,2.661108189663807,4.35987584695749,-9222410083986354.0,1369.7564625824803,-9222410083984984.0,0.0
2.1181172750457222e-05,13.033568561695335,5.27825863613356,0.001020819135300445,685663.9633311488,-0.9185490165848469,2.028090619041352,3.1103291596992904,-4528504737545491.0,48191.42120625879,-4528504737497300.0,0.0
0.004400406580800842,0.00041592522626402963,5.755857898514497,0.008228560223140492,701758.7595921371,1.855639363727918,1.8853364575198484,2.7545054006345007,-3767808765870440.5,2753.0579826220796,-3767808765867687.5,0.0
0.001100124411177851,0.0008576868486532084,5.675182936885177,7.682105894353397e-05,748816.5789789967,-1.9306895231307197,-2.993881218552218,2.6506333861434364,-2291119150414396.5,15092.178740854157,-2291119150399304.5,0.0
3.005605139648539e-06,0.007027607832069636,3.1756339585150415,29618.75525424698,474729.8425101483,2.2007856919725537,2.040345739082696,2.96736088821177,-1725662726465921.8,332853.99745048134,-1725662726133067.8,0.0
0.7142863527390961,3.2977451963183473,6.37750865195678,8.308551736946741e-06,441255.75322648895,2.719484844099364,-0.38346777125449005,3.2132895491107756,-1698895141834294.2,120359.62260406984,-1698895141713934.8,0.0
0.00025992429241224836,0.009072412193380576,5.043389411499338,34.33088043322809,397789.501003552,2.336030331946499,-1.6383833177780955,3.7414046019045957,-1610699424594034.0,3957.527506663896,-1610699424590076.5,0.0
0.14611697218881461,0.0001442541395545858,4.676318596922572,1.7089562678610372e-05,414763.0324589651,2.83339606530767,-2.7565861108822007,4.829115829415747,-1461058642417242.0,65454.30200877379,-1461058642351787.8,0.0
0.059723045652273016,0.007577810803985468,7.490972372002122,8.987709956295863e-05,902539.7209414009,-1.659671926327236,0.9962043517630055,1.0551424240796525,-879118589259296.5,11275.012942947316,-879118589248021.5,0.0
0.10558618718346731,0.007397392035196028,1.8381247705373411,9.053859657828578e-06,210263.91193815426,1.1679033147937075,2.3870565705059175,4.682184438922315,-724876925288743.0,110594.78634556914,-724876925178148.2,0.0
0.06263561808116262,0.0030579106256169728,3.010268388301064,1.1524465672245984e-06,272421.7040399741,1.2400059333347926,-0.9365040634616966,2.8409201317850092,-610161801718387.9,868062.1744483532,-610161800850325.8,0.0
1.5612163800869267e-05,0.030271811847897987,7.520338661168981,0.0008362643228995765,656930.8299881888,0.6537574588475499,-2.1665987362922174,1.0095263107360157,-542387997777852.8,65281.448501302235,-542387997712571.4,0.0
0.00040386914516623505,0.0020119013819242405,2.7172228492889396,9.830529846956413,555847.0986415729,-2.5694751519929087,1.3458650318853014,1.0029145214606128,-372147579760421.8,2973.193493353793,-372147579757448.6,0.0
6.024871162214695e-06,3.8808976982459833,7.433456327301034,22196.00875546097,291196.25573721156,1.4608795289213816,0.5745980299366975,1.4764968435509418,-344042723519370.8,165978.9107203416,-344042723353391.9,0.0
0.1440198528108391,0.00021083969581241804,5.567062733476526,0.17180850220263946,695640.9243551024,0.5055696824481268,-0.809906308688511,1.0833664493851325,-327519102185220.0,4755.703794949324,-327519102180464.3,0.0
0.01076781558161669,2.576152327381292,4.197750699240905,0.0022808173642789413,222603.61322212243,2.1527583785762268,0.22879188818173768,2.2167031072969543,-278750859913854.88,531.6968408970242,-278750859913323.2,0.0
0.0002540006473655398,0.005792260423790061,4.632328009057712,57397.74015019087,127314.35332823859,-0.3428209124079862,-1.4207643060814878,4.408929208171958,-263202200726711.22,4109.642036290849,-263202200722601.56,0.0
0.29233282691320744,0.002089531455154091,6.277003987491076,0.00010538061371437904,163276.20243900362,-2.876832402004287,2.943804134628629,4.552865651249857,-249921393757135.12,9971.408380654728,-249921393747163.72,0.0
0.5378313923366644,0.0024057390786590945,4.161706123393094,227.6662230223634,127383.61647089249,2.362656337925494,1.977016037162164,4.920321683458601,-246913441066375.5,417.5363947673091,-246913441065957.97,0.0
0.00046909999303443604,0.004641923818352592,4.799838329881263,8.098411153047425e-05,108597.30506917153,-1.957081889970698,-0.4924158236463043,4.651850550578967,-205695727693945.25,14695.270736381997,-205695727679249.97,0.0
7.354829108448393,0.00022933608167139397,6.187023290988518,3495.3111808196927,237374.6619098791,-2.7560832318428834,2.5042731053354608,1.8830232734810326,-143061808499125.8,4360.549116350843,-143061808494765.25,0.0
1.9355989701887736e-06,4.714885563266871,1.997198726457445,204.19717295485782,454366.6453175032,-0.18876671732844663,-0.3188122574898751,1.4123462020803812,-137157948569172.84,516636.16038975515,-137157948052536.69,0.0
1.477836331897892e-05,0.012102785316070995,5.705959497155149,623101.3278208023,130601.71332780128,-1.5309902860289437,2.3883001478896357,2.7065192192678693,-127130760189749.67,67749.11739457397,-127130760122000.55,0.0
0.13316872430259646,0.0003657280217350822,5.608449188453755,4.9392250320554626e-05,73804.74896451712,-0.21212064356575056,-0.2998405567328417,4.591848863360673,-88267247579070.84,22987.872694151793,-88267247556082.97,0.0
9.39035523210717e-06,0.020404241545142452,7.909854345631064,0.002258237597292266,80302.25259930994,2.698664198811371,-0.7433619031095371,3.8400160413078255,-70952643658071.31,106984.07656419407,-70952643551087.23,0.0
