galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_effective_radius,galaxies_lens_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,log_likelihood,log_prior,log_posterior,weights
-0.40484377844224007,-0.005645222631303015,6.1312070220029495,-0.04196208560133475,-0.03561326998550701,3.954789928171968,0.005851706812714262,470186567819153.2,96521.81652730238,4.742357567918707,0.32560006571143296,-2.5069270297702837,0.5830859480608548,-281588284161790.44,176.68469915607614,-281588284161613.75,0.0
-0.21493255612007656,0.12233600057011672,2.7969388363158014,0.11534799173625923,-0.06846398312839366,1.1305544151270994,4.966681573704124e-06,263554607301529.53,61567.636934176226,4.576250308511709,0.1361253748397443,2.276430971024367,-2.0405792482995238,-80864450566821.28,201343.92751183006,-80864450365477.36,0.0
-0.11740971743218571,-0.18785570906218446,1.5881839825342956,0.08076153972825409,-0.15498146431585622,12.563613775198895,0.0013401394995258252,258254034402787.94,90064.19265249532,2.073531203624197,0.10478139124563317,-1.9491855607908675,0.8710549904195544,-59334267197524.12,754.3743357487746,-59334267196769.74,0.0
-0.29137866132087004,0.13033951734979013,4.58046224912814,0.04530066801248777,-0.10038114225439332,0.8389918396528113,0.0017539333488102945,486959796515461.3,202456.13991918604,0.6266550406377119,0.1596090557071931,-2.156909237188176,-0.2066605696781303,-617922071538.0286,572.9216880720584,-617922070965.1069,0.0
-0.009262847212614056,0.14160084094445888,4.098753936536797,-0.012287733807824074,-0.030857029699790407,7.459460118219926,0.005420349919244232,233773672311345.97,234077.9700957574,0.24339175274838262,-0.08400662765446582,-1.8062166378437383,-0.35885237459682173,-578719999509.9141,191.66186040230843,-578719999318.2522,0.0
-0.37788495110422093,-0.4058741066151585,5.855648878380064,0.05455802937960616,-0.054772523622560756,5.54133646778063,0.12767285034293496,48032471627.58619,1553.3800398985904,18.174088764363088,0.1930889447661553,1.6651553303369635,2.876942162515199,-230629748171.7103,13.081387581646046,-230629748158.6289,0.0
-0.044118798688022126,0.2985611935628298,2.2688435111728884,0.04180052047485985,-0.04856777943312326,4.878227814057541,3.617803661111042,1023276391806.1482,6544.389494829029,2.3537601269809074,0.012562674316576039,2.627833229941314,1.7890646712171039,-157670420635.35168,2.6269591042204854,-157670420632.72473,0.0
-0.17415239005234734,0.17495435917881574,3.9531626069720147,0.06481778187162723,-0.044457965290132614,11.1675176856331,0.006496628058925342,176740449092867.8,719.5651213327351,21.71796738163662,-0.03211715357111633,2.0665430825940447,2.2385683889068355,-57757549452.314575,156.4952439135371,-57757549295.81933,0.0
-0.12406021936798052,0.26703593237709133,4.100639643098121,0.025640400714676822,-0.10674264418348484,5.781958658181073,0.00010336013016342304,357930151709030.9,2245.4275205946033,3.698108191576285,0.1930144359731728,2.162442832764529,2.535327363511753,-46459759429.52046,9676.668802684564,-46459749752.85166,0.0
0.02988456772177711,0.135482283837309,0.7592307045126576,0.06460693591646441,-0.021491252570557572,10.70140684305562,2.993653910047308,1348108567.4124568,702.1174369532037,6.020387719871194,0.161973306694178,2.006580192701124,-1.331940164384718,-26070137789.593845,5.666900404112867,-26070137783.926945,0.0
