galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_effective_radius,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_lens_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
76.67706108612306,0.0857408171266112,-0.29260466039082533,1.5852571623641254,-0.039575697330914594,-0.06203378755583479,0.11704223276920933,934445714003221.0,438367.6366064347,-0.022986183302625016,0.2457004185395224,1.2707316967797526,2.3568151309360625,-2864793949425879.0,4.109168012568584,-2864793949425875.0,0.0
0.0006467263454711562,0.11476670436851935,0.6311561229419618,3.9490759488174474,-0.10913997455618457,-0.1270909871596258,4.2017953987678505,57145277402644.56,223155.16217897026,0.17019699898876683,2.214557194530962,-0.31650240421681985,1.927296933163548,-226688877938735.3,1551.5341011080536,-226688877937183.78,0.0
0.003650424944838438,-0.2986613427321494,-0.04413293376394764,2.6857903863785904,-0.07990144137629956,-0.0580547143110466,5.991750021023837,2586505712.841719,388685.808260888,0.14855887444094099,0.11579977736909797,1.3360558609646978,0.9542106480792995,-190245907145151.97,276.2959387898942,-190245907144875.7,0.0
0.001863325512592485,-0.12332529522603086,0.1644098189183052,1.0455783212587955,-0.14094639560677266,-0.14881559345303536,0.9274683353428168,6085452359998.219,130463.20741920102,0.14408529491178218,0.5092107969301534,-2.97254676885791,1.0955376427550978,-9561645221545.871,540.4534556340394,-9561645221005.418,0.0
0.16056632199588533,0.08260330481517435,-0.052826408725274276,4.1313606388833435,-0.10686477405208823,-0.13198004214773928,11.251687995045879,41334485931.63668,28594.034985026035,0.23339621333673077,-2.1957368868492324,-0.6553648499320688,2.6609370806292234,-4996633432045.626,12.159045813672732,-4996633432033.467,0.0
0.036898854212700095,0.2998148579135714,0.15037770544666534,2.759805194814068,-0.08054293020845817,-0.1964658796980046,5.126484462977037,2975362930.864814,18024.998102918544,0.2265614571479271,-2.17229196777663,-1.0509094787388227,2.5891972436682877,-2269430842533.885,32.26466561847451,-2269430842501.62,0.0
6.571891433067775e-05,0.1943043722272922,-0.201626437979655,1.112028043419349,-0.1474175168012992,-0.00013876221796915722,1.0363237573710173,607011052.8320894,19598.626345919267,0.11565166044850521,2.8378612787305446,1.9563457262947832,1.9944207411646597,-640503227297.6018,15220.91843958419,-640503212076.6833,0.0
0.003656608807089824,-0.299583913078854,0.18903894791889725,2.7053878160687246,-0.0804738286594422,-0.11318625114803538,2.104856649991285,226286412550.99982,34185.40726372399,0.140978621589961,0.7490829131450432,-2.0988947741767485,0.27265575096755046,-43252881144.36452,275.5933317035896,-43252880868.77119,0.0
0.0005367071359605237,0.2198910603226956,0.2997138099278496,2.80033685507412,-0.11483549372243165,-0.004892037119405265,2.5154402825142825,398249496.47924024,2294.236831244353,0.1337645206146097,1.107893535015922,-2.2782690352304735,2.1606339113160056,-24993637058.924366,1865.836832284377,-24993635193.087532,0.0
0.003389692359831292,0.24114113633514542,0.041110375680159614,2.740214158868494,-0.007109574267005772,-0.08935030903527848,9.212551269896302,353855186154122.06,328.42937510069754,0.182137454582913,0.4542727573616112,-1.248197114945978,2.8170986296631018,-1929287332.013828,299.73705296421997,-1929287032.2767751,0.0
7.617593296353892e-06,-0.030932508564382347,0.04940842797105479,5.132531106507699,-0.13785017757262596,-0.028048669640281257,2.601402537815873,645837108271.8134,371.7886386710871,-0.12127519950336366,-0.5138883864970767,-0.9871060957485689,2.792527519449452,-1601964697.6174712,131279.09866308185,-1601833418.5188081,0.0
2.5934639001929488e-06,-0.21932926701917485,0.323169986478564,8.508455378298226,-0.0655007193826556,-0.0680407505325647,6.264612648892472,902577737.5575404,1267.0294218630718,0.3354708093909526,-1.3553335123037826,-0.2129146205375605,0.5998330622120533,-625688711.130687,385595.3803050598,-625303115.750382,0.0
0.003330804493590698,-0.06460434268436997,-0.34067779797646347,6.202028936259577,-0.027765099928839146,-0.04359149310379065,4.239968165105712,371666533944.0202,533.7177159967085,0.09333135654841873,-2.322065261359242,2.138829922087006,0.7719518470438065,-62791282.653992586,304.8447401388173,-62790977.80925245,0.0
0.16124254153167034,0.22133929432896146,-0.11850133488877135,3.1708506679279864,-0.1396874286817828,0.012028882771923474,0.5410022426516266,2547070530718.7915,549.9339352656207,0.3623123304904504,0.6585188960414587,-1.2967997487572491,0.29713070481419446,-17735908.396738827,12.976238700386586,-17735895.420500126,0.0
2.7266700869936333e-05,-0.5040870981471374,0.07647414331663607,2.864644287613747,-0.10274552276653365,0.022528383420005835,1.2410532685348767,1595300510.399042,124.70147155061669,0.22651982909887045,-2.80850080216773,1.638146231959496,1.489499511593837,-16986588.912071,36681.38867601116,-16949907.52339499,0.0
0.010339290291458338,0.1173473737106214,-0.10482653580333975,2.0082174726809248,-0.02905551088307723,-0.12952945308841404,7.188791403129866,503892831418765.0,4.3845366493789095,0.17786426948362916,-0.7008556294696424,-0.1444565282678627,2.6799572456080596,-522718.29975888424,100.49976910128177,-522617.799989783,0.0
0.002914104553431498,0.12472936813401277,0.09596646570910056,4.294162208436756,-0.11498441465927996,-0.0755969885899272,8.336749468950797,3542936136.9842973,8.459376253049976,-0.004713384042644916,0.010913367812678487,0.22972743197441936,1.6980197726020871,-306162.86945460254,345.9870003012189,-305816.8824543013,0.0
0.09705031915679693,0.12509318788504695,0.14840414815399153,3.580309015667547,-0.11917082477990029,-0.12997321071109644,2.511453789487751,270795032725382.5,87.09278709110528,-0.008532855700327857,1.5142245610103133,2.8500943866876174,0.9201937382331572,-196190.00615654967,11.925054621097885,-196178.08110192858,0.0
0.002660571964654308,0.11452404304371393,0.36093018871036187,3.0778823748661672,-0.053918961369447606,-0.10131872501191025,7.003970579130867,2724138059367.39,13.21651781441903,0.01414772822839186,2.0480173834011497,-2.9553344839784423,1.9601619640409589,-191680.9540439594,378.9808635719882,-191301.97318038743,0.0
0.08195078232343637,0.2824263819192837,-0.07798826624812547,3.683011499046045,-0.13103138796361682,-0.06123244378724956,2.049203740667617,25288686130.02207,26.438061826489676,0.019215296869791607,0.7297662445173478,-2.669746027703258,0.3646690504148934,-44694.28856998924,14.079384896620757,-44680.20918509262,0.0
0.0034629824086752203,0.1453714161795161,0.25160801665293353,6.032823529495463,-0.11683924420344088,-0.02895722467806868,4.70204830318538,948564889360336.9,18.728786168083744,0.05553834396182356,-1.8972811703117496,2.143626361747252,1.1258234455312675,-39590.44240199723,291.79236852432916,-39298.6500334729,0.0
6.257000949203723e-06,0.3178409036553825,-0.056643368998921806,2.3441359393871117,-0.13938816116018243,-0.06187775551161178,2.9782025006967583,585900026297.6831,1.6315398919637392,0.24704308639027672,-0.29103549315750765,-0.9691319944895707,2.3488005429127954,-33632.47925309878,159824.79639685483,126192.31714375605,0.0
0.00011077893002958632,0.15313898062754697,0.09546752575658098,4.97250938982174,-0.07446583483025095,-0.14512318084234724,6.801922717073633,290144975631700.0,61.105296239359326,0.1815549571604064,-2.7630187135442723,1.424772446730807,0.11147540544329049,-28769.13497279378,9029.870438559225,-19739.264534234557,0.0
1.586976375234607e-05,-0.20871034882854209,0.12024498024506497,1.9406754866229374,0.02282887492725759,0.015049661950730375,0.33482043367062175,12401063602.606009,9.3546621400354,0.0665749519749192,1.192448531006712,1.9821194984168846,0.5645901750841968,-26216.631174762082,63018.89735425879,36802.26617949671,0.0
0.01785117700984807,0.03935386004392163,0.13958602120189656,3.9268620688551383,-0.07095170609629925,-0.016325720028491454,7.9958014065212835,33702534398.578358,0.112707036839111,0.16328155303998043,-2.0234888913311955,-2.9832176177339216,1.1551810255220525,-18513.519329165647,67.53317046233883,-18445.98615870331,0.0
1.348981082987338e-06,0.06343482496957395,0.25938407991563683,6.001860856028926,-0.048524171137399014,-0.11372905206310391,6.049182437819557,250495374.91923112,1.7100349873360303,0.04439375858161792,-2.525945822643285,-0.06876943694561088,1.8014669412653763,-13051.34040119089,741304.024282788,728252.6838815971,0.0
0.0001643880678760201,0.103896567304837,0.2226259952648466,4.731775538587955,-0.10344763364142726,-0.08278292214005896,5.7658033123442864,1319430632.14247,0.0012431050829974056,0.1377170308340163,-2.9112693372587435,2.8982702813098777,1.211499414833912,-8516.383421694416,6888.968731215213,-1627.4146904792033,0.0
0.27711535684312855,-0.24997617124374336,0.05914524582699176,5.73289609853622,-0.1509872551089239,0.06344092241955591,5.81980667574677,841971941.3840282,0.008609472557937163,0.10044216442755315,-1.8854826074749826,-2.4140741801334915,2.1293721385914726,-7666.419637889643,127.01612293621389,-7539.403514953429,0.0
6.0122685655041815e-05,0.09666076395702766,0.27742808200775837,2.7352724273401954,-0.10233702159188406,-0.06508368179166438,8.31245208918259,8771617115.225504,0.029495340161742288,0.15501156640498892,-0.5622712414218229,-1.7042259376417452,0.11617855603831351,-6515.5626375963475,16669.358112550566,10153.795474954219,0.0
0.00259268856734038,0.1902476213838821,0.20437092091947354,5.888898714668201,-0.06325538871521041,-0.09355551548615931,5.711406266005634,1003984642.2486448,2.707332216495033e-05,0.07693521899334196,2.2861937447642218,-1.3792910171810933,0.6735137626716334,-3595.549742400997,37324.934887881376,33729.38514548038,0.0
2.0123882224322204e-06,0.3255566098567958,0.07949025613385989,5.24916671433692,-0.05213546317505514,-0.07593201369644186,1.5917684739107458,59733903532847.52,3.7857535521566654e-06,-0.25144320697900946,-0.017230861273016096,-2.51373007268812,1.1662787287405716,-2965.5481693142087,761078.5106782793,758112.9625089652,0.0
0.000943108920222823,0.12231323311244247,0.009034726218798618,6.015465434730424,-0.0406483930569739,-0.023531484363771595,3.8257542622603213,1073076289701.5463,1.0719019592879837e-06,0.11195141784112435,-1.3623342815932247,1.2751990548738474,2.4347094020791915,-2798.8897134311287,933984.009457135,931185.1197437039,0.0
0.05229063018028607,-0.004931518147448678,0.012947063461336089,1.7156164052319087,-0.06977280675010682,-0.01816962596405821,7.339993335264898,84021152543.4861,0.00013558689444755,0.18958363525388344,-1.0190995553428246,-1.9100332609272765,1.2821687608997854,-2495.4703272442734,7397.555309749983,4902.08498250571,0.0
0.2726346350277892,0.09220340603787644,0.03635871634163157,3.1051621564189418,-0.03678299011566768,-0.03218832461821877,4.84707742844681,743113127.5683718,0.3867467284666145,0.1370579676669027,-1.215521458308594,-2.357633771889384,0.5145410395104253,-1864.3917415551564,7.5522914427447825,-1856.8394501124117,0.0
0.0001256039424489138,-0.10269666781143835,-0.10076164325077175,6.820193177227817,-0.1517516553079502,-0.08703623496099958,7.876149457191448,385953925219.87964,1.3336571776055541e-05,-0.015894256683167268,0.0955049378233026,1.3773744220783124,2.571105430549186,-1657.6904399383943,82949.17082938702,81291.48038944862,0.0
8.629735228190623e-05,-0.019899718555472932,0.012424890142904328,4.140569160704686,-0.1371056972027219,-0.13638384623914057,2.0308301724708446,13437640047785.404,0.55184789496259,0.16458414254569737,-0.6946881718156197,-1.1812536059692134,1.1715733884658701,-1593.0292625670384,11591.237086992216,9998.207824425177,0.0
2.776873619659175e-06,-0.13694142489180883,0.28269120780878676,2.986628845885031,-0.18525327210343234,-0.02703048963213183,4.090009759750377,3912589210.108406,6.320283586933434e-05,0.16323359341017069,2.62576622540373,-1.91177183360275,2.066689316052993,-1534.053758437802,375943.0654471241,374409.0116886863,0.0
