galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_dark_centre_0,galaxies_lens_dark_centre_1,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_lens_mass_einstein_radius,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
-0.010845380977119463,0.03493869268690604,-0.10236394658069412,-0.21819381999441376,62711406819643.2,576466.9899249015,0.6075437333278524,0.968419888944215,-1.4620910807128817,1.2126317711915813,-4.471959052769708e+16,3.098253622819004,-4.471959052769708e+16,0.0
-0.2947338503649882,0.23108615229040896,-0.09929277256532823,-0.09076684436703286,642363159705.7135,888866.7148268725,0.7471391094655221,-0.15819581280139072,1.3324523300004012,0.58249781328501,-3.956884329170459e+16,1.8225361009392194,-3.956884329170459e+16,0.0
0.22160359522738896,-0.17107850790717627,-0.10096829536332644,-0.09782633790198558,604652918.5498543,776995.6345197934,1.1168949190284474,3.4116434693093005,0.05764576293574297,1.5165395482105186,-9310434854833796.0,3.191312561392337,-9310434854833792.0,0.0
0.07595927772590844,-0.09772321576566538,-0.047477308976863614,0.07813968527396765,255491610825.49387,528596.2512168954,1.4690384449423537,-1.925937941221406,-1.9106536382358161,1.3478280037499997,-6239010915637058.0,2.516230196846593,-6239010915637055.0,0.0
0.09303453006797777,-0.006300926205952032,-0.12753741991191475,-0.05314114987374027,18423544055514.656,164639.24689776934,0.8480569450162033,1.3929179203698885,-2.830657237701403,2.829259477242817,-4575944028932393.0,1.3901736157874205,-4575944028932392.0,0.0
0.021431918367453347,-0.20655095229203396,-0.25115067164931987,-0.0787996064100237,10101767916799.424,157217.12430035495,0.6470144347795554,1.2012562843797898,-2.7616871269598473,2.5102463175654757,-4042056564938632.5,4.7619051400614305,-4042056564938627.5,0.0
0.17679815918956734,0.24358417176270597,0.0468467346868805,-0.1103249184024622,1238163083.518187,556984.9577447218,0.7695831531634246,4.838365127321673,-0.25364612137947873,2.2931291033486856,-3543264285087486.5,1.7091237185940966,-3543264285087485.0,0.0
-0.08826151473177396,-0.11049448306071767,0.11047767110268034,0.011115869374417827,25745103829128.16,226606.33605779844,1.1045736556585348,-0.08172621213118436,-2.7902455631414105,1.8615504947571813,-2528890956885195.0,1.4423717566516672,-2528890956885193.5,0.0
-0.2937817229286344,0.1110385346685293,-0.14083300303025015,0.06275104853921525,13039510915912.666,486411.1582434606,0.47434533067125223,-0.6255667628922854,4.3384239810063505,2.029268059153507,-2382238180113567.0,2.195715328096851,-2382238180113565.0,0.0
-0.27368612881871884,0.5569552255352797,0.15311180983816497,-0.11570145938545678,168824117409394.7,225066.08151280094,1.2145027250929563,-3.296982197015801,-2.325744109590816,2.839417830322863,-2336234813720255.5,5.60407231024057,-2336234813720250.0,0.0
-0.04086496446009513,-0.188348877471054,-0.005801882442170719,0.08151577999547326,31268331921.649033,149261.18601671935,1.033355163042554,1.154010280847948,-3.676119984249012,2.8122751718454433,-2037888513154032.2,1.5131719114303366,-2037888513154030.8,0.0
0.05450323163235996,-0.11844079862543032,-0.02351443691872909,-0.01164674510042533,85053289227.9971,50538.94456333242,0.9552712753482058,0.39583460469246123,0.37746581823465064,1.5816979641456805,-1450075106464508.0,0.8486962670776637,-1450075106464507.2,0.0
-0.284080292333842,-0.01907055986053735,-0.15726517811321888,0.0068922656775899545,731863474394.4374,502303.82877776964,0.9261013293120357,0.1704721696491438,-3.231057974150595,1.031449194758666,-1172692774921867.8,2.0682950635585438,-1172692774921865.8,0.0
-0.0339405884385559,0.012890838800810725,0.17163777568178976,-0.1731718732255324,3492745879.099771,435492.03238702327,1.068441493869162,-3.72683442676908,4.907183783214739,2.796402686863853,-1002795332665888.0,3.290998428903591,-1002795332665884.8,0.0
-0.28306245843981354,0.07672789643062215,-0.14719092987129537,-0.049979166065053,38577389682449.23,412509.32067108445,0.8080441611858535,-2.5774965631907576,3.2680905200616124,1.8598624004547175,-921217441209894.9,1.82394829077068,-921217441209893.0,0.0
0.24507589842095887,0.020849742604081747,-0.17573076931486564,0.003582109558672529,558102191860.0148,460765.92213172856,0.9959850908314865,-1.1344813524401518,4.57125335832067,1.9983085074024856,-920047831356147.9,2.9110267882811045,-920047831356145.0,0.0
0.16600569010753793,0.15126867881607953,0.15406030094735754,0.06973771463419969,27502689420.51128,72213.03848920084,0.7533520250590496,3.270806496456709,0.7279343469221704,2.438714952458391,-582653714651816.8,2.1255412534249127,-582653714651814.6,0.0
0.10612533112528413,0.2858813780380285,-0.07260063909492107,0.11867266693627143,10721007667979.176,545675.4685289066,0.6175569708938332,3.7692066313167256,-1.0866907038948979,1.2851143246129568,-370959308808592.3,1.8799745853929004,-370959308808590.44,0.0
-0.06213328958693815,0.04566763326810981,0.13436660045469093,0.03562592793326523,78821249660691.34,48650.43980933779,0.6298785474908992,1.6106964485816118,-0.685786622325204,1.2886654819960555,-310700452734596.5,1.0874893844685236,-310700452734595.44,0.0
0.12213466936209527,-0.05995131408584535,0.013732672444356886,-0.13514732736224871,610082494795520.5,64823.125340364866,0.5930985305451878,-1.2112971812532702,2.24750320677495,2.0135376861876533,-289752007455648.4,1.7806747011653812,-289752007455646.6,0.0
-0.02225182389609332,0.19120541441073713,0.058725952403503937,-0.04557535493137753,249616314967823.75,44298.73990723506,0.38162702193893194,0.18526992843705337,-1.4205065210598522,0.9453381564404547,-208132374893669.38,0.958890808676623,-208132374893668.4,0.0
