galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
0.30530029127773983,-0.122485054855604,585692.4582247454,6.291646525924518,0.028121301588934278,0.09612382573187733,0.3724340431800759,-241059101089930.3,0.6011731324765518,-241059101089929.72,0.0
0.25098922716461436,-0.378849680522576,116141.62605373867,0.6089004978545758,0.011662963813917487,-0.03968883735261517,1.4531387087713754,-57924776734306.9,1.1473567912037463,-57924776734305.75,0.0
0.27235918441380125,0.16890266330373718,6050.278090752971,6.47048440922614,0.0983701462015755,0.04055788860049847,1.8747319486790543,-4387190713818.096,0.5707632539125508,-4387190713817.5254,0.0
-0.3433248322843128,0.2188295400481574,34948.800790426074,2.9001361717395513,0.09606722342225402,0.017952482570650366,0.5064156899343932,-1440833243189.3674,0.9209081025114051,-1440833243188.4465,0.0
-0.19731312030019046,-0.35888784624579195,901.9902417339147,2.274203736351982,-0.00285940399135054,-0.023297949351255426,1.7722384559200397,-20067134460.813038,0.9329584018082321,-20067134459.88008,0.0
-0.11417010740618039,-0.09669696376218559,381.72414113356336,4.98795944632008,-0.08599280195830031,-0.03618882922320761,1.2585412192901284,-4476426510.428822,0.12698144965252922,-4476426510.30184,0.0
0.4614817155317228,-0.04658073040089596,64.43643769494632,7.467399283887118,-0.03999971377651186,-0.0798564245174765,1.4784122955864505,-277909714.6180348,1.2107143818266337,-277909713.4073204,0.0
-0.29855248606935225,-0.09238292486927431,45.68796097475265,3.065824512216514,0.037443723834082066,0.05273429799644158,2.2504427989783076,-143087446.5532663,0.5644886693105765,-143087445.9887776,0.0
-0.014418102443630872,-0.11427329337873791,109.18359827129439,5.228528370238232,0.08093901491739028,-0.045075747531096826,0.5913805484043266,-43157294.6145748,0.08286036957766314,-43157294.531714424,0.0
-0.23098133263799706,0.12852931058263514,19.02001286026451,7.624470304532699,-0.031196632166321445,0.024250248966236093,1.4443869886597789,-30485026.041740797,0.44075486502617384,-30485025.600985933,0.0
-0.18505584560498956,-0.01109347609355893,15858.112967211651,0.8630442121552702,0.08578667332955223,0.017554808027033936,0.04709218011598815,-26030564.171674393,0.19100045478530936,-26030563.98067394,0.0
-0.24187127837517838,0.05048438423156281,345.06922942566354,5.053247671708403,0.03290877901252731,0.01510653234559016,0.22225442038369192,-13079941.382719297,0.34206679339299245,-13079941.040652504,0.0
0.6229105352282723,0.05288789760498348,11.126006237054055,3.1920498237596746,-0.08698223799030314,0.050448198229666424,2.6331502808542497,-10618845.736350562,2.261072092177464,-10618843.47527847,0.0
-0.25968520962130553,-0.09040371554831919,454.7293226223212,5.476416149740429,-0.044911844222195366,0.07783377630199242,0.15285807656593853,-6539039.793138136,0.42225044311058224,-6539039.370887693,0.0
-0.5270965848075105,-0.21342842610463303,1.9727921518432605,4.0008880307465615,-0.08019969174054482,0.008267165411525654,2.545993110998321,-378677.44232036563,2.3034652315104003,-378675.13885513414,0.0
-0.21229647131304472,0.33918552751874215,1.2767369835881591e-06,2.2786104595498307,0.01828092323953004,-0.06567274741912416,0.3082866469417622,-7796.569540059029,783247.5666946231,775450.997154564,0.0
0.02430200918927528,-0.7229400955389481,1.1266103986188638e-06,6.023483066209605,-0.08890353631935713,0.02414463581162514,2.8842784227304574,-7796.476326989754,887621.2008278739,879824.7245008842,0.0
0.11351504951753869,-0.015005948558539416,3.317568682665372e-06,5.558207395639207,0.048923003944078086,-0.027202723752983562,1.266911265959116,-7796.462923578239,301425.63343760156,293629.17051402334,0.0
0.13667915830027394,-0.105424840925279,5.762138616292422e-06,4.959990642306943,-0.07128493303189487,-0.09937144305460473,1.8518634808549712,-7796.280013047058,173546.8409221135,165750.56090906644,0.0
-0.24696475030575638,0.019921762799899243,0.0020887182645554,6.687376166845156,-0.006286274175581696,0.09532559740173585,0.07176831028894615,-7796.228477603654,479.103557493671,-7317.124920109983,0.0
0.0577868904283087,0.10340726448145017,2.7601415671169915e-06,7.929574976823891,0.031433108609875055,-0.07549996231257126,2.848480147881597,-7796.2000108028415,362300.3352754907,354504.1352646879,0.0
0.11916995361016,-0.11526260944835928,5.349282576613377e-06,7.310735031911433,-0.04897946178551141,0.07134759215642394,2.539630447751656,-7795.991735622364,186941.10893216095,179145.11719653857,0.0
0.2001874762593722,-0.1820573750343904,6.329577160252403e-05,4.679663803449536,0.02955762056043726,-0.07795545117004254,0.6328971099670843,-7795.93930987771,15799.250439076797,8003.311129199087,0.0
-0.11408527283826214,-0.05046133877219531,1.745035820788268e-05,4.360782231464454,-0.06528896452097117,0.010528830364463171,1.5640637663089907,-7795.924800928379,57305.50036554171,49509.57556461333,0.0
-0.11340899341849353,0.12285405032498531,4.433445243559924e-05,2.5068631640980303,0.06288581610464458,0.018827057620601106,1.118072848248832,-7795.818785331047,22555.976906894248,14760.1581215632,0.0
0.21386808778333083,-0.07281189985093503,1.2257283905490207e-05,5.124172912863258,0.049328983890666034,-0.09942338568821592,2.792023932009434,-7795.477650934882,81584.42632222123,73788.94867128634,0.0
0.5771127082035147,-0.4598444318912486,0.00032147985868499106,6.330210716461748,0.006050864561088137,-0.062223115049383874,0.41763255824618073,-7794.892399847354,3113.6398690928295,-4681.252530754524,0.0
