,Experiment,phase1_time,phase1_likelihood,phase2_time,phase2_likelihoodphase3_time,phase3_likelihood,phase2_likelihood,phase3_time
0,1,772.9904316235334,-243.30756070115035,2018.7224127985537,,1364.3719343672292,1581.9061995084426,9448.839068176225
