,Unnamed: 0_x,name,KIDS_ID,RA,DEC,mag,mag_err,zphot,z_min,z_max,score,rms,probability,s*p/10,num_0,GAMA_ID,Unnamed: 0_y,z1,sigma1,template1,z2,sigma2,template2,sigma3,sigma4,R,prob,error,type,type_number,lambdar_log_mstar,lambdar_mstar,lambdar_log_mstar_error,z,zlens,zsource,sigma_lens,sigma_source,dlens,dsource,corrected_stellar_mass,normalized_score,cnn_probability
0,35,galaxy_217.6782_0.7445.fits.png,KiDSDR4 J143042.767+004440.22,217.678198,0.744506,18.9703,0.00523834,0.41,0.37,0.44,4.0,2.6830000000000003,0.998,0.399,1.0,16104.0,97350,0.28655707836151123,11.283794403076172,40,0.8489437699317932,4.249801158905028,43,2.733905553817749,2.733905553817749,1.5544798374176023,1.0,37.65459060668945,PG + ELG,1,11.208284,161541600000.0,0.10369993,0.28656,0.28655707836151123,0.8489437699317932,11.283794403076172,4.249801158905028,850.8193731495664,1529.2028067960075,161541603328.0,0.4,1.0
1,22,galaxy_178.56122_-0.7891.fits.png,KiDSDR4 J115414.693-004720.92,178.561221,-0.789145,19.0313,0.00580331,0.44,0.41,0.59,2.6,2.577,1.0,0.26,2.0,39881.0,80558,0.4499274492263794,10.597881317138672,45,0.07998475432395935,6.895601272583008,47,4.282877445220946,4.282877445220946,1.6100393533706665,0.9993909597396852,36.62166976928711,PG + PG,4,11.461014,289077170000.0,0.119648345,0.44993,0.07998475432395935,0.4499274492263794,6.895601272583008,10.597881317138672,296.02772621005204,1140.5611813696112,19473382498.073856,0.26,0.9993909597396852
2,33,galaxy_219.72969_-0.5973.fits.png,KiDSDR4 J143855.125-003550.15,219.72969,-0.597266,18.2356,0.0034342,0.39,0.36,0.41,4.6,1.96,0.998,0.459,0.0,569641.0,100696,0.3597139120101929,11.78101634979248,47,0.8263645172119141,6.681199073791504,45,5.561294555664063,5.561294555664063,1.2013747692108154,0.9965854287147522,31.87882995605469,PG + PG,4,11.636249,432761470000.0,0.34240407,0.35971,0.3597139120101929,0.8263645172119141,11.78101634979248,6.681199073791504,993.5066839048845,1515.4438108279994,432761470976.0,0.45999999999999996,0.9965854287147522
