,Experiment,phase1_time,phase1_likelihood,phase2_time,phase2_likelihoodphase3_time,phase3_likelihood,phase2_likelihood,phase3_time
0,1,998.9900179896504,-867.0362452443276,1747.6103746499866,,1719.8962767462153,1832.2078058812963,14440.17440487817
