,Experiment,phase1_time,phase1_likelihood,phase2_time,phase2_likelihoodphase3_time,phase3_likelihood,phase2_likelihood,phase3_time
0,2,2.108587432652712,-498.77054706297736,0.8748147189617157,,1866.0047210232633,1253.8696143238722,11617.04581407085
