,DEC,GAMA_ID,ID,KIDS_ID,P1,P3,R,RA,Unnamed: 0_x,Unnamed: 0_y,cnn_probability,corrected_stellar_mass,dlens,dsource,error,lambdar_log_mstar,lambdar_log_mstar_error,lambdar_mstar,mag,mag_err,name,normalized_score,num_0,prob,probability,rms,s*p/10,score,sigma1,sigma2,sigma3,sigma4,sigma_lens,sigma_source,template1,template2,type,type_number,z,z1,z2,z_max,z_min,zlens,zphot,zsource
31,0.02337,77312.0,2749.0,,0.887,0.99,1.3827390670776367,212.84528,344,90672.0,0.99,322716041216.0,1017.0348722108188,1501.66511222773,38.93510055541992,11.508821,0.117612004,322716040000.0,,,,0.11428571428571428,,1.0,,,,8.0,12.457383155822756,4.062300205230713,2.9378645420074463,2.9378645420074463,12.457383155822756,4.062300205230713,40.0,42.0,ELG + ELG,3,0.3729,0.3729970455169678,0.8049169778823853,,,0.3729970455169678,,0.8049169778823853
32,0.05829,78854.0,1377.0,,0.98,0.9309999999999999,1.3914625644683838,218.86758,370,113007.0,0.98,113658044416.0,963.4397066107655,1388.90409929115,61.66193008422852,11.0556,0.17158923,113658044000.0,,,,0.05714285714285714,,0.9497814774513244,,,,4.0,5.920869827270508,4.681939601898193,3.3647615909576416,3.3647615909576416,5.920869827270508,4.681939601898193,40.0,40.0,ELG + ELG,3,0.3437,0.343286007642746,0.6609829068183899,,,0.343286007642746,,0.6609829068183899
33,-1.7087900000000005,508050.0,1905.0,,0.866,,1.2230722904205322,215.57336,402,115327.0,0.866,124267082452.0436,661.2660261235579,1089.5082496307632,51.72885513305664,11.528065,0.12107309,337337580000.0,,,,0.05714285714285714,,0.9833397269248962,,,,4.0,5.481457233428955,3.7135543823242183,3.0362510681152344,3.0362510681152344,3.7135543823242183,5.481457233428955,40.0,40.0,ELG + ELG,3,0.41641,0.4165388345718384,0.2047271877527237,,,0.2047271877527237,,0.4165388345718384
34,-1.58451,3886216.0,1340.0,,0.843,,1.3024464845657349,136.0962,57,56215.0,0.843,520894939136.0,1069.6226263754472,1550.162079850647,40.514793395996094,11.71675,0.11510155,520894940000.0,,,,0.11428571428571428,,0.9877343773841858,,,,8.0,8.735891342163086,5.979778289794923,4.591189384460449,4.591189384460449,8.735891342163086,5.979778289794923,45.0,45.0,PG + PG,4,0.40417,0.4041702151298523,0.8859135508537292,,,0.4041702151298523,,0.8859135508537292
35,-1.827,138582.0,2828.0,,0.975,0.986,1.3248893022537231,183.14009,171,74160.0,0.986,366378156032.0,929.006684139526,1114.6091773191806,35.33502578735352,11.56393,0.12026352,366378160000.0,,,,0.2,,0.9999466538429259,,,,14.0,9.727863311767578,4.904556751251222,3.7018616199493413,3.7018616199493413,9.727863311767578,4.904556751251222,44.0,47.0,PG + PG,4,0.32537,0.3251754939556122,0.4326481819152832,,,0.3251754939556122,,0.4326481819152832
36,1.56082,238892.0,1924.0,,0.892,,1.2878119945526123,215.56828,384,96169.0,0.892,306342985728.0,889.2278212761719,1436.7245565165806,37.94549179077149,11.486208,0.095255926,306343000000.0,,,,0.05714285714285714,,1.0,,,,4.0,11.378454208374025,3.843106746673584,2.9842140674591064,2.9842140674591064,11.378454208374025,3.843106746673584,44.0,45.0,PG + PG,4,0.30489,0.3051163554191589,0.7162910103797913,,,0.3051163554191589,,0.7162910103797913
37,1.9728900000000005,251874.0,2253.0,,0.9590000000000001,,1.311212182044983,220.77951,385,107213.0,0.9590000000000001,115707666432.0,955.431563705811,1497.2250901060986,36.265525817871094,11.063362,0.22509463,115707670000.0,,,,0.05714285714285714,,0.9713600277900696,,,,4.0,9.344691276550293,6.804222106933594,5.189260959625244,5.189260959625244,9.344691276550293,6.804222106933594,47.0,45.0,PG + PG,4,0.33869,0.33900901675224304,0.7982330322265625,,,0.33900901675224304,,0.7982330322265625
38,-0.01464,592910.0,1852.0,,0.8240000000000001,0.961,1.2294772863388062,214.63086,420,94524.0,0.961,330218012672.0,800.7253414274553,1389.2577131033875,35.77731704711914,11.518801,0.10629981,330218000000.0,,,,0.05714285714285714,,1.0,,,,4.0,12.177196502685547,3.352957963943481,2.7271411418914795,2.7271411418914795,12.177196502685547,3.352957963943481,44.0,45.0,PG + PG,4,0.26334,0.2634434700012207,0.6613672971725464,,,0.2634434700012207,,0.6613672971725464
39,0.744506,16104.0,,KiDSDR4 J143042.767+004440.22,,,1.5544798374176023,217.678198,35,97350.0,1.0,161541603328.0,850.8193731495664,1529.2028067960075,37.65459060668945,11.208284,0.10369993,161541600000.0,18.9703,0.00523834,galaxy_217.6782_0.7445.fits.png,0.4,1.0,1.0,0.998,2.6830000000000003,0.399,4.0,11.283794403076172,4.249801158905028,2.733905553817749,2.733905553817749,11.283794403076172,4.249801158905028,40.0,43.0,PG + ELG,1,0.28656,0.28655707836151123,0.8489437699317932,0.44,0.37,0.28655707836151123,0.41,0.8489437699317932
40,-0.789145,39881.0,,KiDSDR4 J115414.693-004720.92,,,1.6100393533706665,178.561221,22,80558.0,0.9993909597396852,19473382498.073856,296.02772621005204,1140.5611813696112,36.62166976928711,11.461014,0.119648345,289077170000.0,19.0313,0.00580331,galaxy_178.56122_-0.7891.fits.png,0.26,2.0,0.9993909597396852,1.0,2.577,0.26,2.6,10.597881317138672,6.895601272583008,4.282877445220946,4.282877445220946,6.895601272583008,10.597881317138672,45.0,47.0,ELG + ELG,3,0.44993,0.4499274492263794,0.07998475432395935,0.59,0.41,0.07998475432395935,0.44,0.4499274492263794
41,-0.597266,569641.0,,KiDSDR4 J143855.125-003550.15,,,1.2013747692108154,219.72969,33,100696.0,0.9965854287147522,432761470976.0,993.5066839048845,1515.4438108279994,31.87882995605469,11.636249,0.34240407,432761470000.0,18.2356,0.0034342,galaxy_219.72969_-0.5973.fits.png,0.45999999999999996,0.0,0.9965854287147522,0.998,1.96,0.459,4.6,11.78101634979248,6.681199073791504,5.561294555664063,5.561294555664063,11.78101634979248,6.681199073791504,47.0,45.0,ELG + ELG,3,0.35971,0.3597139120101929,0.8263645172119141,0.41,0.36,0.3597139120101929,0.39,0.8263645172119141
