,Experiment,phase1_time,phase1_likelihood,phase2_time,phase2_likelihoodphase3_time,phase3_likelihood,phase2_likelihood,phase3_time
0,2,656.7183637879789,-103.15439889636218,1905.653733117506,,3942.7322091898004,1700.2337147735975,11654.7095809374
