,Experiment,phase1_time,phase1_likelihood,phase2_time,phase2_likelihoodphase3_time,phase3_likelihood,phase2_likelihood,phase3_time
0,1,2.200828632339835,-923.3876174567961,0.6982116438448429,,-442.212389414409,-156.91046942799312,8053.838394816965
