,Unnamed: 0_x,GAMA_ID,ID,RA,DEC,score,Unnamed: 0_y,z1,sigma1,template1,z2,sigma2,template2,sigma3,sigma4,R,prob,error,type,type_number,lambdar_log_mstar,lambdar_mstar,lambdar_log_mstar_error,z,zlens,zsource,sigma_lens,sigma_source,dlens,dsource,corrected_stellar_mass,P1,P3,normalized_score,cnn_probability,m_half_re,sigma_star,theta_e_pm,theta_e_sis
28,384,238892.0,1924,215.56828,1.56082,4.0,96169.0,0.3051163554191589,11.378454208374025,44.0,0.7162910103797913,3.843106746673584,45.0,2.9842140674591064,2.9842140674591064,1.2878119945526123,1.0,37.94549179077149,ELG + ELG,3,11.486208,306343000000.0,0.095255926,0.30489,0.3051163554191589,0.7162910103797913,11.378454208374025,3.843106746673584,889.2278212761719,1436.7245565165806,306342985728.0,0.892,,0.05714285714285714,0.892,250698990000.0,260.35410607426724,0.934488110614445,0.7466395538508604
29,385,251874.0,2253,220.77951,1.9728900000000005,4.0,107213.0,0.33900901675224304,9.344691276550293,47.0,0.7982330322265625,6.804222106933594,45.0,5.189260959625244,5.189260959625244,1.311212182044983,0.9713600277900696,36.265525817871094,ELG + ELG,3,11.063362,115707670000.0,0.22509463,0.33869,0.33900901675224304,0.7982330322265625,9.344691276550293,6.804222106933594,955.431563705811,1497.2250901060986,115707666432.0,0.9590000000000001,,0.05714285714285714,0.9590000000000001,74232720000.0,198.0362800693079,0.4780477126360825,0.41021387583782576
30,420,592910.0,1852,214.63086,-0.01464,4.0,94524.0,0.2634434700012207,12.177196502685547,44.0,0.6613672971725464,3.352957963943481,45.0,2.7271411418914795,2.7271411418914795,1.2294772863388062,1.0,35.77731704711914,ELG + ELG,3,11.518801,330218000000.0,0.10629981,0.26334,0.2634434700012207,0.6613672971725464,12.177196502685547,3.352957963943481,800.7253414274553,1389.2577131033875,330218012672.0,0.8240000000000001,0.961,0.05714285714285714,0.961,275355400000.0,265.90286296567865,1.0881750990144927,0.865780255856133
31,4,3629152.0,1933,135.88863999999998,-0.97487,26.0,54429.0,0.4066231548786163,4.3280086517333975,40.0,0.7871177792549133,3.691353082656861,40.0,3.0299975872039795,3.0299975872039795,1.2182693481445312,0.7928287386894226,87.77485656738281,PG + PG,4,11.630485,427055780000.0,0.11205658,0.4059,0.4066231548786163,0.7871177792549133,4.3280086517333975,3.691353082656861,1073.6094960877542,1489.6837996994072,427055775744.0,,0.883,0.37142857142857144,0.883,379750580000.0,285.8289227858531,0.8961164526532284,0.6595735886365115
32,15,3891172.0,3056,139.22725,-1.54519,16.0,60082.0,0.3395165801048279,8.936283111572266,40.0,0.609051525592804,4.309550285339356,40.0,2.9489028453826904,2.9489028453826904,1.461408019065857,0.9999913573265076,50.43042755126953,PG + PG,4,11.42204,264265200000.0,0.11927549,0.33952,0.3395165801048279,0.609051525592804,8.936283111572266,4.309550285339356,956.3858672293254,1338.1887783858308,264265203712.0,0.9059999999999999,0.807,0.22857142857142856,0.9059999999999999,208421570000.0,249.7659519308133,0.7109117313432544,0.5144728175335288
33,45,3896212.0,1483,129.80597,-0.8302200000000001,8.0,37896.0,0.38068437576293945,9.616504669189453,40.0,0.8475534915924072,4.122061252593993,42.0,2.8739044666290283,2.8739044666290283,1.4343069791793823,0.9999988079071044,51.45428466796875,PG + PG,4,11.776137,597224100000.0,0.10063938,0.38068,0.38068437576293945,0.8475534915924072,9.616504669189453,4.122061252593993,1030.3402204415704,1528.3771389739725,597224128512.0,0.997,0.9590000000000001,0.11428571428571428,0.997,577516500000.0,314.07588634136295,1.2184490193384052,0.9291253385041324
34,329,262874.0,26,221.61067000000003,2.2238900000000004,12.0,139125.0,0.3855810463428497,6.221604347229004,40.0,0.8589239716529846,3.421708345413208,41.0,2.8116624355316158,2.8116624355316158,1.2169698476791382,0.9991628527641296,65.07320404052734,PG + PG,4,11.252039,178664780000.0,0.12878208,0.38552,0.3855810463428497,0.8589239716529846,6.221604347229004,3.421708345413208,1038.6988013332705,1535.04876816321,178664783872.0,,0.986,0.17142857142857143,0.986,127773670000.0,223.74995018282846,0.5686025219320571,0.46791376984505456
35,343,296451.0,2635,211.85399,1.55536,8.0,165925.0,0.44453489780426025,9.042179107666016,40.0,0.8786750435829163,4.203336715698241,42.0,2.968419551849365,2.968419551849365,1.4160183668136597,0.9999939203262328,49.97542190551758,PG + PG,4,11.861844,727518540000.0,0.078381814,0.44453,0.44453489780426025,0.8786750435829163,9.042179107666016,4.203336715698241,1132.5678293028868,1546.2065547277614,727518543872.0,0.968,0.975,0.11428571428571428,0.975,739090700000.0,331.98478709245626,1.1912244452236733,0.8522444050579021
36,344,77312.0,2749,212.84528,0.02337,8.0,90672.0,0.3729970455169678,12.457383155822756,40.0,0.8049169778823853,4.062300205230713,42.0,2.9378645420074463,2.9378645420074463,1.3827390670776367,1.0,38.93510055541992,PG + PG,4,11.508821,322716040000.0,0.117612004,0.3729,0.3729970455169678,0.8049169778823853,12.457383155822756,4.062300205230713,1017.0348722108188,1501.66511222773,322716041216.0,0.887,0.99,0.11428571428571428,0.99,267558260000.0,264.1913386884498,0.8307301370227472,0.6511014782002333
37,370,78854.0,1377,218.86758,0.05829,4.0,113007.0,0.343286007642746,5.920869827270508,40.0,0.6609829068183899,4.681939601898193,40.0,3.3647615909576416,3.3647615909576416,1.3914625644683838,0.9497814774513244,61.66193008422852,PG + PG,4,11.0556,113658044000.0,0.17158923,0.3437,0.343286007642746,0.6609829068183899,5.920869827270508,4.681939601898193,963.4397066107655,1388.90409929115,113658044416.0,0.98,0.9309999999999999,0.05714285714285714,0.98,72592695000.0,197.04419749482943,0.4331413743689705,0.3437893131218448
38,402,508050.0,1905,215.57336,-1.7087900000000005,4.0,115327.0,0.4165388345718384,5.481457233428955,40.0,0.2047271877527237,3.7135543823242183,40.0,3.0362510681152344,3.0362510681152344,1.2230722904205322,0.9833397269248962,51.72885513305664,PG + PG,4,11.528065,337337580000.0,0.12107309,0.41641,0.2047271877527237,0.4165388345718384,3.7135543823242183,5.481457233428955,661.2660261235579,1089.5082496307632,124267082452.0436,0.866,,0.05714285714285714,0.866,282796200000.0,267.50147946487147,1.1689021499102303,0.8129904619737041
