,name,KIDS_ID,RA,DEC,mag,mag_err,zphot,z_min,z_max,score,rms,probability,s*p/10,num_0,GAMA_ID,Z,STELLAR_MASS,f_dm,theta_e_Ang_slide,D1,D2,z1,sigma1,template1,z2,sigma2,template2,sigma3,sigma4,R,prob,error
10,galaxy_182.57383_-2.5036.fits.png,KiDSDR4 J121017.719-023013.12,182.573831,-2.503647,19.1443,0.00510212,0.47,0.43,0.49,4.8,2.857,0.989,0.475,1.0,125108,0.3397000133991241,91320000512.0,0.5348735676829081,0.9132457027037536,956.7304897273947,1913.4609794547894,0.3396837115287781,7.7824907302856445,40,0.26339077949523926,4.125181198120117,47,3.0131850242614746,3.0131850242614746,1.3690434694290161,0.9998441338539124,52.29212951660156
11,LRG_176.17205_0.5021.fits.png,KiDSDR4 J114441.292+003007.45,176.172051,0.502071,19.1674,0.00626357,0.43,0.39,0.45,4.6,3.499,0.978,0.45,1.0,84149,0.36980000138282776,285199990784.0,0.5991694359289753,1.6908707424731269,1011.4347312018477,2022.8694624036955,0.3697383999824524,11.183111190795898,40,0.09233283251523972,3.001732587814331,45,2.825566291809082,2.825566291809082,1.0623472929000854,1.0,46.349422454833984
12,galaxy_175.30418_0.2697.fits.png,KiDSDR4 J114113.002+001610.81,175.304178,0.26967,18.8349,0.00533503,0.6,0.55,0.62,4.0,2.6830000000000003,1.0,0.4,1.0,609353,0.3847000002861023,94930001920.0,0.5370624536554395,0.8963837517995077,1037.201502051431,2074.4030041028614,0.38473808765411377,8.941431999206543,42,0.48053646087646484,3.1281633377075195,45,2.878429651260376,2.878429651260376,1.086760401725769,0.9999996423721313,45.06787872314453
13,LRG_178.25068_-1.162.fits.png,KiDSDR4 J115300.162-010943.30,178.250678,-1.162029,18.6057,0.00396283,0.48,0.45,0.5,4.0,2.6830000000000003,0.833,0.333,1.0,31088,0.2680999934673309,94919999488.0,0.5370565045363523,1.0136377306436284,811.0249394880246,1622.0498789760493,0.2680577337741852,12.11531925201416,40,0.4036245346069336,2.7325475215911865,47,2.5182082653045654,2.5182082653045654,1.0851157903671265,1.0,38.74341583251953
14,galaxy_178.56122_-0.7891.fits.png,KiDSDR4 J115414.693-004720.92,178.561221,-0.789145,19.0313,0.00580331,0.44,0.41,0.59,2.6,2.577,1.0,0.26,2.0,39881,0.4499000012874603,284699983872.0,0.5990703675307929,1.5907174774675732,1140.5207354941215,2281.0414709882434,0.4499274492263794,10.597881317138672,45,0.07998475432395935,6.895601272583008,47,4.282877445220947,4.282877445220947,1.6100393533706665,0.9993909597396851,36.62166976928711
15,galaxy_181.70132_0.3493.fits.png,KiDSDR4 J120648.317+002057.37,181.701323,0.34927,18.6827,0.00399907,0.45,0.42,0.48,2.0,2.757,0.999,0.2,3.0,610781,0.4142000079154968,210200002560.0,0.5819422532075875,1.3718619908420906,1085.789402681987,2171.578805363974,0.4142266511917114,9.662622451782227,45,0.05227838456630707,3.163794994354248,47,3.068601608276367,3.068601608276367,1.0310217142105103,0.9999998807907104,32.12868118286133
16,galaxy_182.60462_-2.1557.fits.png,KiDSDR4 J121025.108-020920.52,182.604619,-2.155702,18.2683,0.00297125,0.35,0.32,0.37,1.2,1.47,0.995,0.119,3.0,131807,0.3221000134944916,79880003584.0,0.5273169498389572,0.8626072706436941,923.0215102104497,1846.043020420899,0.3220635950565338,13.046506881713867,46,0.7389225959777832,4.446541786193848,45,4.172426700592041,4.172426700592041,1.0656968355178833,0.9999997615814209,26.29578399658203
17,LRG_183.09899_-1.551.fits.png,KiDSDR4 J121223.757-013303.65,183.098991,-1.551014,19.8398,0.00613844,0.49,0.46,0.51,1.4,2.8,0.833,0.117,4.0,186111,0.4038999974727631,330599989248.0,0.6075093685644307,1.789352606402848,1069.182112002802,2138.364224005604,0.40392133593559265,8.849190711975098,40,0.05807754397392273,3.192105293273926,47,3.109971046447754,3.109971046447754,1.0264099836349487,0.9999991655349731,53.550071716308594
18,LRG_223.35741_-0.5588.fits.png,KiDSDR4 J145325.778-003331.75,223.357411,-0.558822,19.2185,0.0102516,0.59,0.55,0.61,6.2,1.6,0.956,0.593,0.0,570355,0.4336999952793121,232999993344.0,0.5877562681205656,1.43453632539002,1116.217307285268,2232.434614570536,0.4337136149406433,7.273168563842773,40,0.15707561373710632,3.2812533378601074,47,3.196981906890869,3.196981906890869,1.0263596773147583,0.9998579025268555,61.71015548706055
19,LRG_214.80776_2.9432.fits.png,KiDSDR4 J141913.862+025635.41,214.80776200000003,2.9431700000000003,18.8583,0.00511427,0.42,0.39,0.44,6.2,1.6,0.91,0.564,0.0,265719,0.27790001034736633,131100000256.0,0.5552883500299575,1.1997543025202193,832.3568502068051,1664.7137004136102,0.2779090702533722,9.345833778381348,40,0.018718119710683823,3.669159173965454,46,3.38425612449646,3.38425612449646,1.0841848850250244,0.9999959468841553,50.017333984375
20,galaxy_219.72969_-0.5973.fits.png,KiDSDR4 J143855.125-003550.15,219.72969,-0.597266,18.2356,0.0034342,0.39,0.36,0.41,4.6,1.96,0.998,0.459,0.0,569641,0.3596999943256378,169800007680.0,0.5698919017216215,1.2708231452774876,993.4816690189017,1986.9633380378036,0.35971391201019287,11.78101634979248,47,0.8263645172119141,6.681199073791504,45,5.5612945556640625,5.5612945556640625,1.2013747692108154,0.9965854287147522,31.878829956054688
21,galaxy_214.20758_1.6395.fits.png,KiDSDR4 J141649.819+013822.23,214.207581,1.6395099999999998,19.209,0.00586216,0.58,0.54,0.6,4.0,2.6830000000000003,0.999,0.4,1.0,238425,0.4336999952793121,150300000256.0,0.5630046675724613,1.1190557359688853,1116.217307285268,2232.434614570536,0.4337293207645416,9.895118713378906,40,0.7735416889190674,3.502363681793213,47,3.3574118614196777,3.3574118614196777,1.0431736707687378,0.9999992251396179,43.04782485961914
22,galaxy_217.6782_0.7445.fits.png,KiDSDR4 J143042.767+004440.22,217.678198,0.744506,18.9703,0.00523834,0.41,0.37,0.44,4.0,2.6830000000000003,0.998,0.399,1.0,16104,0.2865999937057495,85319999488.0,0.5310366097422582,0.9321786148022078,850.9100179563901,1701.8200359127802,0.28655707836151123,11.283794403076172,40,0.8489437699317932,4.249801158905029,43,2.733905553817749,2.733905553817749,1.5544798374176025,1.0,37.65459060668945
23,LRG_219.72264_0.5025.fits.png,KiDSDR4 J143853.432+003009.14,219.722636,0.5025390000000001,18.3223,0.00328325,0.39,0.34,0.41,3.4,3.137,0.995,0.338,2.0,93270,0.2793000042438507,137500000256.0,0.5579793508667317,1.2302022566908608,835.3665989273637,1670.7331978547275,0.279499351978302,12.454071044921875,40,0.03179396316409111,3.3772029876708984,47,3.3476803302764893,3.3476803302764893,1.0088188648223877,1.0,39.412384033203125
24,LRG_215.88388_-0.521.fits.png,KiDSDR4 J142332.130-003115.73,215.883879,-0.521038,19.3595,0.00970765,0.49,0.46,0.51,4.0,3.95,0.8079999999999999,0.32299999999999995,2.0,568653,0.3628999888896942,147999997952.0,0.5621340222200839,1.1725090712799011,999.2130310491581,1998.4260620983162,0.3628639876842499,8.556447982788086,45,0.015623374842107296,3.434375286102295,46,3.394169569015503,3.394169569015503,1.0118454694747925,0.9999906420707703,47.94845962524414
25,galaxy_212.5992_1.6108.fits.png,KiDSDR4 J141023.808+013638.82,212.599204,1.610785,18.5188,0.00276297,0.22,0.19,0.24,2.6,2.577,0.984,0.256,2.0,237852,0.17890000343322754,32700000256.0,0.4768912082878348,0.6540538186193963,593.8800960514986,1187.7601921029973,0.17891857028007507,7.79545259475708,40,0.23361334204673767,3.828641653060913,47,3.5759363174438477,3.5759363174438477,1.070668339729309,0.9995901584625244,54.53248977661133
26,galaxy_218.32657_0.7956.fits.png,KiDSDR4 J143318.377+004744.04,218.326573,0.795567,19.4823,0.00752545,0.61,0.57,0.63,2.4,1.2,0.996,0.239,1.0,16353,0.3555000126361847,107300003840.0,0.543977965876075,0.9848634688616208,985.8977082938617,1971.7954165877234,0.35552048683166504,12.42818832397461,47,0.8206266164779663,7.4466447830200195,45,6.415477275848389,6.415477275848389,1.1607311964035034,0.9949715733528137,28.83286476135254
27,galaxy_215.90358_1.4075.fits.png,KiDSDR4 J142336.859+012427.08,215.903581,1.407523,18.7758,0.00471392,0.63,0.59,0.65,2.0,2.757,0.992,0.198,3.0,297460,0.3285000026226044,117100003328.0,0.5489123979639603,1.0620064087421617,935.4309732840325,1870.861946568065,0.3285200893878937,14.532181739807129,46,0.2983899414539337,5.48946475982666,47,4.39511251449585,4.39511251449585,1.2489930391311646,0.9999997615814209,26.391441345214844
28,LRG_216.3946_2.5116.fits.png,KiDSDR4 J142534.703+023041.84,216.394596,2.511625,18.4645,0.00436091,0.37,0.34,0.39,1.8,1.47,0.904,0.163,2.0,261815,0.29679998755455017,117500002304.0,0.549104923766071,1.1019330145093291,872.211877982291,1744.423755964582,0.2967331111431122,8.37186336517334,40,0.035370517522096634,3.8004276752471924,47,3.0415501594543457,3.0415501594543457,1.249503493309021,0.9999871253967285,48.743892669677734
29,galaxy_215.70142_1.33.fits.png,KiDSDR4 J142248.341+011947.89,215.701423,1.329972,19.2113,0.00582994,0.43,0.39,0.45,1.2,1.47,0.994,0.119,3.0,297426,0.3027999997138977,23970000896.0,0.4593568465347889,0.451346317529416,884.5197613771028,1769.0395227542053,0.3026138246059418,4.845489501953125,44,0.07208864390850067,4.730790138244629,47,4.150188446044922,4.150188446044922,1.1398977041244507,0.48090890049934387,46.274932861328125
30,galaxy_215.70142_1.33.fits.png,KiDSDR4 J142248.341+011947.89,215.701423,1.329972,19.2113,0.00582994,0.43,0.39,0.45,1.2,1.47,0.994,0.119,3.0,297426,0.3027999997138977,23970000896.0,0.4593568465347889,0.451346317529416,884.5197613771028,1769.0395227542053,0.30279332399368286,5.925402641296387,45,0.002005958463996649,4.0698561668396,14,3.6827752590179443,3.6827752590179443,1.1051057577133179,0.9680619239807129,37.64728927612305
31,galaxy_215.70142_1.33.fits.png,KiDSDR4 J142248.341+011947.89,215.701423,1.329972,19.2113,0.00582994,0.43,0.39,0.45,1.2,1.47,0.994,0.119,3.0,297426,0.3027999997138977,23970000896.0,0.4593568465347889,0.451346317529416,884.5197613771028,1769.0395227542053,0.30281543731689453,9.226710319519043,44,0.27415427565574646,4.116858005523682,47,3.43257999420166,3.43257999420166,1.199347972869873,0.9999775290489197,33.5997428894043
32,LRG_214.50005_2.6637.fits.png,KiDSDR4 J141800.011+023949.18,214.500046,2.663662,18.9243,0.00511382,0.47,0.44,0.49,1.2,1.47,0.774,0.093,3.0,362314,0.3671999871730805,244599996416.0,0.5904993380237801,1.5527561908189211,1006.8512269269162,2013.7024538538324,0.36719727516174316,7.7925896644592285,40,0.38351187109947205,4.9562530517578125,47,3.8532660007476807,3.8532660007476807,1.2862473726272583,0.9957813024520874,58.424476623535156
33,LRG_214.50005_2.6637.fits.png,KiDSDR4 J141800.011+023949.18,214.500046,2.663662,18.9243,0.00511382,0.47,0.44,0.49,1.2,1.47,0.774,0.093,3.0,362314,0.3671999871730805,244599996416.0,0.5904993380237801,1.5527561908189211,1006.8512269269162,2013.7024538538324,0.3833807110786438,7.613278865814209,47,0.8580362200737,6.4539289474487305,45,5.458367824554443,5.458367824554443,1.1823917627334595,0.7557533979415894,34.401588439941406
34,LRG_214.50005_2.6637.fits.png,KiDSDR4 J141800.011+023949.18,214.500046,2.663662,18.9243,0.00511382,0.47,0.44,0.49,1.2,1.47,0.774,0.093,3.0,362314,0.3671999871730805,244599996416.0,0.5904993380237801,1.5527561908189211,1006.8512269269162,2013.7024538538324,0.3671078085899353,9.074797630310059,40,0.02944069541990757,3.839916706085205,47,3.7902138233184814,3.7902138233184814,1.0131134986877441,0.9999405741691589,52.505306243896484
35,galaxy_215.7348_-0.0797.fits.png,KiDSDR4 J142256.351-000446.85,215.734799,-0.079683,18.8298,0.00534349,0.59,0.56,0.62,0.6,1.2,0.999,0.06,4.0,593173,0.3411000072956085,135999995904.0,0.5573600563877377,1.1408780468625084,959.3561213296828,1918.7122426593655,0.341130793094635,14.14515495300293,44,0.31051531434059143,6.208802700042725,47,5.784360408782959,5.784360408782959,1.0733776092529297,0.9999527931213379,26.05483627319336
36,LRG_215.69831_0.9496.fits.png,KiDSDR4 J142247.593+005658.56,215.698306,0.949601,18.9866,0.00538038,0.47,0.44,0.49,0.6,1.2,0.775,0.046,4.0,106370,0.3842000067234039,281200001024.0,0.5983719913308071,1.6570184197141342,1036.3504922692332,2072.7009845384664,0.38458237051963806,10.524534225463867,40,0.03009658306837082,2.857671022415161,46,2.8366329669952393,2.8366329669952393,1.0074166059494019,1.0,46.256683349609375
