,Unnamed: 0,name,KIDS_ID,RA,DEC,mag,mag_err,zphot,z_min,z_max,score,rms,probability,s*p/10,num_0,GAMA_ID,Z,STELLAR_MASS,f_dm,theta_e_Ang_slide,D1,D2,z1,sigma1,template1,z2,sigma2,template2,sigma3,sigma4,R,prob,error,type
4,22,galaxy_217.6782_0.7445.fits.png,KiDSDR4 J143042.767+004440.22,217.678198,0.744506,18.9703,0.00523834,0.41,0.37,0.44,4.0,2.6830000000000003,0.998,0.39899999999999997,1.0,16104,0.2865999937057495,85319999488.0,0.5310366097422582,0.9321786148022078,850.9100179563901,1701.8200359127802,0.28655707836151123,11.283794403076172,40,0.8489437699317932,4.249801158905028,43,2.733905553817749,2.733905553817749,1.5544798374176023,1.0,37.65459060668945,PG + ELG
7,32,LRG_214.50005_2.6637.fits.png,KiDSDR4 J141800.011+023949.18,214.500046,2.663662,18.9243,0.00511382,0.47,0.44,0.49,1.2,1.47,0.774,0.09300000000000001,3.0,362314,0.3671999871730805,244599996416.0,0.5904993380237801,1.5527561908189211,1006.8512269269162,2013.7024538538324,0.3671972751617432,7.7925896644592285,40,0.3835118710994721,4.9562530517578125,47,3.8532660007476807,3.8532660007476807,1.2862473726272583,0.9957813024520874,58.424476623535156,PG + ELG
1,10,galaxy_182.57383_-2.5036.fits.png,KiDSDR4 J121017.719-023013.12,182.573831,-2.503647,19.1443,0.00510212,0.47,0.43,0.49,4.8,2.8569999999999998,0.9890000000000001,0.475,1.0,125108,0.3397000133991241,91320000512.0,0.5348735676829081,0.9132457027037536,956.7304897273947,1913.4609794547891,0.3396837115287781,7.7824907302856445,40,0.2633907794952393,4.125181198120116,47,3.0131850242614746,3.0131850242614746,1.369043469429016,0.9998441338539124,52.29212951660156,ELG + PG
6,28,LRG_216.3946_2.5116.fits.png,KiDSDR4 J142534.703+023041.84,216.394596,2.511625,18.4645,0.00436091,0.37,0.34,0.39,1.8,1.47,0.904,0.163,2.0,261815,0.29679998755455017,117500002304.0,0.549104923766071,1.1019330145093291,872.211877982291,1744.423755964582,0.2967331111431122,8.37186336517334,40,0.03537051752209664,3.800427675247192,47,3.0415501594543457,3.0415501594543457,1.249503493309021,0.9999871253967284,48.74389266967773,ELG + PG
0,8,galaxy_183.30933_-0.243.fits.png,KiDSDR4 J121314.238-001434.63,183.309326,-0.2429530000000001,18.5808,0.00328026,0.46,0.42,0.48,5.4,1.96,0.982,0.53,0.0,55728,0.2915000021457672,131200000000.0,0.5553313985551535,1.1799968443626,861.2032956319678,1722.4065912639355,0.291467547416687,11.275955200195312,44,0.26211032271385193,5.176180839538574,47,4.2428550720214835,4.2428550720214835,1.219975829124451,0.9999717473983764,28.58293914794922,PG + PG
2,14,galaxy_178.56122_-0.7891.fits.png,KiDSDR4 J115414.693-004720.92,178.561221,-0.789145,19.0313,0.00580331,0.44,0.41,0.59,2.6,2.577,1.0,0.26,2.0,39881,0.4499000012874603,284699983872.0,0.5990703675307929,1.5907174774675732,1140.5207354941215,2281.0414709882434,0.4499274492263794,10.597881317138672,45,0.07998475432395935,6.895601272583008,47,4.282877445220946,4.282877445220946,1.6100393533706665,0.9993909597396852,36.62166976928711,PG + PG
3,20,galaxy_219.72969_-0.5973.fits.png,KiDSDR4 J143855.125-003550.15,219.72968999999998,-0.597266,18.2356,0.0034341999999999997,0.39,0.36,0.41,4.6,1.96,0.998,0.45899999999999996,0.0,569641,0.3596999943256378,169800007680.0,0.5698919017216215,1.2708231452774876,993.4816690189017,1986.9633380378039,0.3597139120101929,11.78101634979248,47,0.8263645172119141,6.681199073791504,45,5.561294555664063,5.561294555664063,1.2013747692108154,0.9965854287147522,31.87882995605469,PG + PG
5,27,galaxy_215.90358_1.4075.fits.png,KiDSDR4 J142336.859+012427.08,215.903581,1.4075229999999999,18.7758,0.00471392,0.63,0.59,0.65,2.0,2.7569999999999997,0.992,0.198,3.0,297460,0.3285000026226044,117100003328.0,0.5489123979639603,1.0620064087421617,935.4309732840325,1870.861946568065,0.3285200893878937,14.532181739807127,46,0.2983899414539337,5.48946475982666,47,4.3951125144958505,4.3951125144958505,1.2489930391311646,0.9999997615814208,26.391441345214844,PG + PG
