,GAMA_ID,RA,DEC,LENS_SCORE,STELLAR_MASS,Z,TOTAL_MASS,theta_e,theta_e_H0,theta_e_Ang,f_dm,theta_e_H0_slide,theta_e_Ang_slide,z1,sigma1,template1,z2,sigma2,template2,sigma3,sigma4,R,prob,error
0,3578853,130.98196000000002,-1.62032,0.3194613381522037,65370001408.0,0.12210000306367876,167615388225.64102,1.1719307178581546,1.1719307178581546,1.1664415078566104,0.5159992042616205,1.0519890117037267,1.0470615970395627,0.12206968665122986,12.836371421813965,46,0.1249997615814209,5.675530433654785,47,5.1802077293396,5.1802077293396,1.0956183671951294,0.9999050498008728,27.974971771240234
