,DEC,GAMA_ID,KIDS_ID,R,RA,Unnamed: 0_x,Unnamed: 0_y,error,mag,mag_err,name,num_0,prob,probability,rms,s*p/10,score,sigma1,sigma2,sigma3,sigma4,template1,template2,type,type_number,z1,z2,z_max,z_min,zphot,lambdar_log_mstar,lambdar_mstar,lambdar_log_mstar_error,z,zlens,zsource,sigma_lens,sigma_source,dlens,dsource,corrected_stellar_mass,normalized_score,cnn_probability,m_half_re,sigma_star,theta_e_pm,theta_e_sis
0,0.744506,16104.0,KiDSDR4 J143042.767+004440.22,1.5544798374176023,217.678198,35,97350,37.65459060668945,18.9703,0.00523834,galaxy_217.6782_0.7445.fits.png,1.0,1.0,0.998,2.6830000000000003,0.399,4.0,11.283794403076172,4.249801158905028,2.733905553817749,2.733905553817749,40,43,PG + ELG,1,0.28655707836151123,0.8489437699317932,0.44,0.37,0.41,11.208284,161541600000.0,0.10369993,0.28656,0.28655707836151123,0.8489437699317932,11.283794403076172,4.249801158905028,850.8193731495664,1529.2028067960075,161541603328.0,0.4,1.0,112654400000.0,217.50433308191634,0.6909720349006169,0.6066246943044693
1,-0.789145,39881.0,KiDSDR4 J115414.693-004720.92,1.6100393533706665,178.561221,22,80558,36.62166976928711,19.0313,0.00580331,galaxy_178.56122_-0.7891.fits.png,2.0,0.9993909597396852,1.0,2.577,0.26,2.6,10.597881317138672,6.895601272583008,4.282877445220946,4.282877445220946,45,47,ELG + ELG,3,0.4499274492263794,0.07998475432395935,0.59,0.41,0.44,11.461014,289077170000.0,0.119648345,0.44993,0.07998475432395935,0.4499274492263794,6.895601272583008,10.597881317138672,296.02772621005204,1140.5611813696112,19473382498.073856,0.26,0.9993909597396852,233163150000.0,266.0094345649165,2.177273033973626,1.5144901863076297
2,-0.597266,569641.0,KiDSDR4 J143855.125-003550.15,1.2013747692108154,219.72969,33,100696,31.87882995605469,18.2356,0.0034342,galaxy_219.72969_-0.5973.fits.png,0.0,0.9965854287147522,0.998,1.96,0.459,4.6,11.78101634979248,6.681199073791504,5.561294555664063,5.561294555664063,47,45,ELG + ELG,3,0.3597139120101929,0.8263645172119141,0.41,0.36,0.39,11.636249,432761470000.0,0.34240407,0.35971,0.3597139120101929,0.8263645172119141,11.78101634979248,6.681199073791504,993.5066839048845,1515.4438108279994,432761470976.0,0.45999999999999996,0.9965854287147522,386103200000.0,286.89689849079144,1.043050865915419,0.8194154918040781
