,Experiment,phase1_time,phase1_likelihood,phase2_time,phase2_likelihood,phase3_time,phase3_likelihood
0,1,256.66416249237955,57.84337125664432,5238.03535197489,-126.7525780476077,16923.98294725828,43.44838598743331
