# 1: Tile name,# 2: Right ascension (degr,# 3: Declination (degr,# 4: Filter,# 5: Date (start of observation,# 6: Average PSF FWHM (arcsec),# 7: Average PSF ellipticity,# 8: Limiting magnitude (5 sigma,# 9: 98% completeness (mag),# 10: Average effective gain,# 11: Quality grade
KIDS_45.4_-31.2,45.437,-31.159,u,2014-01-28 00:46:46,1.15,0.03,24.27,22.92,3347859000000,B
KIDS_138.0_-1.5,138,-1.489,u,2012-05-17 23:22:59,0.89,0.04,24.12,22.83,3152502000000,B
KIDS_350.7_-31.2,350.68,-31.159,g,2013-10-27 04:41:29,0.73,0.05,25.03,24.12,16398860000000,B
KIDS_187.0_-1.5,187,-1.489,i,2012-07-04 01:40:52,0.62,0.05,23.1,22.2,12667030000000,C
KIDS_138.0_-1.5,138,-1.489,r,2013-03-07 03:48:11,0.5,0.05,25.06,24.29,31568110000000,B
KIDS_187.0_-1.5,187,-1.489,g,2014-04-03 04:20:15,0.85,0.04,25.04,23.96,17845110000000,A
KIDS_215.0_-1.5,215,-1.489,u,2014-05-28 01:37:48,1.13,0.04,23.92,22.81,2416481000000,A
KIDS_215.0_-1.5,215,-1.489,r,2014-06-22 01:16:13,0.72,0.04,25.06,24.06,31287810000000,A
KIDS_216.0_0.5,216,0.5,r,2013-07-11 23:27:50,0.72,0.05,24.91,23.99,31624710000000,A
KIDS_350.7_-31.2,350.68,-31.159,i,2015-05-05 09:16:37,1.16,0.04,23.49,22.16,12699070000000,B
KIDS_214.6_2.5,214.596,2.478,r,2014-04-28 05:01:52,0.63,0.05,24.93,24.11,31229620000000,B
KIDS_173.5_-2.5,173.482,-2.478,u,2013-06-07 00:29:37,1.25,0.04,24.08,22.82,3258062000000,B
KIDS_351.9_-30.2,351.949,-30.17,u,2013-10-27 00:37:01,1.21,0.09,24.24,23.17,3507662000000,B
KIDS_181.5_-2.5,181.504,-2.478,i,2013-01-26 05:46:25,0.93,0.04,23.56,22.45,13635980000000,B
KIDS_351.9_-30.2,351.949,-30.17,r,2013-11-25 01:49:14,0.6,0.05,25,24.16,30478850000000,B
KIDS_173.5_-2.5,173.482,-2.478,r,2014-03-26 03:04:54,0.6,0.06,24.92,24.12,29803080000000,B
KIDS_44.7_-32.1,44.706,-32.148,i,2014-07-14 08:23:28,0.89,0.05,23.52,22.31,13276310000000,B
KIDS_344.6_-33.1,344.554,-33.137,g,2013-10-10 05:22:06,0.99,0.06,25.09,23.95,16899590000000,A
KIDS_181.5_-2.5,181.504,-2.478,g,2014-04-19 23:54:14,1.12,0.06,25.09,23.9,16586000000000,A
KIDS_50.6_-32.1,50.588,-32.148,r,2013-10-12 07:43:41,0.9,0.04,24.96,23.87,31866430000000,A
KIDS_338.8_-32.1,338.824,-32.148,i,2011-09-16 02:20:17,0.54,0.05,23.81,23.06,13832590000000,B
KIDS_344.6_-33.1,344.554,-33.137,i,2012-05-08 08:33:43,0.71,0.05,23.45,22.41,12866600000000,B
KIDS_176.0_-1.5,176,-1.489,u,2012-03-19 03:30:47,0.91,0.04,24.2,22.97,3326371000000,B
KIDS_173.5_-2.5,173.482,-2.478,g,2015-02-12 03:43:23,1.07,0.05,24.99,23.77,15160970000000,B
KIDS_351.9_-30.2,351.949,-30.17,g,2014-11-24 01:37:34,0.65,0.06,25.19,24.27,17476380000000,A
KIDS_173.5_-2.5,173.482,-2.478,i,2012-12-30 05:49:54,0.86,0.06,23.42,22.36,13560600000000,B
KIDS_181.5_-2.5,181.504,-2.478,r,2014-02-27 07:27:27,0.65,0.05,24.8,23.87,29541110000000,B
KIDS_351.9_-30.2,351.949,-30.17,i,2012-06-30 05:32:11,0.87,0.06,23.67,22.62,12788740000000,B
KIDS_329.7_-31.2,329.709,-31.159,u,2014-07-21 08:21:34,1.19,0.05,24.12,23.14,3348710000000,A
KIDS_181.5_-2.5,181.504,-2.478,u,2013-04-29 00:38:54,0.88,0.04,24.1,22.7,3289157000000,B
KIDS_341.8_-29.2,341.772,-29.181,r,2015-06-22 07:55:12,0.72,0.04,25.08,24.13,29655530000000,A
