# 1: Tile name,# 2: Right ascension (degr,# 3: Declination (degr,# 4: Filter,# 5: Date (start of observation,# 6: Average PSF FWHM (arcsec),# 7: Average PSF ellipticity,# 8: Limiting magnitude (5 sigma,# 9: 98% completeness (mag),# 10: Average effective gain,# 11: Quality grade
KIDS_217.6_-2.5,217.604,-2.478,i,2013-03-25 07:59:48,1.27,0.04,23.67,22.26,13299550000000,B
KIDS_352.9_-33.1,352.871,-33.137,i,2012-06-01 06:53:13,0.71,0.05,23.47,22.52,12682240000000,B
KIDS_212.6_-2.5,212.591,-2.478,i,2012-07-03 01:44:42,0.64,0.05,23.38,22.47,13016060000000,C
KIDS_213.6_-2.5,213.593,-2.478,g,2015-06-17 23:54:50,1.07,0.07,25.21,24.03,16589610000000,A
KIDS_213.6_-2.5,213.593,-2.478,i,2014-03-12 05:50:34,0.52,0.06,23.86,22.98,12689070000000,A
KIDS_212.6_-2.5,212.591,-2.478,g,2015-05-19 02:17:28,1.11,0.04,25.18,23.93,16632580000000,B
KIDS_217.6_-2.5,217.604,-2.478,g,2015-06-20 03:03:55,1.05,0.04,24.88,23.68,11712350000000,B
KIDS_36.5_-32.1,36.471,-32.148,i,2012-07-02 09:12:14,0.78,0.05,23.59,22.55,12754040000000,A
KIDS_349.4_-32.1,349.412,-32.148,r,2013-10-01 01:22:37,0.59,0.05,24.93,24.03,30832590000000,B
KIDS_133.0_-1.5,133,-1.489,u,2012-03-20 02:43:24,0.95,0.04,24.25,22.91,3282166000000,B
KIDS_52.3_-33.1,52.277,-33.137,u,2014-12-26 03:38:34,0.87,0.04,24.21,23.04,3329902000000,A
KIDS_47.1_-32.1,47.059,-32.148,i,2011-12-18 04:43:46,0.76,0.04,23.91,22.87,13415200000000,C
KIDS_346.0_-31.2,346.019,-31.159,r,2012-08-22 07:47:13,0.73,0.05,25.04,24.1,29982340000000,A
KIDS_133.0_-1.5,133,-1.489,g,2014-02-20 01:48:12,0.91,0.04,25.05,23.86,17239080000000,A
KIDS_341.6_-30.2,341.597,-30.17,i,2012-07-02 05:15:04,0.71,0.05,23.36,22.38,12737430000000,B
KIDS_47.1_-32.1,47.059,-32.148,u,2013-10-29 06:32:20,1.1,0.04,24.23,22.89,3383051000000,B
KIDS_345.0_-30.2,345.048,-30.17,r,2014-09-28 03:02:45,0.82,0.05,24.94,23.89,30407910000000,B
KIDS_213.0_-1.5,213,-1.489,r,2013-07-12 00:10:45,0.58,0.05,24.96,24.13,31601120000000,B
KIDS_137.0_1.5,137,1.489,u,2013-04-29 00:14:44,0.81,0.04,24.14,22.72,3253906000000,B
KIDS_219.0_1.5,219,1.489,u,2012-06-16 02:34:07,1.09,0.04,24.11,22.87,3248072000000,A
KIDS_51.8_-32.1,51.765,-32.148,i,2011-11-07 06:34:55,0.58,0.05,23.85,23.04,13703040000000,B
KIDS_137.0_1.5,137,1.489,r,2014-01-29 06:14:14,0.59,0.04,25.03,24.15,29989210000000,A
KIDS_337.2_-29.2,337.215,-29.181,g,2015-06-24 06:17:56,0.91,0.04,25.15,24,16191600000000,A
KIDS_185.5_-2.5,185.515,-2.478,u,2014-03-25 05:05:03,0.8,0.04,24.15,23.04,3368896000000,B
KIDS_185.5_-2.5,185.515,-2.478,r,2014-03-01 06:07:23,0.78,0.04,24.92,23.91,31867620000000,B
KIDS_337.2_-29.2,337.215,-29.181,i,2012-07-26 03:12:09,1.11,0.04,23.87,22.57,12785560000000,A
KIDS_347.3_-30.2,347.348,-30.17,u,2013-10-28 00:39:19,1.2,0.03,24.31,23.19,3498377000000,B
KIDS_335.3_-32.1,335.294,-32.148,g,2015-05-01 09:05:34,1.23,0.07,25.07,23.76,16794010000000,A
KIDS_220.0_-1.5,220,-1.489,r,2014-03-26 07:27:24,0.67,0.06,24.9,24.03,30042360000000,B
KIDS_340.4_-30.2,340.447,-30.17,u,2014-07-25 06:02:20,1.09,0.04,24.3,23.06,3481185000000,B
KIDS_48.7_-33.1,48.713,-33.137,i,2011-11-08 03:05:29,0.83,0.06,23.73,22.67,13905630000000,B
KIDS_220.0_-1.5,220,-1.489,i,2013-03-25 05:57:22,0.95,0.05,23.68,22.49,13531840000000,B
KIDS_343.2_-34.1,343.2,-34.126,u,2013-10-26 03:12:46,0.99,0.05,24.11,23.04,3261314000000,A
KIDS_44.3_-31.2,44.272,-31.159,u,2013-12-31 01:21:15,1.02,0.06,24.26,22.66,3482451000000,B
KIDS_349.6_-30.2,349.649,-30.17,g,2014-11-12 02:34:56,1.09,0.04,25.1,23.86,16254880000000,B
KIDS_138.0_0.5,138,0.5,g,2014-03-01 02:51:11,0.92,0.04,25.11,23.99,17382130000000,B
KIDS_138.0_0.5,138,0.5,u,2014-01-04 06:23:44,1.21,0.03,24.21,22.91,3338826000000,A
KIDS_331.8_-32.1,331.765,-32.148,g,2015-07-16 03:24:21,1.13,0.07,25.12,23.87,15252210000000,A
KIDS_357.6_-32.1,357.647,-32.148,u,2013-08-30 04:26:19,1.04,0.03,24.33,23.17,3461802000000,B
KIDS_138.0_0.5,138,0.5,i,2012-05-07 02:03:31,0.72,0.04,23.11,21.94,12993520000000,C
KIDS_44.3_-31.2,44.272,-31.159,i,2011-11-15 07:15:12,0.89,0.05,23.82,22.62,13261520000000,C
KIDS_0.0_-33.1,0,-33.137,g,2014-08-01 05:31:19,0.82,0.04,25.22,24.17,16718140000000,A
KIDS_347.3_-30.2,347.348,-30.17,i,2012-07-01 06:53:19,0.76,0.07,23.64,22.55,13083670000000,B
KIDS_40.8_-31.2,40.777,-31.159,r,2012-12-11 04:53:41,0.82,0.07,25.16,24.06,30912790000000,A
KIDS_172.5_-2.5,172.479,-2.478,g,2014-12-19 07:25:27,0.92,0.06,25.04,23.92,16418750000000,B
KIDS_51.8_-30.2,51.757,-30.17,g,2015-01-15 03:52:00,1.21,0.04,25.18,23.91,15910830000000,A
KIDS_351.6_-34.1,351.6,-34.126,i,2012-06-06 08:50:21,0.89,0.06,23.47,22.39,13112440000000,C
KIDS_0.0_-31.2,0,-31.159,u,2011-11-27 02:34:04,0.93,0.03,23.97,22.81,3193813000000,A
KIDS_51.8_-30.2,51.757,-30.17,i,2011-11-14 03:27:17,0.9,0.04,23.8,22.65,13904840000000,B
KIDS_35.6_-33.1,35.644,-33.137,r,2013-01-14 00:55:14,0.74,0.05,25.14,24.19,32761210000000,A
KIDS_224.6_2.5,224.624,2.478,u,2014-07-25 00:16:44,1.2,0.06,24.25,23.09,3265608000000,B
KIDS_336.7_-31.2,336.699,-31.159,u,2014-08-22 05:54:12,1.21,0.03,24.29,23.09,3465936000000,B
KIDS_343.9_-30.2,343.898,-30.17,i,2012-07-03 05:26:49,0.7,0.05,23.35,22.37,12989940000000,B
KIDS_182.0_-0.5,182,-0.5,g,2012-07-07 23:49:44,0.75,0.05,24.7,23.76,16080980000000,C
KIDS_345.6_-34.1,345.6,-34.126,u,2013-10-28 02:11:31,0.81,0.04,24.32,23.23,3422558000000,A
KIDS_224.6_2.5,224.624,2.478,i,2012-08-28 00:01:11,0.89,0.05,23.34,22.2,12704160000000,B
KIDS_182.0_-0.5,182,-0.5,i,2015-03-01 03:21:36,0.96,0.05,23.83,22.68,13408970000000,B
KIDS_219.6_2.5,219.61,2.478,g,2015-06-17 01:58:45,0.8,0.04,25.2,24.17,16662960000000,B
KIDS_235.0_0.5,235,0.5,u,2015-07-18 01:37:02,0.94,0.04,24.21,22.88,3086877000000,B
KIDS_50.4_-34.1,50.4,-34.126,i,2012-02-03 02:34:31,1.06,0.04,23.76,22.56,13138290000000,B
KIDS_211.0_1.5,211,1.489,g,2015-06-09 02:34:02,0.8,0.04,25.2,24.2,16493180000000,A
KIDS_337.6_-32.1,337.647,-32.148,i,2012-07-29 04:00:35,0.7,0.05,23.65,22.68,13086210000000,C
KIDS_342.0_-34.1,342,-34.126,g,2014-05-06 09:23:50,1,0.05,25.02,23.88,16554630000000,A
KIDS_211.0_1.5,211,1.489,r,2014-07-21 00:11:46,0.79,0.04,25.02,23.95,31106220000000,A
KIDS_189.0_-0.5,189,-0.5,r,2015-06-09 01:26:03,0.77,0.04,25.03,23.98,29565450000000,A
KIDS_212.0_-0.5,212,-0.5,i,2014-03-12 04:42:38,0.71,0.05,23.72,22.67,12548060000000,B
KIDS_50.6_-32.1,50.588,-32.148,i,2011-11-07 03:03:49,0.94,0.04,23.82,22.65,13731480000000,B
KIDS_176.0_-0.5,176,-0.5,g,2012-03-17 06:04:28,0.91,0.04,24.94,23.74,16759690000000,A
KIDS_141.4_2.5,141.393,2.478,g,2013-04-09 01:07:51,0.8,0.04,25.09,23.98,17513970000000,A
KIDS_225.0_0.5,225,0.5,r,2015-07-18 23:26:36,0.6,0.05,24.97,24.07,30089020000000,B
KIDS_225.0_0.5,225,0.5,u,2015-08-02 23:37:50,1.11,0.03,24.33,23.03,3310167000000,B
KIDS_50.1_-31.2,50.097,-31.159,u,2015-01-15 02:33:48,1.25,0.04,24.31,23.16,3242365000000,A
KIDS_341.6_-30.2,341.597,-30.17,r,2014-09-28 01:34:55,0.84,0.04,25.01,23.96,30353890000000,B
KIDS_134.0_-1.5,134,-1.489,g,2014-03-01 03:16:36,0.76,0.04,25.12,24.05,17367830000000,A
KIDS_330.3_-33.1,330.297,-33.137,u,2014-07-28 04:30:02,0.92,0.05,24.31,23.28,3292251000000,C
KIDS_141.4_2.5,141.393,2.478,r,2013-05-02 23:33:20,0.67,0.05,24.79,23.93,31718160000000,A
KIDS_330.3_-33.1,330.297,-33.137,r,2014-11-12 01:09:24,0.8,0.04,25.02,23.99,29532710000000,A
KIDS_41.6_-33.1,41.584,-33.137,r,2013-10-01 08:08:24,0.79,0.06,25.13,24.17,30822950000000,B
KIDS_358.8_-33.1,358.812,-33.137,u,2013-11-24 01:17:40,0.94,0.03,24.19,22.9,3469683000000,B
KIDS_48.7_-33.1,48.713,-33.137,g,2014-01-24 01:02:28,0.92,0.03,25.32,24.15,17581220000000,B
KIDS_335.0_-33.1,335.05,-33.137,u,2014-07-21 08:50:47,1.19,0.04,24.11,22.71,3317533000000,B
KIDS_44.0_-33.1,43.96,-33.137,r,2012-11-18 03:15:05,0.58,0.05,25.16,24.3,29584270000000,B
KIDS_340.0_-32.1,340,-32.148,u,2011-09-20 01:51:25,0.99,0.04,24.32,23.16,3491287000000,B
KIDS_216.0_-1.5,216,-1.489,u,2014-03-01 07:18:41,0.87,0.04,24.24,22.96,3320509000000,B
KIDS_340.0_-32.1,340,-32.148,r,2013-10-01 00:41:05,0.59,0.05,24.93,24.04,30774340000000,B
KIDS_216.0_-1.5,216,-1.489,r,2013-07-11 01:17:40,0.81,0.06,24.92,23.91,31145750000000,B
KIDS_221.0_-1.5,221,-1.489,i,2013-02-26 08:42:49,1.18,0.03,23.41,22.06,13601990000000,B
KIDS_35.6_-33.1,35.644,-33.137,u,2014-10-29 03:05:03,1.13,0.04,24.27,23.07,3278171000000,B
KIDS_349.2_-34.1,349.2,-34.126,g,2014-07-30 05:52:51,0.87,0.04,25.28,24.16,17622110000000,B
KIDS_43.7_-30.2,43.706,-30.17,i,2011-11-14 07:23:40,1.03,0.04,23.54,22.39,13557280000000,B
KIDS_342.4_-32.1,342.353,-32.148,g,2014-11-11 00:24:54,1.17,0.05,25.12,23.8,16224400000000,B
KIDS_187.5_2.5,187.521,2.478,g,2015-05-10 23:23:35,1.09,0.04,25.14,23.92,16933880000000,B
KIDS_223.0_-1.5,223,-1.489,u,2014-03-07 07:53:01,0.97,0.04,24.15,22.79,3366988000000,B
KIDS_335.0_-33.1,335.05,-33.137,r,2015-06-22 07:17:56,0.72,0.04,25.05,24.05,29377000000000,B
KIDS_159.0_0.5,159,0.5,i,2012-12-26 06:10:09,0.78,0.05,23.64,22.6,14088540000000,B
KIDS_216.0_-1.5,216,-1.489,i,2013-03-25 07:26:26,1.16,0.04,23.68,22.4,13538680000000,B
KIDS_176.0_-1.5,176,-1.489,g,2013-04-06 05:43:10,0.81,0.05,25.05,24.01,16744860000000,B
KIDS_159.0_0.5,159,0.5,u,2015-01-18 07:11:50,0.96,0.06,24.35,23.46,3368796000000,B
KIDS_131.0_-0.5,131,-0.5,r,2014-01-03 06:01:00,0.63,0.05,25.01,24.12,30754060000000,B
KIDS_45.1_-33.1,45.149,-33.137,r,2012-11-17 05:43:53,0.93,0.04,25.14,23.98,29381170000000,B
KIDS_223.0_-1.5,223,-1.489,g,2014-04-03 08:33:15,0.79,0.04,25.02,23.97,17313730000000,A
KIDS_47.5_-33.1,47.525,-33.137,i,2011-12-18 06:22:36,0.85,0.05,23.76,22.7,12990240000000,C
KIDS_0.0_-33.1,0,-33.137,u,2014-08-02 06:35:55,1.05,0.04,24.36,23.25,3453212000000,A
KIDS_350.7_-31.2,350.68,-31.159,u,2012-08-14 08:19:45,1.02,0.03,24.17,22.82,3307933000000,A
KIDS_159.0_0.5,159,0.5,r,2015-01-18 06:21:29,0.71,0.07,25.15,24.15,29762190000000,A
KIDS_342.4_-32.1,342.353,-32.148,u,2013-09-24 01:20:53,0.9,0.04,24.33,23.21,3364483000000,B
KIDS_49.5_-30.2,49.457,-30.17,r,2013-10-10 07:49:38,0.76,0.04,25.13,24.2,31837580000000,A
KIDS_138.0_-1.5,138,-1.489,g,2012-12-15 07:06:41,0.95,0.07,25.13,23.91,17348890000000,B
KIDS_234.0_-0.5,234,-0.5,u,2015-07-18 01:13:09,1,0.04,24.24,22.82,3138973000000,B
KIDS_234.0_-0.5,234,-0.5,r,2015-07-17 01:30:53,0.62,0.05,25.13,24.17,30324810000000,B
KIDS_216.0_0.5,216,0.5,g,2014-04-09 08:23:54,0.67,0.05,25.02,24.07,16511630000000,A
KIDS_187.0_-1.5,187,-1.489,u,2013-03-18 06:38:50,1.19,0.04,24.15,22.95,3243120000000,B
KIDS_45.4_-31.2,45.437,-31.159,i,2011-12-22 05:06:38,1.07,0.04,23.96,22.64,11661370000000,B
KIDS_189.0_-0.5,189,-0.5,u,2015-05-21 01:02:33,1.06,0.03,24.18,23.04,3371285000000,A
KIDS_352.9_-33.1,352.871,-33.137,g,2013-10-28 05:08:27,0.91,0.05,25.04,23.96,15883990000000,A
KIDS_44.7_-32.1,44.706,-32.148,u,2012-10-16 07:50:05,0.66,0.04,24.24,23.11,3352538000000,B
KIDS_237.0_-0.5,237,-0.5,u,2013-04-17 07:55:33,0.97,0.07,24.13,22.85,3248375000000,B
KIDS_237.0_0.5,237,0.5,r,2013-07-12 02:43:19,0.56,0.05,25,24.1,31207220000000,B
KIDS_339.3_-30.2,339.297,-30.17,r,2014-06-22 06:50:06,0.71,0.05,25.04,24,31087180000000,A
KIDS_339.3_-30.2,339.297,-30.17,g,2013-10-07 00:29:15,0.85,0.04,25.22,24.15,17605310000000,A
KIDS_217.0_1.5,217,1.489,u,2014-03-12 08:47:45,0.88,0.04,24.09,22.87,3042554000000,A
KIDS_48.3_-30.2,48.307,-30.17,i,2011-11-14 06:14:30,0.85,0.04,23.69,22.62,13655170000000,B
KIDS_337.4_-33.1,337.426,-33.137,i,2012-07-26 03:44:05,0.89,0.04,24.01,22.92,12983620000000,A
KIDS_138.4_2.5,138.384,2.478,u,2013-04-12 00:33:23,1.03,0.03,24.18,22.89,3302616000000,C
KIDS_175.0_0.5,175,0.5,u,2012-02-29 05:53:17,0.85,0.04,24.26,23.08,3317416000000,A
KIDS_349.6_-30.2,349.649,-30.17,u,2014-07-28 06:26:46,0.9,0.04,24.32,23.3,3463605000000,B
KIDS_46.8_-34.1,46.8,-34.126,i,2011-11-08 05:53:04,0.81,0.04,23.79,22.78,13918210000000,B
KIDS_221.0_0.5,221,0.5,u,2014-05-06 05:06:56,0.78,0.04,24.16,22.64,3315285000000,B
KIDS_336.5_-32.1,336.471,-32.148,i,2012-08-24 00:30:29,1.15,0.04,23.71,22.41,13361410000000,B
KIDS_351.8_-32.1,351.765,-32.148,r,2013-07-16 06:01:10,0.78,0.05,25.03,24.05,31230560000000,B
KIDS_213.0_0.5,213,0.5,r,2014-03-26 06:09:43,0.69,0.06,24.86,23.92,29853410000000,B
KIDS_346.9_-33.1,346.931,-33.137,i,2011-10-02 06:20:06,0.77,0.05,23.97,23.03,13493910000000,A
KIDS_42.0_-34.1,42,-34.126,i,2012-01-01 02:21:14,0.75,0.05,24.11,23.06,13331800000000,C
KIDS_213.0_0.5,213,0.5,i,2012-07-30 00:45:34,1.11,0.05,23.34,22.14,12985740000000,B
KIDS_233.0_0.5,233,0.5,g,2014-04-08 06:37:19,0.89,0.04,25.06,23.9,16939750000000,B
KIDS_233.0_0.5,233,0.5,i,2014-02-13 07:21:43,1.11,0.05,23.56,22.25,13139040000000,B
KIDS_233.0_0.5,233,0.5,u,2015-04-15 06:30:18,1.31,0.05,24.2,23.01,3339454000000,B
KIDS_357.6_-33.1,357.624,-33.137,g,2014-07-30 06:49:04,0.8,0.04,25.16,24.08,16379810000000,A
KIDS_213.0_-0.5,213,-0.5,g,2014-04-07 08:25:13,1.02,0.04,24.87,23.76,15585090000000,B
KIDS_213.0_-0.5,213,-0.5,i,2012-07-03 03:19:07,0.64,0.05,22.96,22.04,12863580000000,B
KIDS_174.0_-0.5,174,-0.5,r,2013-04-17 01:56:33,0.74,0.06,24.76,23.79,31227800000000,B
KIDS_36.8_-33.1,36.832,-33.137,r,2013-12-08 02:33:12,0.68,0.04,25.01,24.1,32038540000000,B
KIDS_213.0_-1.5,213,-1.489,u,2014-03-01 06:47:00,1.07,0.04,24.2,23.06,3291984000000,B
KIDS_211.6_2.5,211.588,2.478,i,2012-07-07 01:50:49,0.63,0.05,23.69,22.73,13118070000000,B
KIDS_47.2_-30.2,47.157,-30.17,r,2013-12-31 03:10:48,0.92,0.04,25.04,23.96,29678660000000,A
KIDS_224.0_-0.5,224,-0.5,i,2013-03-25 06:57:59,0.86,0.05,23.73,22.65,13416900000000,B
KIDS_49.5_-30.2,49.457,-30.17,u,2014-10-25 06:29:03,1.1,0.04,24.31,23.12,3451126000000,B
KIDS_178.5_-2.5,178.496,-2.478,r,2013-05-01 01:59:54,0.76,0.05,24.84,23.89,31577730000000,B
KIDS_211.6_2.5,211.588,2.478,g,2015-05-15 05:27:06,0.91,0.05,25.05,23.92,15693700000000,B
KIDS_220.0_0.5,220,0.5,r,2014-04-28 06:19:19,0.74,0.05,24.89,24,31117010000000,A
KIDS_220.0_0.5,220,0.5,g,2014-06-30 02:08:47,0.97,0.04,25.2,24.04,16606060000000,B
KIDS_339.6_-34.1,339.6,-34.126,r,2014-06-22 07:31:16,0.8,0.05,25.03,23.93,30989790000000,A
KIDS_163.0_0.5,163,0.5,i,2013-01-25 07:04:33,0.62,0.05,23.61,22.67,13847110000000,B
KIDS_179.5_-2.5,179.499,-2.478,r,2014-01-29 06:59:03,0.66,0.05,25.1,24.17,30222710000000,B
KIDS_351.6_-34.1,351.6,-34.126,g,2014-05-08 09:15:19,0.79,0.05,25.05,24,16321330000000,B
KIDS_150.1_2.2,150.418,2.478,g,2014-11-25 07:53:37,1.04,0.05,25.05,23.87,16576690000000,B
KIDS_341.6_-30.2,341.597,-30.17,u,2014-07-27 06:19:31,1.08,0.03,24.36,23.08,3479792000000,C
KIDS_150.1_2.2,150.418,2.478,u,2014-12-26 07:36:46,0.74,0.04,24.27,23.1,3305161000000,B
KIDS_150.1_2.2,150.418,2.478,i,2012-11-25 06:56:41,1.04,0.04,23.61,22.4,13020310000000,B
KIDS_223.0_-1.5,223,-1.489,r,2014-03-26 06:47:12,0.69,0.07,24.86,23.91,30193790000000,B
KIDS_345.6_-34.1,345.6,-34.126,g,2014-07-21 04:25:09,1.11,0.04,25.27,24.02,16800090000000,B
KIDS_40.0_-32.1,40,-32.148,r,2012-12-11 03:32:35,0.66,0.05,25.22,24.27,31692680000000,A
KIDS_48.2_-32.1,48.235,-32.148,r,2012-08-25 06:51:15,0.66,0.05,24.97,23.95,29455810000000,A
KIDS_187.0_1.5,187,1.489,r,2014-02-27 06:05:55,0.77,0.05,24.82,23.83,29721430000000,B
KIDS_47.2_-30.2,47.157,-30.17,u,2014-01-28 01:15:57,1.21,0.03,24.22,22.9,3269893000000,B
KIDS_333.9_-33.1,333.861,-33.137,r,2015-06-20 07:46:18,0.68,0.04,25.06,24.15,28237330000000,B
KIDS_344.4_-34.1,344.4,-34.126,r,2014-07-20 07:56:42,0.81,0.04,24.95,23.83,31068320000000,B
KIDS_220.0_0.5,220,0.5,i,2012-08-02 01:00:38,0.74,0.04,23.22,22.24,12833230000000,C
KIDS_132.0_-1.5,132,-1.489,r,2013-11-29 06:28:19,0.65,0.05,24.97,24.05,29972470000000,A
KIDS_347.1_-32.1,347.059,-32.148,u,2013-09-24 02:08:15,1.01,0.03,24.35,23.31,3425295000000,B
KIDS_211.6_2.5,211.588,2.478,u,2014-03-12 07:52:29,1.03,0.04,24.11,22.88,3081596000000,A
KIDS_216.6_-2.5,216.602,-2.478,i,2014-07-12 02:01:46,0.75,0.05,23.47,22.4,13380120000000,B
KIDS_138.0_-0.5,138,-0.5,g,2014-02-28 01:11:20,0.73,0.04,24.98,23.96,15677900000000,B
KIDS_220.6_2.5,220.613,2.478,i,2013-02-22 07:01:12,0.66,0.05,23.88,22.96,13821650000000,B
KIDS_34.8_-34.1,34.8,-34.126,i,2012-01-12 03:37:42,0.84,0.05,23.54,22.51,12710760000000,B
KIDS_3.6_-34.1,3.6,-34.126,i,2012-07-05 05:59:32,0.83,0.05,23.02,21.87,13103390000000,B
KIDS_180.5_2.5,180.501,2.478,g,2015-02-15 08:16:50,0.76,0.04,25,23.97,17155190000000,A
KIDS_184.5_2.5,184.513,2.478,u,2014-04-21 02:07:48,0.89,0.04,24.14,23.02,3167012000000,B
KIDS_184.5_2.5,184.513,2.478,g,2015-05-11 03:54:06,0.69,0.06,25.09,24.09,16746050000000,B
KIDS_138.0_-0.5,138,-0.5,u,2013-12-31 06:27:56,0.94,0.03,24.18,22.72,3326458000000,A
KIDS_329.4_-32.1,329.412,-32.148,g,2014-09-21 01:11:12,0.85,0.04,25.18,24.06,16443200000000,A
KIDS_329.4_-32.1,329.412,-32.148,u,2014-07-21 07:15:53,1.03,0.04,24.26,23.26,3489480000000,C
KIDS_134.4_2.5,134.373,2.478,i,2012-05-08 00:01:34,0.76,0.05,23.59,22.53,13290490000000,B
KIDS_186.0_-1.5,186,-1.489,u,2014-01-29 08:16:20,1.2,0.03,24.28,23.01,3363850000000,A
KIDS_224.0_1.5,224,1.489,i,2013-02-25 08:29:40,0.64,0.06,23.58,22.65,13696140000000,B
KIDS_160.0_0.5,160,0.5,g,2015-01-18 08:24:59,0.92,0.05,25.17,24.08,17212290000000,B
KIDS_214.0_-1.5,214,-1.489,i,2013-03-24 07:14:24,0.67,0.05,23.87,22.92,13542680000000,B
KIDS_338.8_-32.1,338.824,-32.148,g,2011-09-15 23:58:32,0.85,0.05,25.06,23.94,16789550000000,B
KIDS_161.0_0.5,161,0.5,g,2015-01-27 05:18:59,0.71,0.05,25.11,24.15,16164360000000,B
KIDS_176.0_-0.5,176,-0.5,i,2014-07-12 00:14:23,1.03,0.05,23.26,22.08,12972400000000,B
KIDS_354.1_-33.1,354.059,-33.137,u,2012-11-09 01:25:25,0.94,0.04,24.29,23.04,3470064000000,A
KIDS_346.0_-31.2,346.019,-31.159,u,2012-07-26 08:43:48,0.94,0.07,24.1,23.11,3404456000000,B
KIDS_330.3_-33.1,330.297,-33.137,g,2014-05-09 09:03:44,0.72,0.04,25.11,24.02,17181880000000,A
KIDS_141.4_2.5,141.393,2.478,u,2013-02-14 04:35:03,1.1,0.03,24.18,22.78,3310508000000,B
KIDS_225.0_0.5,225,0.5,g,2015-07-19 02:03:56,0.72,0.05,24.48,23.47,8657581000000,B
KIDS_184.5_-2.5,184.513,-2.478,g,2015-01-22 07:02:18,0.84,0.04,25.15,24.1,17174810000000,A
KIDS_184.5_-2.5,184.513,-2.478,i,2013-01-26 07:16:57,0.72,0.04,23.69,22.74,13746670000000,B
KIDS_347.3_-30.2,347.348,-30.17,g,2015-10-04 01:34:54,0.84,0.04,25.14,24.1,16435170000000,A
KIDS_184.5_-2.5,184.513,-2.478,u,2014-03-25 04:14:49,0.72,0.05,24.18,23.16,3385094000000,B
KIDS_188.0_0.5,188,0.5,r,2015-06-05 23:14:32,0.85,0.04,24.89,23.81,30295610000000,A
KIDS_41.6_-33.1,41.584,-33.137,u,2013-12-07 03:48:53,0.98,0.03,24.18,22.73,3343383000000,A
KIDS_358.8_-33.1,358.812,-33.137,r,2013-11-25 02:40:10,0.64,0.04,24.99,24.09,30434260000000,B
KIDS_224.0_0.5,224,0.5,g,2014-07-19 02:25:42,1.07,0.05,25.16,23.95,16215820000000,B
KIDS_223.6_2.5,223.621,2.478,u,2014-03-10 07:09:08,1.26,0.03,24.16,22.81,3245801000000,A
KIDS_187.5_2.5,187.521,2.478,r,2014-04-22 01:20:59,0.59,0.05,24.88,24.01,30243510000000,A
KIDS_35.6_-33.1,35.644,-33.137,i,2012-01-06 02:16:22,1.17,0.06,23.6,22.28,13630610000000,B
KIDS_187.5_2.5,187.521,2.478,u,2014-03-30 04:33:01,1,0.03,24.17,22.95,3325080000000,B
KIDS_223.0_-1.5,223,-1.489,i,2012-07-06 03:10:37,0.96,0.05,23.49,22.41,13422500000000,C
KIDS_137.0_-1.5,137,-1.489,u,2013-04-12 00:58:48,0.96,0.04,24.21,22.87,3342987000000,A
KIDS_181.0_-0.5,181,-0.5,r,2013-03-09 07:17:59,0.8,0.05,24.93,23.91,31272990000000,B
KIDS_182.0_-0.5,182,-0.5,u,2012-05-22 23:48:14,1.14,0.05,24.15,23.23,3196617000000,B
KIDS_224.6_2.5,224.624,2.478,r,2014-07-18 00:39:24,0.7,0.05,25.04,24.04,30630260000000,A
KIDS_217.0_0.5,217,0.5,u,2014-03-09 08:21:35,0.94,0.03,24.2,23.08,3339735000000,A
KIDS_217.0_0.5,217,0.5,g,2015-01-29 07:39:15,0.85,0.06,24.97,23.9,15400900000000,B
KIDS_226.0_0.5,226,0.5,i,2014-03-13 06:45:08,0.69,0.05,23.79,22.87,13780570000000,A
KIDS_40.8_-31.2,40.777,-31.159,g,2013-10-10 08:29:23,0.97,0.04,25.16,24.04,17274460000000,A
KIDS_52.3_-33.1,52.277,-33.137,i,2011-11-07 04:59:56,0.74,0.04,23.9,22.88,13793010000000,B
KIDS_163.0_0.5,163,0.5,r,2015-04-12 02:04:21,0.79,0.06,24.73,23.67,27685680000000,A
KIDS_179.5_-2.5,179.499,-2.478,g,2014-04-17 23:42:13,1,0.06,25.06,23.93,16546180000000,B
KIDS_235.0_0.5,235,0.5,g,2015-07-18 02:23:43,0.87,0.04,25.17,23.94,16095770000000,A
KIDS_175.5_2.5,175.487,2.478,u,2014-02-01 06:21:58,1.04,0.04,24.21,23.05,3276285000000,B
KIDS_348.0_-34.1,348,-34.126,r,2014-08-01 08:12:52,0.58,0.05,25.05,24.23,30610410000000,A
KIDS_217.0_-1.5,217,-1.489,i,2012-08-16 00:48:40,1.1,0.08,23.96,22.65,10496890000000,B
KIDS_350.7_-31.2,350.68,-31.159,r,2013-08-02 07:08:54,0.69,0.04,25.09,24.14,30750730000000,B
KIDS_52.8_-34.1,52.8,-34.126,u,2015-01-20 01:48:15,1.23,0.03,24.36,23.03,3355324000000,A
KIDS_138.0_-1.5,138,-1.489,i,2014-11-04 07:12:23,0.85,0.05,23.52,22.39,12863460000000,B
KIDS_187.0_-1.5,187,-1.489,r,2013-04-07 05:36:20,0.78,0.07,24.8,23.82,30672570000000,B
KIDS_216.0_0.5,216,0.5,u,2014-03-01 07:45:53,0.77,0.04,24.26,23.06,3335713000000,B
KIDS_216.0_0.5,216,0.5,i,2012-07-05 03:16:50,0.98,0.04,23.33,22.12,12886200000000,C
