,Experiment,phase1_time,phase1_likelihood,phase2_time,phase2_likelihoodphase3_time,phase3_likelihood,phase2_likelihood,phase3_time
0,4,503.660317691043,-612.8076333563281,2506.6443344391882,,384.50386379326005,816.461685107893,14685.186442660168
