,Experiment,phase1_time,phase1_likelihood,phase2_time,phase2_likelihoodphase3_time,phase3_likelihood,phase2_likelihood,phase3_time
0,1,1073.0079439450055,-1013.0008581772329,1953.3741515651345,,431.174165375847,907.781216130893,16743.029065607116
