galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_effective_radius,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,galaxies_lens_bulge_mass_to_light_ratio,log_likelihood,log_prior,log_posterior,weights
-0.4362883207438831,0.009807868957604077,0.34871304326413377,0.8361913557487686,1.0882135824251449,354007620205005.9,3.008925163520152,0.14469046526493404,-0.17788501537690157,0.7340859797739737,1.378798933831322,-239638.33294588447,7.333941667638106,-239630.99900421684,0.0
-0.04759061211466774,0.09374648586740628,0.3396884186624162,5.388764566859315,1.5116813783092629,113594468106854.06,2.181668192593563,0.23730215388574127,-0.18567734361452648,1.1812239846022021,0.258382243678264,-106698.33409924933,11.266257529702315,-106687.06784171963,0.0
0.05508621996164048,0.2233524390440873,0.11720113546767674,2.4842980268141055,0.67056593172482,253473489599465.28,1.8989806429741654,0.056620303490684774,-0.20444623696017483,0.7645903719485113,9.656072483613023,-102245.54903667443,3.281406893151173,-102242.26762978129,0.0
0.37000210989720983,-0.04473574736283626,0.4525129302450749,2.996961492571961,1.21744086952323,213812746669528.28,3.671319037305026,0.10037638455171186,-0.1838275487939509,0.7502259334584169,0.009480212930196791,-99527.02522383582,113.9824740082467,-99413.04274982758,0.0
-0.14050562614322734,-0.23050598043003478,0.19117287061502825,4.51064788326057,0.9013608099629883,248561795975410.47,2.429720446214732,0.19798730226243239,-0.138159855222959,0.5303812977336034,2.935162666315007,-98122.42876467889,4.862662349906268,-98117.56610232899,0.0
0.06836992816538467,0.21033930773319906,0.27594863461895475,2.229017974249447,1.157024672652002,390174044458654.94,2.2904293068468755,0.0850654065319414,-0.16726434835805087,0.9480034757707515,2.081647257483649,-90108.37764899184,4.070948615593332,-90104.30670037624,0.0
-0.1291855525972805,0.14124285046314142,0.33900808031193747,1.4848607511950598,1.2585690883629712,389367398017937.25,2.4655323845965125,0.1337641340944685,-0.14553683057202646,0.8839100586850365,2.528113628658043e-05,-87443.34215775535,39559.07690479113,-47884.26525296422,0.0
-0.3079429989604614,-0.13113875941657382,0.3062494443157161,5.810832244418652,1.4600119777040872,294676975312220.8,2.3759984297020775,0.16453684819068842,-0.2535138137751018,1.1003276110676037,1.9153558700088487e-06,-85757.91942932406,522102.73657285725,436344.8171435332,0.0
0.21033817103098468,0.01181147687141396,0.4688424971514349,1.8428241466590436,0.4958895532850427,78930778552276.12,3.410337646176851,0.048795054209650135,-0.25451543831320594,0.3948802645125746,6.564703436875064,-83280.79445940095,9.337307153736196,-83271.45715224721,0.0
-0.20158826755350467,-0.2328239369405431,0.15755675038330466,1.3605065745426024,0.6904229978802164,274189951005241.84,1.6855869857704664,0.09065390960082842,-0.1815497068847087,0.7094967999389795,5.288428925586429,-79227.3555297377,3.222373310904415,-79224.1331564268,0.0
-0.10690875915132303,0.10369223364681876,0.5155409053660848,1.8761175032256547,0.8806514918762839,346595916803532.25,2.6245403349436236,0.05965714265920755,-0.11392591918895939,0.8280449617106416,0.00016301043957616586,-78256.20128648763,6139.394491041811,-72116.80679544582,0.0
-0.09834268637895584,0.036684136043894096,0.47178457513765903,3.7225146061693795,0.2616599022811039,394866542035308.75,2.181528418522573,0.1190008671078997,-0.1674223899152087,0.40102182610302234,6.4942926843711115,-77520.74323021779,2.475538863496547,-77518.2676913543,0.0
-0.0851301925793618,-0.28146417900723053,0.41113817962122257,5.520924208017771,0.03808398947162295,393360425944736.0,1.519351799945406,0.10115865920102753,-0.1658070703251421,0.783468354073491,188.4512663582901,-75953.74843995745,4.001139434927934,-75949.74730052252,0.0
-0.3652902555686695,-0.24640734209128173,0.2530768486319718,1.5311174661013163,0.1975828077131503,447408940291379.3,1.017680016735515,0.13658234643924289,-0.059549339832542986,1.2806447454140912,48.36713924437989,-72052.44846866092,9.676935205790013,-72042.77153345513,0.0
-0.12229775362885711,0.04975716399543743,0.4543391367183493,2.897902389727791,1.2572308237454788,214484044509275.2,1.6463376550127968,0.050680421330558036,-0.19066636528310174,0.7145310039027282,0.7124658980353415,-72011.56919866476,2.8327074198560274,-72008.7364912449,0.0
-0.03566477700500151,0.5491340162348729,0.012953136580817204,3.4128964134647455,0.146793800429039,262708171144876.3,2.11054777564204,0.05343274213293975,-0.1079310904069651,0.6595952471475646,2249.2742689640913,-67336.33747160323,7.6050181690699405,-67328.73245343416,0.0
0.011404334947002714,0.16820021679050073,0.22905254739261333,3.006796529306258,1.6764688310996356,219482237249932.84,2.925561963364748,0.05305923326467419,-0.1681977623269473,0.8518389857325153,0.0006297777059170362,-65259.8354319533,1591.6590487464393,-63668.17638320686,0.0
-0.20523320836686246,0.20227985971387644,0.3975445933498706,2.409195987030378,0.2026860867367919,302607410940771.6,1.9011281032645733,0.026047003079972597,-0.12375458085212232,0.9908638968645334,3.086871321955593,-64694.84971327863,4.511151848001803,-64690.338561430624,0.0
0.16205714266752347,0.32213476448353756,0.5137612363934893,6.5532697354784695,0.3242567778487415,411747224762296.0,3.115602786281764,0.0817095114784899,-0.220637693794525,0.5637173682412469,0.012421996789324392,-60152.91785653715,90.10635175138188,-60062.811504785765,0.0
-0.35780437591390535,-0.04238580542449657,0.23213366658928838,3.5489217780313425,0.03612898549054955,222416137483516.7,0.6146015510391591,0.09589377077421607,-0.06686985500883133,0.24891120099502595,425107.7652125896,-60029.21573550687,4.385858829611398,-60024.82987667726,0.0
