galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_effective_radius,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_lens_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
0.00020319715563000401,0.2237844089755411,0.1912369751816192,4.383575358165364,-0.02152799061628162,-0.019121800167596646,13.71770450839215,16725785813435.73,812369.4657527374,0.1542682670923552,0.6219420363150672,2.7188729785643115,2.550390356420765,-3204630375617192.5,4924.432856669033,-3204630375612268.0,0.0
0.0007804902905507881,0.34033060712270685,0.04915250277292653,2.9860708167726653,-0.07336469659572284,-0.12226464560619421,18.369615925092706,101030832799603.42,465163.10029632977,-0.012744894300226475,-1.4424330230975209,2.4811213465574546,3.3545580542286846,-1522309207192764.8,1285.916234731033,-1522309207191478.8,0.0
0.0010533788162029104,0.3579445278018733,0.0034126701313433663,2.4675757951360158,-0.10123461464761567,-0.05680393284678936,20.644420995236246,314757980395284.3,40865.13112268769,0.07792215222187603,1.9920286770501692,1.0268993207243033,8.671639843539753,-61109181035989.45,954.4201119420289,-61109181035035.03,0.0
0.3830338208221245,0.057612215083620265,-0.10854021234123644,4.787715958872879,-0.11056667320920067,-0.12129853673765185,10.553527954584387,2251449542.4597044,56882.77929514409,0.198890719941907,2.277097348034287,2.590224696724346,5.744210072806498,-37766518228104.625,4.0562544744273445,-37766518228100.57,0.0
0.8333497036928933,0.09780019381945212,-0.0803354934542184,4.116741835274187,-0.15932223070524976,-0.03537707553044895,8.311148704246694,64781991407819.89,62426.81498871173,0.043355767901941636,-1.928600478563413,-2.5174461607089365,4.400002181194158,-34181969427375.79,3.430326601412029,-34181969427372.36,0.0
1.354201515470001e-06,-0.027380088013357878,0.04498619191400703,3.710652042208518,-0.05675333286520502,-0.07002857953342818,7.401566107298438,2019538493.7535286,86740.31210703614,0.17004414630207693,0.5038298960990497,-2.698350175871626,1.4547066654544516,-14487402652416.783,738443.6855432111,-14487401913973.098,0.0
0.34321207922488567,0.09024810746831846,-0.008403999217816573,3.4750006262217483,-0.05173422826042441,-0.08217415412165151,7.8453367944610175,817934071237.4985,23389.224043178354,0.09301468851177354,-0.08371794338987604,2.2202081649657694,3.002949585061685,-4713426459414.492,4.121030321535164,-4713426459410.371,0.0
6.259802086237071e-05,-0.003045860144618478,0.3029032011258945,4.417133059022478,-0.2023057819918999,-0.1413172321699211,13.298451765113029,1437546726.919622,9563.310789604238,0.15063035035996125,-0.11410737440299812,-0.16306902563649128,8.012973689575212,-3689522860113.2334,15979.74417412518,-3689522844133.4893,0.0
8.817608555800991e-05,0.025531397555042197,0.22774508290275342,7.519743542388142,-0.11041195445399922,-0.1192914582992524,10.7476244120308,6362632529058.182,8099.117831833942,0.10621420154908683,0.050275989223296236,0.2397283899980427,7.860520427756962,-2820096667929.7583,11342.816984955958,-2820096656586.9414,0.0
1.8745419271538997e-05,-0.10503298020068663,0.20006095255232786,6.612137451921546,-0.11410121959119224,-0.1043331277386077,3.5593812006503236,291358393.4544695,8831.481296803258,-0.017054160564636406,-0.9019420839588967,0.30122222577265756,2.5295254474272886,-735834987041.8809,53348.24282508534,-735834933693.6381,0.0
