galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_effective_radius,galaxies_lens_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,log_likelihood,log_prior,log_posterior,weights
0.7097290590758278,0.3817327710225757,0.13074494383499244,5.837432447876478,8.407325977965792,-0.13010051105252235,-0.10976542735439757,40267401894.78141,285852.98931441404,1.0149793281741066,0.1298907693720138,-1.6574622563070056,-0.5976095691585428,-57962020205780.91,5.400769510097251,-57962020205775.51,0.0
8.588407938430687e-06,0.38368945440567376,0.21002509862392615,43.291711879941474,5.475518019070022,-0.11562047394308302,-0.005168106115024426,1958026499.0531023,50409.33712120993,6.048208955529477,0.087483688970113,0.9500485436892081,-2.3562954770031235,-55399869170262.125,116441.62493224704,-55399869053820.5,0.0
3.5371843521265956e-06,0.12644057842854495,0.23731638630090496,11.552510321615419,5.75213651166686,-0.06533077529459137,-0.12441106492353562,1054087895549.0112,545506.9890556546,0.3202151633605003,0.1108290408703701,-2.482188730272362,1.396745193235441,-9989796963635.605,282714.9165819619,-9989796680920.69,0.0
0.0612682367284162,0.27523733687082536,0.35147185591935104,10.733618037725822,3.9423015733446425,-0.12297669276756348,-0.025961693863124212,1149760121048.0227,10221.827020666724,22.63921020403266,-0.14217374946709233,-2.178538710552428,-1.7543473793200732,-5817270144428.892,22.340950241532656,-5817270144406.551,0.0
1.2763274574063113e-05,0.14227626376428368,-0.032102458754982875,3.5020716678924275,6.215000396807909,-0.10334682935215671,-0.10740270843370628,731908958102.2292,26501.780320015638,2.411757056000119,0.22931387169996734,1.5404740562274437,-2.2795803485349104,-3448846459087.954,78351.5506859051,-3448846380736.4033,0.0
0.029931884403838767,-0.2337022345978244,-0.2347852168573649,29.469984139542408,7.36038942212244,-0.12900322671091585,-0.0637103758290116,30900957704.852608,7910.198756316639,8.883081127602365,0.08748922418878706,1.8657003481335401,2.4046928064740403,-1740567475622.678,36.945163746048415,-1740567475585.733,0.0
4.727336382123631e-06,-0.4045616836652393,-0.09936190113223045,26.303447528791793,5.783214297865194,-0.055975822998110714,-0.08535970072184515,4564350967.817534,291450.9171357959,0.12535336304674385,-0.06880576884131667,-2.4706081854196977,-0.5815953320067804,-172611664685.44598,211548.46112790276,-172611453136.98486,0.0
7.711597238008853e-05,0.211381892835799,0.0036011075327138514,19.747059495032197,4.008780159700884,-0.19607387678878307,-0.08063190945665766,177703742338193.75,524.6683149221618,29.868797557883187,0.07644726408148395,-0.7277849342341409,-0.9814251135916825,-20617039963.595215,12970.812068905672,-20617026992.783146,0.0
0.032111847305310415,0.18583581277870562,0.22525584495657583,43.29108841591024,6.534161343892238,-0.08820139060315127,-0.1899313311701139,123621375815.17896,5325.185042565462,0.8728148741476516,-0.1385348567931089,-2.43352760675248,-2.2449531889059404,-5734627176.895115,40.477912191739605,-5734627136.417203,0.0
0.06065811506240351,0.12981156118128262,-0.13214936369022703,0.2402344262752889,5.5456201965718686,-0.16903356765092498,-0.04013100543525631,26062288965491.156,255.6953280190718,14.52530996521962,0.16599023568537055,-1.0034145983548803,2.0180704719166807,-3314974235.975601,19.072640247592457,-3314974216.902961,0.0
0.00127942258150941,-0.35910193369374294,0.5641530967432745,14.297995791651946,5.81393116482362,-0.0739379393465287,-0.03203450488446815,22147924886292.223,1261.346742092219,0.9847677029052805,0.3475135220193163,-1.5645548442132071,0.637358727236423,-2885825099.0624084,791.4468783422736,-2885824307.61553,0.0
1.4136419791411368e-05,0.18368300525257972,0.08982936562539073,27.419099451234242,3.7281170698717956,-0.1264638270390349,0.00241784088653281,4338470655246.963,308831.4977937035,0.03340406340278465,0.05486303014614679,1.4779433685832695,0.16098647326778526,-2306426242.3842063,70772.36906990438,-2306355470.0151362,0.0
0.48012741478495474,0.009952092377007307,0.06987472346464267,33.22883327273284,4.466367525220431,-0.076389619367712,-0.1529405749398525,370120527.64436215,15386.699560853978,0.6802166780879991,0.09322356664667975,-1.5520394703176572,-1.9056741305746694,-82485166.10928236,5.884103878551512,-82485160.22517848,0.0
0.01034351142641707,0.060176935786119934,-0.07051822844448566,49.956183764528106,8.656262156595083,-0.03212435915560659,-0.05268241491967156,374504539.4178099,623.1463019120921,0.37180630902041084,0.2822765605065256,0.05743907609434995,-2.382430936903731,-45880248.64647973,106.15384456127559,-45880142.492635176,0.0
0.06512198017827338,0.24796570880731397,-0.07768223333723542,11.667708110042916,2.7535352037563254,-0.13341695755053776,-0.11102403787742608,396537502966.95593,35.583492570763426,5.247136311526994,-0.013104310513549794,1.0775108994752651,-0.3409979576932223,-32663232.950760845,18.47401770738584,-32663214.47674314,0.0
41.79179858282846,-0.32698909858106334,0.4630062699234417,27.50879627857778,10.198315703923313,-0.06946737794332025,-0.17833452962308863,41657602021609.664,0.0009027373629450412,0.014159218282057257,0.2571929404633639,-1.9039749285473961,-1.3310534193596124,-12529774.808185954,1188.1271731103238,-12528586.681012843,0.0
714.0729989296425,0.16821820401560378,0.0744144441162557,26.867629669622048,10.343585027819357,-0.14333651133556943,-0.05407133066304304,738399509722.0387,38105.76523883086,0.00014560383230620858,0.17432669365492026,-0.014718084643547513,-0.7100398390378633,-9064342.256345188,6872.1943494652405,-9057470.061995722,0.0
933.3999548010906,0.12873056012135314,-0.13926471695227846,47.19680202604103,6.080048174879518,-0.19071269909300187,-0.09414836187173439,146840552224.13913,0.010691707228485083,0.0022257020611942285,0.2676893753792515,2.2862379874711642,-2.2437677123963535,-8431178.733910274,549.6987951918313,-8430629.035115082,0.0
20.52326125267379,-0.34741079778286255,-0.07918446648770125,40.20532382796263,6.656681653315959,-0.01956922342758266,-0.12776032569266613,1797398739953.8645,7.194589270058213e-05,11.607472440981681,0.2095847144652958,-0.4488605844179676,-1.907241684841443,-5107748.994550668,13905.39759610872,-5093843.596954559,0.0
16.52924304781072,-0.06272839147535153,0.07741544773714219,12.012362860942135,2.1165273887252964,-0.04172480209744425,-0.08809353093423268,3150354832.7984905,1490.5534402867363,7.5054522260659295,0.12423600144691206,-1.08654530719155,1.470968321388808,-5014010.995135438,2.085844504148374,-5014008.909290934,0.0
0.0005423248068577803,-0.039885458021241646,0.2114800518523322,27.58999717750197,7.307450293075711,-0.0266896179786493,-0.08146131422639724,47834264437379.836,19835.969635242476,0.009175190034736887,0.22852928323353583,2.095334720064571,-2.790114823166269,-3824919.62145763,1955.8596383325037,-3822963.7618192974,0.0
2513.7264945029174,0.06312074939693882,0.20459484246219747,17.725612931604662,8.168748417607226,-0.0784071780019718,-0.08939471944996182,153342846609521.53,1.591227935816215,0.00010457860644717487,0.32255287878713695,2.8427209308464256,-0.7614031571786049,-3674395.470827408,9566.478986157452,-3664828.9918412506,0.0
9.75575487895026,0.11439887407586935,-0.37991529775234767,13.926067507481143,1.3310810179145172,-0.0675254525381505,-0.10717947672789621,188780060504.97098,304755.07850669074,0.04561343037970074,0.10633771123132414,-1.8912493779747652,1.895834048373776,-3421739.7943953555,26.642722447109332,-3421713.1516729086,0.0
142152.6330436154,-0.25856347009226094,-0.0424862630245768,28.048686248245257,5.746661074649796,-0.1254280202474114,-0.08842683384246547,530403615372651.94,0.000646658996775617,0.06763374984017105,0.2973800027554239,-2.464251516002566,-2.894690490313895,-2924158.893101212,1565.2809782825004,-2922593.6121229297,0.0
986.9343835849982,0.4203661114829126,0.024308298633937592,30.497893941417523,9.221914664512642,-0.07938822341803965,-0.019389672239959056,39387312084.56647,2.5875540437686793,0.00018412151993408375,0.11471813343674485,2.484611070280975,-2.5277518910030787,-2423844.1703791954,5436.5800517134385,-2418407.5903274817,0.0
1180.4420657484943,-0.010913262688072176,0.05482559904997653,37.59279384444679,10.120631717395277,-0.21113599370816263,-0.05091409831505409,59827821475113.94,0.8274039529470358,0.005208876851937012,0.07248753739524702,-2.1036293216086976,-2.837168662044964,-2398845.2664427934,200.11269633625864,-2398645.1537464573,0.0
