galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_dark_mass_at_200,log_likelihood,log_prior,log_posterior,weights
0.013326570104119292,0.004705821419054132,-0.06294453360314226,958378152347247.1,-3699.284611509608,75.23727042450753,-3624.0473410851005,0.0
9.852390357422505e-05,-0.05125386446034451,-0.1400767229701698,767552983716843.6,-3502.168969296901,10150.933569523024,6648.764600226123,0.0
9.92012930956508e-06,-0.0036387902266428775,-0.23133754993477976,650972749699891.9,-3241.7832988633545,100807.81410904141,97566.03081017805,0.0
2.220868980618855e-05,-0.079129291226135,-0.03894296061145577,976384749298134.8,-3216.9438570644843,45027.80873996446,41810.86488289997,0.0
2.7654695167055173e-05,-0.11530870936202713,-0.15968616168678212,786611741523010.1,-3121.5807623716128,36162.16480481042,33040.58404243881,0.0
0.13974384474570015,0.18327668032733554,-0.0704628925800257,719990357109173.4,-2920.9377154112703,9.08371828380393,-2911.8539971274663,0.0
1.097661632828001e-05,-0.008919892542322307,-0.2354741373170009,602445953764856.8,-2902.357600137715,91105.53246724512,88203.17486710742,0.0
0.10657924450611396,0.15063607954096342,-0.16224321317800938,579150460286092.8,-2885.5995785595896,11.833394324921567,-2873.766184234668,0.0
1.2510008500293654e-06,0.025237911406975472,-0.09382960658130504,768377657151179.2,-2814.058998471601,799360.4404890514,796546.3814905798,0.0
4.441228168042171e-05,0.14168436865258197,0.0033317048908382547,971712509807453.0,-2790.57696412993,22517.298468805195,19726.721504675264,0.0
0.10788108460073152,-0.004207903430753338,-0.0993468191556235,628952631777033.1,-2717.229046217239,9.763840422306753,-2707.4652057949324,0.0
0.33085530326493784,-0.030045259800719256,-0.23145025083880677,374467564078216.8,-2659.274137845437,5.746066121981117,-2653.528071723456,0.0
0.13308417168673284,-0.03209813938458881,-0.238389499421125,439005005839536.25,-2647.919697659592,10.407033781609881,-2637.5126638779825,0.0
0.23068363742706582,-0.11938686967851979,0.0326550717309357,784600628294299.6,-2638.0333446603795,5.100920100519631,-2632.93242455986,0.0
5.573942266245772e-05,0.11364311597136319,0.0406666381971084,990790941785498.6,-2614.7870218529415,17941.351996730213,15326.56497487727,0.0
0.08724589654222749,-0.013206690255976029,-0.041958513063944186,695089612572502.0,-2547.479381145048,11.558603788877674,-2535.9207773561707,0.0
2.8101584546656875e-05,-0.19566649829478114,0.010819167817609743,985594931342184.6,-2465.858216882675,35587.10210096624,33121.24388408357,0.0
0.00679641372602967,0.08550275602715972,-0.11217817181798766,678500288261767.1,-2433.3314990806857,148.13115545858025,-2285.2003436221053,0.0
0.006026084703552647,0.1064698859178101,-0.20449959402043746,594132465566088.0,-2408.889064192107,168.6030240150909,-2240.2860401770163,0.0
0.008393896706678936,0.10105175699452847,-0.14575131187239745,629452010837751.4,-2384.122731621065,120.70692498762277,-2263.4158066334426,0.0
0.519738584675178,-0.03619950899088973,0.004467689976366646,482419855204787.1,-2299.9596179732926,1.990562417235337,-2297.9690555560574,0.0
0.5098818098404421,-0.04797284121551713,-0.1664237531211927,275700478245275.12,-2248.6524690826686,3.4611517766837716,-2245.1913173059847,0.0
0.048695237245210875,0.07835746005000076,-0.05031281578458442,653935456027007.5,-2242.5860712538242,20.969452817978848,-2221.6166184358453,0.0
0.00021136481826822455,0.019750994121114758,-0.01961119598076276,780053430772968.0,-2241.2637887034307,4731.195075026251,2489.9312863228206,0.0
0.26576609298207526,-0.12862922178017464,0.031186766723077682,624105467627093.1,-2235.7425225489374,4.638611787404439,-2231.103910761533,0.0
0.19635665015032663,-0.11182247617669626,0.07830257690584379,729367483967154.0,-2200.9120710839584,6.024551769402433,-2194.887519314556,0.0
0.005726657571393587,0.06879243952091955,-0.07690408171000805,654256381332383.0,-2122.5863734049176,175.154262300999,-1947.4321111039185,0.0
0.003688625478942169,-0.12628938627814934,-0.13960749115789636,611587156767545.1,-2102.7540910986536,272.87565889787487,-1829.8784322007787,0.0
3.896540444785317e-06,-0.046408643020397634,-0.014608848966763056,765615672147314.5,-2085.513240362622,256638.02939067048,254552.51615030784,0.0
0.025157029464731147,-0.09207798062685248,0.12059765404263117,905285001917701.5,-1906.7863168450149,40.901428567822876,-1865.884888277192,0.0
0.14562273041972434,0.16419333961786217,0.053120921146663606,551274960631586.56,-1880.7427086678072,8.356124065434463,-1872.3865846023727,0.0
0.0015143784381778645,0.1759909570238364,-0.02269071406019349,711953059706931.9,-1873.5335256278531,661.9113085117833,-1211.6222171160698,0.0
0.1549388729359377,-0.04896506706569445,0.18243097269531283,727093373983670.6,-1841.9762398474145,8.238090097261049,-1833.7381497501535,0.0
0.0013285703028098309,-0.014651754046128484,0.010663411473852203,732397420295682.5,-1811.5549521193084,752.7052289439906,-1058.8497231753176,0.0
0.4744922892172151,0.04171943998930682,0.06148045982908764,401267625386464.44,-1795.8401199718783,2.3835337380599078,-1793.4565862338184,0.0
0.00010927374178288339,0.09723796226985705,0.011672408521036135,720581837017632.8,-1773.1884988959973,9151.808920008369,7378.620421112371,0.0
0.32432805697559935,-0.13335302923539633,-0.059144339429976274,360160723502146.06,-1728.522590923758,4.1473520122766745,-1724.3752389114811,0.0
0.033181046781698316,-0.028991385452692326,-0.0055560113024707685,633289718935989.8,-1703.2522107819518,30.18125541711925,-1673.0709553648326,0.0
0.008971783468091875,-0.0655509278715745,-0.08788243606266606,558037823507174.94,-1693.9871838449635,112.06157127095614,-1581.9256125740073,0.0
0.003045579884441402,-0.07838142279742762,0.19058303558611583,951522083669123.9,-1692.5031353482973,330.4679726175943,-1362.035162730703,0.0
0.0493690320599412,0.08422927308290691,-0.1423704047398203,414207764219230.0,-1689.018912153837,21.623807975737233,-1667.3951041780997,0.0
2.0765253187875137e-06,0.09378613891191852,0.01041846635233352,684196815334560.0,-1642.9152288049704,481574.15441140573,479931.23918260075,0.0
3.1735591555115488e-06,0.02663431928559886,0.05528647941173932,723361292226858.9,-1628.8270400841664,315103.81517281197,313474.9881327278,0.0
0.06183460378812182,0.09620314566859164,-0.09816287782181907,441737122130322.1,-1587.3237797515158,17.116724248894183,-1570.2070555026216,0.0
0.059497283901739674,0.06132668786091334,-0.12329936295275627,386371579719687.0,-1579.2272036294971,17.755674706740844,-1561.4715289227563,0.0
0.5679886045318195,-0.01617758860803157,-0.0051239548601377865,267465009040650.34,-1569.7828513157283,1.7749971665234994,-1568.0078541492048,0.0
0.09991249646153802,-0.08471353146681986,0.013723155330446477,549926839043155.75,-1569.4063656275794,10.376993387711515,-1559.0293722398678,0.0
0.6596363177162041,0.23113441086083994,0.004060437972482179,204099741550179.78,-1550.2329477420194,4.18796702713026,-1546.044980714889,0.0
4.47793146980623e-06,-0.1480867555168766,0.024092108505872727,689745338026775.1,-1548.8889289088663,223318.5225546349,221769.63362572604,0.0
0.3088918001431126,-0.1887580300173804,0.000987068612483973,383066227990705.6,-1525.6780296080397,5.018907969911361,-1520.6591216381282,0.0
0.0001837155456662953,0.017201871799006164,0.015909182881870505,659736044450306.8,-1523.479476349151,5443.224956410629,3919.745480061478,0.0
4.7029184335882845e-06,-0.11071160290358797,0.06666878520539707,743345160811154.2,-1509.6965844320412,212634.758922207,211125.06233777496,0.0
0.5341937881315177,-0.13133756788662232,-0.24356405162381434,123500896349445.95,-1492.6714211643612,5.70063003527878,-1486.9707911290823,0.0
0.0036892532122576424,-0.13756686974833812,-0.05345055431541431,510575199416804.75,-1471.0142374324178,272.14664733509863,-1198.8675900973192,0.0
0.0009284031899594882,0.02431769004714535,-0.029777225007285416,566000905020622.4,-1453.2383000579202,1077.1921309097634,-376.0461691481569,0.0
0.005777591351798589,0.08832919471230241,0.03907275880577123,643247956792816.4,-1428.8225612007718,173.54894411911306,-1255.2736170816588,0.0
0.0018932944058538653,-0.018314758797511706,0.08551725173978102,713480593131665.8,-1406.7423089280664,528.5623051518096,-878.1800037762569,0.0
0.29299147971635225,0.06334193623640032,-0.13746761812401456,226310915343659.9,-1398.8202032549048,4.5585458794314135,-1394.2616573754733,0.0
0.0024575863736235135,-0.02899411992341511,0.033600305443679694,632998514604310.1,-1395.146022547486,407.001779753117,-988.1442427943689,0.0
4.575259232745172e-06,0.004447713744402877,0.017594393797585265,621772334865278.9,-1373.0650858853223,218566.8668094026,217193.80172351727,0.0
0.17991505627816495,-0.035126526239697954,-0.014007167053524158,394009366578695.44,-1371.52094527948,5.629682191890744,-1365.8912630875893,0.0
0.4041973599740597,-0.21094123496112685,-0.21430782718205715,148541422425234.72,-1358.3951954399995,6.995241390076679,-1351.3999540499228,0.0
2.8232758525478946e-05,-0.010802700120210694,-0.08473928956327433,473218464110313.7,-1322.0357599973174,35420.21231996863,34098.17655997132,0.0
2.4289463540435434e-05,0.10904900742457112,-0.251155266613308,362211786278608.7,-1312.3763775785778,41173.863234296005,39861.48685671743,0.0
1.3098501546108409e-05,0.03310724466695549,0.04222627741781182,599365410274060.9,-1301.5401249380684,76344.75455884721,75043.21443390915,0.0
0.10672128086046317,-0.0063523037384844196,-0.11693120668665645,291301995596167.44,-1298.9137180287107,10.055865323792268,-1288.8578527049185,0.0
0.01389381718191633,0.034442364931633024,0.005253130520135714,553333309898842.0,-1287.124951489277,72.03515438532175,-1215.0897971039553,0.0
0.5663332111132279,0.04865558077751516,-0.12467942728484019,139159287375533.62,-1279.9180497167117,2.66136119312912,-1277.2566885235826,0.0
0.005834627444931,0.05669186594874358,0.13264034600700855,630637779620739.4,-1265.7720494409723,172.43092028177128,-1093.341129159201,0.0
0.0014602420335422302,0.11585969812584777,0.014343106545776791,569718909560295.6,-1243.6618533030423,685.4994399084937,-558.1624133945486,0.0
0.04171734028693009,0.0041431895383882335,-0.012511910661003982,480068255918902.25,-1238.8634949305779,23.979533145492333,-1214.8839617850856,0.0
4.269404621619585e-06,-0.09417208959747551,0.0258279633930614,607740403079272.6,-1238.2470608361054,234225.17286703442,232986.9258061983,0.0
0.022061577200940884,-0.0023416053877412355,0.05335886570033306,585819670055996.1,-1231.51210202711,45.470307521963385,-1186.0417945051465,0.0
6.582797335675688e-05,-0.08552837955178963,-0.11290580962764002,432600188015619.3,-1225.3419291210287,15192.113379177244,13966.771450056216,0.0
1.4878796701625112e-06,-0.08419298233800504,-0.22218759136957578,337451794880226.75,-1220.117518014058,672100.1839224286,670880.0664044146,0.0
0.010986927799930752,0.098839731033277,-0.21776232165055537,323425434957888.4,-1219.4695124039135,93.87674021771656,-1125.592772186197,0.0
0.3531345024636468,0.023520806605452475,-0.012700139386352994,277264283006274.1,-1216.987701207951,2.8675082990540357,-1214.120192908897,0.0
0.00023885905375447476,-0.1326767563733988,-0.12253533142847808,424179383361266.1,-1214.1345319584434,4188.200279010466,2974.0657470520227,0.0
3.0512460967308196e-06,-0.01090716397514669,-0.06788349557302784,443652907967731.94,-1147.9687634636318,327735.19063377625,326587.22187031264,0.0
0.0007344693364084536,-0.049024980197117186,0.16031577676691736,574213675198778.0,-1140.4069947853495,1362.9324583230843,222.52546353773482,0.0
0.25954351981306284,-0.12642921777882044,0.11233423159889731,356417352856053.06,-1138.771603412007,5.283084722954164,-1133.4885186890529,0.0
0.0011553137465240505,-0.076041588355128,-0.11897229416798244,380464464086759.1,-1108.1607508421594,866.5625782780656,-241.59817256409372,0.0
7.242103491850199e-06,-0.17251637832097513,0.12789519038561378,627413793615031.8,-1100.3195472638527,138083.73507545923,136983.4155281954,0.0
0.09662363219798994,0.013404722131245928,-0.13220161911669925,214747516677510.47,-1094.8780684514882,11.232282724341157,-1083.645785727147,0.0
0.017303546380051847,-0.05913324989629339,0.13982998973339095,549634010312112.44,-1064.827137317685,58.944079690021,-1005.8830576276639,0.0
