galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_effective_radius,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,galaxies_lens_bulge_mass_to_light_ratio,log_likelihood,log_prior,log_posterior,weights
0.03380132305310054,0.06789041709619925,0.16230708129606264,2.2226820587752387,7.568064505856223,285449680025702.5,0.07438691202124846,0.11100331719075204,0.3303314051676901,-1.212910658373691,0.0002758118601010037,-1e+300,3629.187442647596,-1e+300,0.0
-0.16882871346628603,-0.32341047315079874,0.10413466593286977,3.597262150604594,4.515379444867179,150532497933113.84,0.044690417666390134,0.013323435742340212,0.16684371084689129,-2.207586033222651,9.493805690717437e-06,-1e+300,105335.93857658566,-1e+300,0.0
0.15548283649826283,0.2162748580166919,0.11316715712984345,3.1538900599420607,0.23265748406075204,452225151792659.7,0.029722913352869775,0.11501602525220164,0.21723956095045596,-5.6975558163634545,135.09840777256153,-1e+300,6.909109735483511,-1e+300,0.0
0.2803536428774259,-0.13551772023190548,0.16310653363672215,2.8042677749730665,4.174644663270696,130985755298881.45,0.01260964830202714,0.013271327066470745,0.26759486972288415,-0.23418381453598203,9.733580559953584e-05,-1e+300,10277.81251708233,-1e+300,0.0
-0.010832882121359324,-0.11641471038649881,0.22282729287456526,3.8965396675613206,1.2348657808743337,46856792453727.6,0.057279443417584425,0.2700328752260791,0.17771732487542236,-0.19711818353096433,0.8637433562947971,-1e+300,3.15941806338824,-1e+300,0.0
-0.2681578042103404,0.0033048914138673648,0.09387997753987481,0.7638951272016912,4.652288523066218,407965426470637.06,0.040862738319184466,0.10453661509055098,0.18840778369645805,-5.162007124433371,0.0002910238002952167,-1e+300,3442.9159933726683,-1e+300,0.0
0.1748445008119853,-0.10201796640552158,0.15042273694088126,3.57525745444203,7.944777177629718,410602115182255.06,0.06294393949512916,0.25994864172391813,0.2656557397054757,-2.5092955178017298,0.00036632437488605467,-1e+300,2734.5006919051725,-1e+300,0.0
-0.18813694244987567,-0.3528335619106691,0.20620554466276553,5.55777535462307,0.8410811767040784,251387829303366.9,0.04682594859619142,0.16982136837568323,0.05828577179503347,-0.21492575827013782,1.0605974646983007,-1e+300,6.378943567095348,-1e+300,0.0
0.012283035875587406,-0.25298519204785447,0.1801128788386708,5.138136606731347,3.226909998148881,223810141097154.44,0.08212166417029768,0.030481226780330134,0.23219303478660147,-0.022186817318585295,7.093532327084887e-06,-1e+300,140977.42784272876,-1e+300,0.0
0.1710743132479264,-0.12897008848281646,0.2756186674061272,4.27510136625061,0.9504250990418308,144492435353395.1,0.024443624517009533,0.15823705161414725,0.37018798399112685,-0.770537884368165,1.747866144609648e-06,-1e+300,572130.6687869936,-1e+300,0.0
0.07373774032017383,0.17207058733923192,0.058624946929836594,2.2576152117387993,1.0406343995247962,324160715754736.8,0.0760040735042831,0.27409196690963594,0.12967812756935373,-1.9834841049088499,6.747339882926524e-05,-1e+300,14826.060228931545,-1e+300,0.0
0.0255507244586006,-0.0037101209524306976,0.28806104547805633,2.7473695262971054,5.362194947934767,296561503313742.06,0.06145322158617259,0.04401876081024514,0.37906410285176745,-0.6773075460174662,0.04771315810463846,-1e+300,25.32106201719525,-1e+300,0.0
0.07724570964869984,0.0890976203844017,0.36641107407032125,3.8453976516631556,3.991184444549807,203989340370256.5,0.011895526703442995,0.13724525748240318,0.2885426677687225,-0.311803404229106,3.438208726113798e-06,-1e+300,290854.7876461972,-1e+300,0.0
-0.025242452551648167,0.1949468596880478,0.07924597357868317,0.9811766834625542,3.1234746608360613,179703095862781.34,0.0397684434229434,0.1961088590265049,0.17746711315839206,-1.338342861692706,2.7767080841762656e-06,-1e+300,360142.31081850454,-1e+300,0.0
