galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_effective_radius,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,galaxies_lens_bulge_mass_to_light_ratio,log_likelihood,log_prior,log_posterior,weights
0.4195944137855535,-0.029826594480739974,0.16851277401709752,8.754682149311577,7.814760659161397,1292209717085461.5,0.036008753963629916,-0.12069510874098047,0.04086171863081284,0.6494777257494889,1.3930699242758712e-06,-68000403.75472294,717851.9125801178,-67282551.84214282,0.0
0.018182262439725635,-0.187477408407726,0.13500727828612102,8.991220526186716,7.250021095160186,657118949064865.6,0.019344043740550584,0.040519141459110966,0.1759424062362001,0.8833198715631955,0.0006285464937766997,-37476554.716629624,1597.2870878959575,-37474957.42954173,0.0
0.06655498338792709,0.0322583627280999,0.12233433045310219,8.155665511116156,12.216896407729001,683699402137554.1,0.0680599940843034,-0.1644613712857727,0.19764224369673034,0.015962294811088795,1.6667550157671294e-06,-37453977.56506008,599975.3365927679,-36854002.22846731,0.0
-0.05276718924826337,-0.3176039536299333,0.2129805722613344,7.128203929555424,10.325219066374741,686775570898043.8,0.06828578273634078,-0.06262324047488635,0.046422120680544326,0.5504962851614932,1.879948153624699e-06,-24177559.437668703,531936.490466331,-23645622.947202373,0.0
0.12339647414343521,-0.17904313805234506,0.2124571355380106,7.53635888262264,7.131640221553065,1021554509725567.5,0.05343240768884869,-0.0877130992215629,0.2103479572816955,0.24086957526970387,0.00010214899926628396,-21503442.404853016,9795.302468058653,-21493647.10238496,0.0
-0.004104937503707802,-0.09602352217074234,0.20417380879622418,6.928287283784272,9.642888798492534,859148749473916.6,0.06361949456336823,-0.13656774710937603,0.5124467532974797,1.8382454709781761,7.816116872646689e-05,-18312588.499588877,12802.328120444274,-18299786.171468433,0.0
-0.028263092931541126,-0.2882012858810124,0.14401370566650834,8.181015576858329,7.544704787532865,1063330793056752.0,0.08589872861933494,-0.30734346694774295,0.2318789321250577,0.8929349246777257,0.046438945675497986,-18160316.966793984,29.983694053063626,-18160286.98309993,0.0
0.03106071888895707,-0.12372913936647074,0.16799232438965495,8.411867701180991,4.762031742652278,987553336076709.5,0.06132536652741951,0.1343717148433703,0.22963279591856878,0.7773285417226551,3.5275570193151343e-06,-17580002.038790714,283489.2577229764,-17296512.781067736,0.0
-0.04928538874961245,-0.10290585763149546,0.15712245437944583,7.609584001292422,7.764586362976738,657374041476348.1,0.05627709815723325,-0.09459025090807631,0.196347835196792,1.3375901683586047,0.0028795513256686827,-14544791.696799679,350.4383611213039,-14544441.258438557,0.0
0.09685151959729921,-0.3846081289072581,0.12208765825987647,7.55049217276632,9.506881322256923,311366549483973.2,0.042622825566059966,-0.0907625392277,0.2703659126531418,0.4912602668954306,0.06004304865810948,-9745738.872934606,21.23101309804352,-9745717.641921507,0.0
