galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_intensity,galaxies_source_bulge_intensity,galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_einstein_radius,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
0.5103334269492318,0.2626654893960726,1.7352757689532041,-0.12038886297037343,-0.07033472870660726,1.9962226002893555,0.295894510795044,726094.8856105725,-0.07347161715074439,-0.04861458938968402,1.3284995552762082,-1.0007117249802937,0.36872725340320045,1.662059511109847,-4194573029927638.5,7.22806580972377,-4194573029927631.5,0.0
-0.15781530087908796,-0.24893937797148072,4.424998979130297,-0.06576706404024454,-0.1570660843053649,2.5408967008388585,0.20164149745713866,696911.7405740191,-0.14372984319744478,-0.13809138208333385,0.9129583844253516,1.0223151726266062,0.7180526150672044,1.0669172153537776,-1232711929630426.2,5.007673890466343,-1232711929630421.2,0.0
0.5014000309790518,0.21997397843378197,2.9051456345527984,-0.1067534351789662,-0.043723750430174915,1.969088206609423,-0.10945284677723727,376473.7630993692,-0.07386974373367708,-0.1340543000866764,1.1356365675635411,-2.3909455190912148,1.3878215570585226,2.8632675637784417,-606722233224970.2,6.602083283218646,-606722233224963.6,0.0
-0.14710889452939394,0.25300699074279104,4.54353535131815,-0.13468475830087706,-0.08873008836549601,4.177820621732832,0.16587036936629182,256613.7080619872,-0.12360358053517956,-0.0654342178413854,1.0893016675148108,-0.38174615507927623,0.6523810006462281,1.0943494239595737,-408983944118946.5,2.2197088015228803,-408983944118944.25,0.0
0.04083121427466973,0.25810410735376227,3.111630032012017,-0.07606982515085743,-0.007604044169420399,3.8276057502457537,0.19372219190432838,210613.65176978285,-0.09862395620201914,-0.12454692961900568,1.221299332652987,-0.1101857062139957,1.4612086433658469,1.1440557346420244,-158093815629616.3,2.818803039968133,-158093815629613.5,0.0
-0.12101329946119968,0.10348504097243588,0.24504536108784114,-0.14542105314040965,-0.14366968598431465,4.299510803530371,0.05705612678307978,419564.94182496297,-0.07287140353691009,-0.06647565125479572,0.7667344398323838,1.6685703243661045,2.4912654132543564,1.6423191588856823,-143229441590317.97,4.873071725523443,-143229441590313.1,0.0
-0.12762478336871702,-0.1910273022568338,3.523602086005839,-0.10185235884769321,-0.11842607679751307,2.229465858806064,-0.023107620109649424,402876.8456435073,-0.05693457481507914,-0.11193703692670237,1.3064683382472824,2.9938703048633073,0.8881414665089942,1.8969018816174232,-114185083321745.06,3.1357230526448427,-114185083321741.92,0.0
-0.05753454391666186,-0.3495651494960225,6.943663075179891,-0.2080540851097133,-0.00933608171491214,4.010781720619222,0.14173621875251863,98853.61901689792,0.010805069112334559,-0.0031786339597605767,0.22638835451385741,-1.7233478836569702,0.25682269319068096,2.444616279033327,-86407568383253.8,14.97031804844637,-86407568383238.83,0.0
-0.0896939497542896,0.04512279797731721,3.142529962583626,-0.1402267220754143,-0.0831136713007811,1.621257147805432,0.2507947123764721,68467.2805100925,-0.05480686942559506,-0.014092594683683929,0.9436561326634363,1.0157223852146497,-0.11952561911336002,1.9385781144663938,-52735378524995.14,3.0388964390624578,-52735378524992.1,0.0
0.28273998644980264,-0.07064287397529767,3.1890227710792542,-0.016022597007586223,-0.04927876413024776,0.21187596596818592,-0.07500965614571625,122354.82126482583,-0.07639390076697139,-0.08946416290050288,0.9517876998600162,-2.2877291782561455,0.8201615551622252,2.103900328614176,-50682535940541.49,4.2416814465860915,-50682535940537.25,0.0
