galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_effective_radius,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,log_likelihood,log_prior,log_posterior,weights
-0.22489544894826735,0.03921312279453852,-0.2214907654153233,5.0383212736943985,0.0038826820390475553,-0.07486705635194547,3.1544793447137978,3.606650238721913e-06,875851100316521.2,855352.3542874032,11.288041431607933,-0.256427916483827,-1.471122126838977,-8.562476822139278e+16,277268.0327168234,-8.562476822111552e+16,0.0
-0.2806848017482675,-0.07347889544840554,-0.014036723284161334,5.9432611842607805,0.1567282561797371,-0.013511734835745415,3.135153398448189,1.886776867311896e-05,538727875014956.94,964579.1559159702,4.807809137079912,-1.1128349460701343,2.8561813810419867,-1.9527645945930624e+16,53006.521006365605,-1.9527645945877616e+16,0.0
0.12629124510951567,0.30586524634406315,0.11236110082223011,3.6667721629467733,0.008164084785318368,-0.20515357684629443,1.3578415694292223,6.053491840560661e-05,36964195053367.64,114184.82233437894,17.028316971551767,2.4915115865636803,-0.20283094050510364,-1396562040426296.5,16525.894127210096,-1396562040409770.5,0.0
-0.20874994435318955,0.1686922662059238,-0.012610881146435882,5.02233525026611,0.036313321583047196,0.03128766552254679,1.0679847882793827,1.3683390312766643,119142812998430.77,39404.7674810373,29.32061417455233,-0.5447818176052364,2.976208162447226,-195989399371323.25,3.446694680146135,-195989399371319.8,0.0
-0.21791696281215994,-0.09827515905772904,0.641617854587651,6.022284570117913,0.019528691451675774,-0.027491465456218885,0.19729701367170427,9.319822615079089e-06,509915079590612.3,36886.260658654035,3.7443209648074998,1.719530579341015,0.13804024039148466,-53972909719508.086,107301.27155256704,-53972909612206.81,0.0
0.047141715472782134,0.09387054894876269,0.29456425732892655,1.3224556426598326,-0.0027328644430861977,-0.0071753950079259735,1.5379661858982405,0.07340126370104919,34833842735377.28,213702.11824974164,0.4990063524871198,0.571130818860071,1.32579573937815,-52724950270077.88,17.82000064078477,-52724950270060.06,0.0
-0.141488716600368,0.08926504049860827,-0.011621751379932543,3.9161290638965394,0.05801270524686424,-0.07861086783225162,1.8827347418692182,0.0032511625326892835,104240519161967.94,20292.647400495534,3.5607080341393913,-1.8010892366478266,-2.7773177827901896,-4105712690892.1313,308.62137903719633,-4105712690583.51,0.0
0.005883823202476254,-0.1607157240477054,0.40989430889743,2.073208100943117,0.01647515946935077,0.009703783009517505,1.0894298519378265,2.8852116339759824e-05,227778170862083.7,4185.0698294686545,9.397689393277776,-0.48927161475079384,-0.07716138915248649,-2231375441492.5293,34661.72474888236,-2231375406830.8047,0.0
0.05221650162885187,0.11550081904368344,0.2859079966566981,3.6349955771070075,0.05647730038310521,0.026641743891632153,1.3532484669305622,0.6204162506877493,436294246324.6109,2399.923482514641,24.22715559345841,-2.09090427595275,1.3504212297947094,-716392071793.0453,3.3941597705141886,-716392071789.6511,0.0
-0.3320366429650483,0.07566942882183358,-0.09055028847568192,1.9385345187923337,0.1176968680844851,-0.05047066131995713,1.8866202626687394,5.832228003397373e-06,281584961764471.4,2816.4821518245553,9.188780548533327,2.194562776796494,-2.404955818658328,-446306886443.31616,171464.7971301123,-446306714978.51904,0.0
-0.2579517138932895,-0.24624054111185556,0.937127999673909,2.3037353816364665,-0.050852446239095156,-0.062007757577117725,3.5034651952173608,2.896037760590009e-06,123988361926807.0,1308.8261334569588,7.855462561659295,-2.946353526580462,2.284787329623714,-64223744041.14346,345305.2885694443,-64223398735.8549,0.0
-0.17884507842713415,-0.003207083990471985,0.4574716136505531,5.7266057056300275,-0.02623510891222534,-0.0620924488451622,1.1040295721080864,0.4422435160371989,1868559985245.438,345837.0147619028,0.05300967997752939,0.5525073359647847,-1.4928410345096303,-61232237379.41949,23.063365969544154,-61232237356.35612,0.0
0.29046723950662423,-0.17662114088194092,0.35420307819509245,2.8691769637309523,0.02804385432038532,0.009807928590297256,0.9459133893879941,0.490222368502316,183851719690506.6,2374.9340771737616,1.406570043706275,0.48969344927680325,1.6276001303881635,-31957720988.81335,6.085273269450474,-31957720982.728077,0.0
0.0016299041633882905,0.04271381818818665,0.10794062965746762,4.160984428739704,0.1330632518479553,-0.16541449481306653,1.0852172927190784,2.2103799883276887,9964838820.233042,60858.012067303265,0.08463496536845345,-1.0484733487662785,1.4684634146101114,-6732788577.343463,17.240609966281184,-6732788560.102853,0.0
-0.3037558926914825,-0.2989856030744953,0.017866311594811446,1.6195405158676923,0.06794885829100869,-0.042870802343145165,4.328869320178812,3.2497487923484186e-05,413156744499748.4,205.97077376168122,20.526595505608913,-2.883337417027145,1.208124509430025,-4526763855.082875,30776.255147223957,-4526733078.827728,0.0
-0.09665959204550482,0.2645636925036356,-0.19894201240948045,2.2330273437227577,-0.014041247397598464,-0.0035039377582167866,3.9482334996966926,9.96898075956862e-05,613958190191703.9,6846.7483963909035,0.9199030009809835,-1.8523400129986582,1.5984586227777076,-2635299776.731837,10036.134375214071,-2635289740.5974617,0.0
-0.21967402676430692,-0.23477129101841815,0.24826974381737718,5.9308456618448595,0.026537902777810138,0.002590694745206207,3.482094900834787,0.12457849123382121,16197351863.308867,100170.91904578218,0.0579941623301056,1.1323549989802428,2.357598441198448,-1443537813.5641458,28.545805635937434,-1443537785.01834,0.0
-0.18221122213850077,-0.2068672103250962,0.4537114202648668,1.694525187262066,0.031970657247932084,-0.12002170339917032,2.585333377102763,0.0008584243930881468,107215478603197.64,2416.9963656847,0.703162301079814,2.6629942807602163,0.6535895600573549,-269035527.5415077,1169.2582377751899,-269034358.28326994,0.0
0.23978195370710564,0.3859599035317598,0.6324205253927258,1.6762058344248145,0.02834469955458733,-0.031032229545336954,0.5689967609903224,0.001580683184386208,78219330741688.58,2030.8822949066048,0.5613618070198338,0.2030644837882205,-2.851821885238318,-47249680.84224671,639.2526472485652,-47249041.58959946,0.0
0.0889416239379285,0.14654170352731796,0.5723306911623931,0.5937846429089912,0.08404141851213466,0.05567865281512399,3.620666019837307,0.00032032090891868307,340792019064460.25,18.052001207489504,15.634500086162438,-0.733575836034305,2.708330493475164,-32514873.992114834,3128.6570977303354,-32511745.335017104,0.0
-0.18002751896392755,0.02108684120765359,0.7252536621137704,1.5354077737625356,0.008045393844411618,-0.12407618904414916,3.215971414221215,0.23401425495981454,3280197482041.5405,26.294095615742872,3.4791617096551053,-1.426835646115261,-0.23206505592173787,-31846909.365210228,8.291419558342147,-31846901.07379067,0.0
0.06039075794142372,0.22419447260710745,0.11450281921282934,3.162592059015857,-0.0020651290902251075,-0.03057766643844839,3.3655882990893824,2.09677155102305e-06,94179960937475.81,10.312656274950644,20.535334827119758,1.7640798825995327,2.6096945303505406,-11266502.345030984,476925.50432374864,-10789576.840707235,0.0
-0.13236056715781863,0.050956131917530664,0.7038005745066269,2.204905229455296,-0.005210118690802176,-0.010980258973648079,3.1058638331396757,0.04457559725512032,236695370342905.1,1442.2692962852705,0.08885247923905702,-0.3811047137501915,1.3619671526289423,-3330649.6490492895,36.078648412380446,-3330613.570400877,0.0
0.143778890495751,0.07351821205793163,0.3550880855607007,3.6413130434165835,0.01759354294228683,-0.06203799502322689,3.371941060677816,3.6400690067795505e-05,216955132186445.72,33.34933728023156,1.5913247210733483,1.8001297007416142,1.8317430537085073,-2076303.6657282782,27473.876456492875,-2048829.7892717854,0.0
0.18212967928162327,-0.13166619028203985,0.5211112642658762,4.088133924398679,0.03713752387229512,0.021336088468111858,5.34002215521272,0.00037816754585148006,112908279434616.11,3.6279158230720903,8.38170444174926,2.7198408067298994,-0.9246364118197326,-1423213.8709425477,2649.50248913674,-1420564.368453411,0.0
-0.3347649008267829,-0.25180441277642696,0.594646482806267,0.9540043517240235,0.0021346906250437614,-0.08840960237706985,0.32604001364321156,0.007883474343835687,354332205692966.25,3.032362913689547,23.079751759957812,-1.2947526939787164,0.05526033784118001,-1266177.3585648905,131.9456569616511,-1266045.4129079287,0.0
-0.07073207410667665,0.2961826812332939,0.15952342598270008,2.089055660790315,-0.02366991253366618,-0.07529843578441653,0.15540074032559703,12.217556549267858,110519575500448.53,13.012528922861804,2.82101276586629,-1.4779993933103386,-2.673028316488105,-1053734.6166380472,3.190755624245241,-1053731.4258824228,0.0
-0.07965075072707305,0.2022171084551801,0.5147339839871377,4.099298038257698,0.12811101682452403,-0.04407457947805634,6.399441883692635,1.2619910127073748e-05,99679408896413.64,0.002979981519988974,0.007728755920305874,0.733883855927858,1.479567162826842,-262007.01309121895,79711.0528721769,-182295.96021904206,0.0
-0.46908784858944186,-0.026667715611336552,0.5656394264112536,7.67612558878759,0.0620537813577794,-0.021204764769130618,3.438663981216087,0.014453285543453546,23303874731710.586,8.208472563226133e-05,4.094489131527171,-1.722684025438671,2.6544908337813924,-209553.85641562415,12258.645928803899,-197295.21048682026,0.0
-0.42783625842656986,-0.02665166775716442,0.7712257423772861,3.2423034548348864,-0.00042598219282605557,-0.05187408628917012,4.2054343223826205,0.05808069763536027,3885310009930.664,300307.36512221076,0.0017679723579191219,2.680502871475838,0.3629350032723062,-125428.6736819185,586.84356849073,-124841.83011342777,0.0
0.04124904180526155,0.16723365484628583,0.6594822834245304,4.883547949545539,0.05255745318566239,-0.005178099250766795,3.290518397558376,0.0001371656520739347,75451462534239.27,7.192381646695664e-06,0.06785690193429245,2.354502422561051,-1.7982826393858768,-119474.16916875257,146343.63572039246,26869.46655163988,0.0
-0.07521517472978827,-0.06959975157308632,0.7091568762900987,4.35272091525049,0.0694733911633778,-0.003724617973462206,3.340073136983783,2.626089629672355e-05,123092057562406.14,0.00020019184597964846,0.02245619667154435,-0.6564088572095423,-1.7110074943450946,-112708.7763832333,43121.523290448546,-69587.25309278475,0.0
-0.07439198862858998,0.04622133334408193,0.2668145477641087,6.908732446974036,0.02103020884590035,-0.011095077440516757,5.0240607028666115,0.06115265685371363,4190946508967.941,0.0008321980048493323,0.0009375650875743742,1.346057760754956,-2.153643036701837,-108810.90329750176,2288.9972546741865,-106521.90604282757,0.0
